LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,11
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,6
AZUSA,0550010B,143,66,N,818,TOTAL,52,17
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,29
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,38
AZUSA,0550011A,144,66,N,796,TOTAL,156,67
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,19
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,8
AZUSA,0550012A,145,66,N,630,TOTAL,51,27
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,32
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,23
AZUSA,0550012B,146,66,N,939,TOTAL,127,55
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,11
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,19
AZUSA,0550023F,147,66,N,451,TOTAL,55,30
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,37
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,29
AZUSA,0550025A,148,66,N,1185,TOTAL,136,66
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,10
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,11
AZUSA,0550025B,149,66,N,510,TOTAL,49,21
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,30
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,26
AZUSA,0550073A,150,66,N,884,TOTAL,130,56
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,26
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,30
AZUSA,0550074A,151,66,N,1181,TOTAL,148,56
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,16
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,18
AZUSA,0550076A,152,66,N,673,TOTAL,70,34
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,39
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,28
AZUSA,0550078A,153,66,N,1268,TOTAL,131,67
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,22
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,50
AZUSA,0550079A,154,66,N,852,TOTAL,197,72
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,44
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,36
AZUSA,0550080A,155,66,N,1246,TOTAL,209,80
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,19
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,35
AZUSA,0550081A,156,66,N,793,TOTAL,148,54
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,27
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,30
AZUSA,0550084B,157,66,N,927,TOTAL,147,57
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,37
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,39
AZUSA,0550085A,158,66,N,959,TOTAL,151,76
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,35
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,21
AZUSA,0550086A,159,66,N,631,TOTAL,121,56
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,30
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,21
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,51
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,26
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,21
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,47
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,27
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,27
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,54
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,25
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,31
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,56
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,33
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,31
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,64
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,29
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,28
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,57
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,38
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,37
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,75
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,32
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,32
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,64
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,48
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,49
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,97
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,46
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,43
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,89
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,35
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,42
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,77
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,10
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,19
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,29
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,36
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,26
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,62
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,40
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,31
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,71
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,15
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,13
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,28
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,33
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,43
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,76
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,16
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,11
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,27
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,35
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,10
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,45
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,40
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,35
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,75
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,25
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,22
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,47
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,19
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,25
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,44
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,24
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,27
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,51
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,21
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,16
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,37
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,36
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,25
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,61
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,25
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,34
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,59
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,34
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,27
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,61
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,26
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,25
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,51
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,35
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,15
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,50
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,23
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,10
BASSETT,0670005A,188,66,N,784,TOTAL,86,33
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,28
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,26
BASSETT,0670006A,189,66,N,1076,TOTAL,86,54
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,15
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,20
BASSETT,0670010A,190,66,N,751,TOTAL,75,35
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,35
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,29
BASSETT,0670141A,191,66,N,1152,TOTAL,124,64
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,18
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,25
BASSETT,0670142A,192,66,N,626,TOTAL,70,43
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,44
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,20
BASSETT,0670143A,193,66,N,1026,TOTAL,135,64
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,46
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,25
BASSETT,0670144A,194,66,N,991,TOTAL,129,71
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,34
BELL,0700001A,195,164,N,0,VBM PORTION,30,18
BELL,0700001A,195,164,N,1018,TOTAL,93,52
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,32
BELL,0700002A,196,164,N,0,VBM PORTION,21,13
BELL,0700002A,196,164,N,1028,TOTAL,77,45
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,18
BELL,0700005A,197,164,N,0,VBM PORTION,42,28
BELL,0700005A,197,164,N,1201,TOTAL,92,46
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,37
BELL,0700007B,198,164,N,0,VBM PORTION,44,26
BELL,0700007B,198,164,N,1209,TOTAL,121,63
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,33
BELL,0700008A,199,164,N,0,VBM PORTION,27,9
BELL,0700008A,199,164,N,1154,TOTAL,97,42
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,38
BELL,0700010A,200,164,N,0,VBM PORTION,42,23
BELL,0700010A,200,164,N,1237,TOTAL,113,61
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,28
BELL,0700011A,201,164,N,0,VBM PORTION,41,21
BELL,0700011A,201,164,N,1221,TOTAL,100,49
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,32
BELL,0700013A,202,164,N,0,VBM PORTION,52,24
BELL,0700013A,202,164,N,1063,TOTAL,114,56
BELL,0700017A,203,164,N,946,POLLING PLACE,46,27
BELL,0700017A,203,164,N,0,VBM PORTION,20,10
BELL,0700017A,203,164,N,946,TOTAL,66,37
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,23
BELL,0700018A,204,164,N,0,VBM PORTION,28,13
BELL,0700018A,204,164,N,1098,TOTAL,92,36
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,12
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,28
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,40
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,25
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,25
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,50
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,26
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,16
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,42
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,35
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,28
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,63
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,8
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,10
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,18
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,10
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,11
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,21
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,28
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,29
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,57
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,27
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,37
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,64
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,25
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,24
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,49
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,28
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,28
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,56
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,18
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,25
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,43
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,39
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,33
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,72
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,36
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,32
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,68
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,13
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,31
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,44
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,36
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,27
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,63
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,42
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,30
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,72
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,13
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,19
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,32
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,28
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,21
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,49
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,25
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,31
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,56
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,26
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,13
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,39
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,12
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,23
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,35
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,23
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,22
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,45
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,31
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,33
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,64
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,24
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,34
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,58
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,13
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,16
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,29
BELLFLOWER,0750037B,230,139,N,597,POLLING PLACE,44,21
BELLFLOWER,0750037B,230,139,N,0,VBM PORTION,31,15
BELLFLOWER,0750037B,230,139,N,597,TOTAL,75,36
BELLFLOWER,0750040A,231,137,N,1078,POLLING PLACE,54,24
BELLFLOWER,0750040A,231,137,N,0,VBM PORTION,37,23
BELLFLOWER,0750040A,231,137,N,1078,TOTAL,91,47
BELLFLOWER,0750040D,232,137,N,906,POLLING PLACE,49,19
BELLFLOWER,0750040D,232,137,N,0,VBM PORTION,28,16
BELLFLOWER,0750040D,232,137,N,906,TOTAL,77,35
BELLFLOWER,0750041A,233,137,N,1058,POLLING PLACE,86,33
BELLFLOWER,0750041A,233,137,N,0,VBM PORTION,73,34
BELLFLOWER,0750041A,233,137,N,1058,TOTAL,159,67
BELLFLOWER,0750042A,234,139,N,1215,POLLING PLACE,84,29
BELLFLOWER,0750042A,234,139,N,0,VBM PORTION,61,25
BELLFLOWER,0750042A,234,139,N,1215,TOTAL,145,54
BELLFLOWER,0750043A,235,137,N,764,POLLING PLACE,91,28
BELLFLOWER,0750043A,235,137,N,0,VBM PORTION,71,31
BELLFLOWER,0750043A,235,137,N,764,TOTAL,162,59
BELLFLOWER,0750044A,236,139,N,984,POLLING PLACE,74,28
BELLFLOWER,0750044A,236,139,N,0,VBM PORTION,55,15
BELLFLOWER,0750044A,236,139,N,984,TOTAL,129,43
BELLFLOWER,0750045A,237,139,N,739,POLLING PLACE,58,18
BELLFLOWER,0750045A,237,139,N,0,VBM PORTION,42,25
BELLFLOWER,0750045A,237,139,N,739,TOTAL,100,43
BELLFLOWER,0750048A,238,137,N,1060,POLLING PLACE,86,34
BELLFLOWER,0750048A,238,137,N,0,VBM PORTION,80,48
BELLFLOWER,0750048A,238,137,N,1060,TOTAL,166,82
BELLFLOWER,0750054B,239,137,N,1194,POLLING PLACE,34,16
BELLFLOWER,0750054B,239,137,N,0,VBM PORTION,55,31
BELLFLOWER,0750054B,239,137,N,1194,TOTAL,89,47
BELL GARDENS,0800001A,240,136,N,1120,POLLING PLACE,43,24
BELL GARDENS,0800001A,240,136,N,0,VBM PORTION,28,17
BELL GARDENS,0800001A,240,136,N,1120,TOTAL,71,41
BELL GARDENS,0800002A,241,136,N,1022,POLLING PLACE,47,24
BELL GARDENS,0800002A,241,136,N,0,VBM PORTION,21,12
BELL GARDENS,0800002A,241,136,N,1022,TOTAL,68,36
BELL GARDENS,0800003A,242,136,N,1038,POLLING PLACE,44,20
BELL GARDENS,0800003A,242,136,N,0,VBM PORTION,25,17
BELL GARDENS,0800003A,242,136,N,1038,TOTAL,69,37
BELL GARDENS,0800004A,243,136,N,1210,POLLING PLACE,44,24
BELL GARDENS,0800004A,243,136,N,0,VBM PORTION,25,12
BELL GARDENS,0800004A,243,136,N,1210,TOTAL,69,36
BELL GARDENS,0800005A,244,136,N,1133,POLLING PLACE,34,11
BELL GARDENS,0800005A,244,136,N,0,VBM PORTION,23,12
BELL GARDENS,0800005A,244,136,N,1133,TOTAL,57,23
BELL GARDENS,0800006A,245,136,N,970,POLLING PLACE,49,28
BELL GARDENS,0800006A,245,136,N,0,VBM PORTION,24,19
BELL GARDENS,0800006A,245,136,N,970,TOTAL,73,47
BELL GARDENS,0800007A,246,136,N,1108,POLLING PLACE,69,38
BELL GARDENS,0800007A,246,136,N,0,VBM PORTION,34,17
BELL GARDENS,0800007A,246,136,N,1108,TOTAL,103,55
BELL GARDENS,0800009A,247,136,N,1058,POLLING PLACE,38,15
BELL GARDENS,0800009A,247,136,N,0,VBM PORTION,33,19
BELL GARDENS,0800009A,247,136,N,1058,TOTAL,71,34
BELL GARDENS,0800011A,248,136,N,573,POLLING PLACE,11,5
BELL GARDENS,0800011A,248,136,N,0,VBM PORTION,7,4
BELL GARDENS,0800011A,248,136,N,573,TOTAL,18,9
BELL GARDENS,0800013A,249,136,N,939,POLLING PLACE,46,23
BELL GARDENS,0800013A,249,136,N,0,VBM PORTION,19,10
BELL GARDENS,0800013A,249,136,N,939,TOTAL,65,33
BELL GARDENS,0800014A,250,136,N,534,POLLING PLACE,40,16
BELL GARDENS,0800014A,250,136,N,0,VBM PORTION,31,14
BELL GARDENS,0800014A,250,136,N,534,TOTAL,71,30
BELL GARDENS,0800016A,251,136,N,1099,POLLING PLACE,36,20
BELL GARDENS,0800016A,251,136,N,0,VBM PORTION,20,11
BELL GARDENS,0800016A,251,136,N,1099,TOTAL,56,31
BELL GARDENS,0800017B,252,136,N,1083,POLLING PLACE,39,21
BELL GARDENS,0800017B,252,136,N,0,VBM PORTION,24,16
BELL GARDENS,0800017B,252,136,N,1083,TOTAL,63,37
BELVEDERE,0850001A,253,90,N,886,POLLING PLACE,69,34
BELVEDERE,0850001A,253,90,N,0,VBM PORTION,32,23
BELVEDERE,0850001A,253,90,N,886,TOTAL,101,57
BELVEDERE,0850004A,254,91,N,1005,POLLING PLACE,53,26
BELVEDERE,0850004A,254,91,N,0,VBM PORTION,35,21
BELVEDERE,0850004A,254,91,N,1005,TOTAL,88,47
BELVEDERE,0850005A,255,90,N,992,POLLING PLACE,110,46
BELVEDERE,0850005A,255,90,N,0,VBM PORTION,36,25
BELVEDERE,0850005A,255,90,N,992,TOTAL,146,71
BELVEDERE,0850006A,256,91,N,940,POLLING PLACE,100,35
BELVEDERE,0850006A,256,91,N,0,VBM PORTION,27,17
BELVEDERE,0850006A,256,91,N,940,TOTAL,127,52
BELVEDERE,0850007A,257,90,N,1085,POLLING PLACE,69,41
BELVEDERE,0850007A,257,90,N,0,VBM PORTION,39,25
BELVEDERE,0850007A,257,90,N,1085,TOTAL,108,66
BELVEDERE,0850009A,258,90,N,972,POLLING PLACE,55,32
BELVEDERE,0850009A,258,90,N,0,VBM PORTION,28,19
BELVEDERE,0850009A,258,90,N,972,TOTAL,83,51
BELVEDERE,0850011B,259,91,N,853,POLLING PLACE,73,45
BELVEDERE,0850011B,259,91,N,0,VBM PORTION,37,19
BELVEDERE,0850011B,259,91,N,853,TOTAL,110,64
BELVEDERE,0850012C,260,90,N,818,POLLING PLACE,79,33
BELVEDERE,0850012C,260,90,N,0,VBM PORTION,34,16
BELVEDERE,0850012C,260,90,N,818,TOTAL,113,49
BELVEDERE,0850013A,261,91,N,1003,POLLING PLACE,87,47
BELVEDERE,0850013A,261,91,N,0,VBM PORTION,50,25
BELVEDERE,0850013A,261,91,N,1003,TOTAL,137,72
BELVEDERE,0850014A,262,90,N,868,POLLING PLACE,60,30
BELVEDERE,0850014A,262,90,N,0,VBM PORTION,32,24
BELVEDERE,0850014A,262,90,N,868,TOTAL,92,54
BELVEDERE,0850015B,263,90,N,983,POLLING PLACE,55,24
BELVEDERE,0850015B,263,90,N,0,VBM PORTION,28,12
BELVEDERE,0850015B,263,90,N,983,TOTAL,83,36
BELVEDERE,0850016A,264,90,N,819,POLLING PLACE,57,23
BELVEDERE,0850016A,264,90,N,0,VBM PORTION,32,9
BELVEDERE,0850016A,264,90,N,819,TOTAL,89,32
BELVEDERE,0850017A,265,90,N,1077,POLLING PLACE,78,31
BELVEDERE,0850017A,265,90,N,0,VBM PORTION,52,29
BELVEDERE,0850017A,265,90,N,1077,TOTAL,130,60
BELVEDERE,0850052A,266,91,N,1064,POLLING PLACE,77,42
BELVEDERE,0850052A,266,91,N,0,VBM PORTION,46,24
BELVEDERE,0850052A,266,91,N,1064,TOTAL,123,66
BELVEDERE,0850056A,267,91,N,829,POLLING PLACE,80,31
BELVEDERE,0850056A,267,91,N,0,VBM PORTION,29,16
BELVEDERE,0850056A,267,91,N,829,TOTAL,109,47
BELVEDERE,0850058A,268,91,N,1195,POLLING PLACE,109,51
BELVEDERE,0850058A,268,91,N,0,VBM PORTION,42,26
BELVEDERE,0850058A,268,91,N,1195,TOTAL,151,77
BELVEDERE,0850061A,269,90,N,1102,POLLING PLACE,71,37
BELVEDERE,0850061A,269,90,N,0,VBM PORTION,55,33
BELVEDERE,0850061A,269,90,N,1102,TOTAL,126,70
BEVERLY HILLS,0900001A,270,82,N,749,POLLING PLACE,85,33
BEVERLY HILLS,0900001A,270,82,N,0,VBM PORTION,96,43
BEVERLY HILLS,0900001A,270,82,N,749,TOTAL,181,76
BEVERLY HILLS,0900002A,271,82,N,1322,POLLING PLACE,92,49
BEVERLY HILLS,0900002A,271,82,N,0,VBM PORTION,141,77
BEVERLY HILLS,0900002A,271,82,N,1322,TOTAL,233,126
BEVERLY HILLS,0900003A,272,82,N,630,POLLING PLACE,86,41
BEVERLY HILLS,0900003A,272,82,N,0,VBM PORTION,88,29
BEVERLY HILLS,0900003A,272,82,N,630,TOTAL,174,70
BEVERLY HILLS,0900004A,273,82,N,883,POLLING PLACE,58,15
BEVERLY HILLS,0900004A,273,82,N,0,VBM PORTION,131,52
BEVERLY HILLS,0900004A,273,82,N,883,TOTAL,189,67
BEVERLY HILLS,0900005A,274,82,N,1171,POLLING PLACE,178,75
BEVERLY HILLS,0900005A,274,82,N,0,VBM PORTION,171,60
BEVERLY HILLS,0900005A,274,82,N,1171,TOTAL,349,135
BEVERLY HILLS,0900006A,275,82,N,879,POLLING PLACE,73,29
BEVERLY HILLS,0900006A,275,82,N,0,VBM PORTION,114,51
BEVERLY HILLS,0900006A,275,82,N,879,TOTAL,187,80
BEVERLY HILLS,0900008A,276,82,N,1196,POLLING PLACE,123,41
BEVERLY HILLS,0900008A,276,82,N,0,VBM PORTION,163,67
BEVERLY HILLS,0900008A,276,82,N,1196,TOTAL,286,108
BEVERLY HILLS,0900010A,277,82,N,977,POLLING PLACE,86,47
BEVERLY HILLS,0900010A,277,82,N,0,VBM PORTION,125,57
BEVERLY HILLS,0900010A,277,82,N,977,TOTAL,211,104
BEVERLY HILLS,0900014A,6017,85,Y,2,POLLING PLACE,0,0
BEVERLY HILLS,0900014A,6017,85,Y,0,VBM PORTION,0,0
BEVERLY HILLS,0900014A,6017,85,Y,2,TOTAL,0,0
BEVERLY HILLS,0900016B,278,82,N,939,POLLING PLACE,84,32
BEVERLY HILLS,0900016B,278,82,N,0,VBM PORTION,86,38
BEVERLY HILLS,0900016B,278,82,N,939,TOTAL,170,70
BEVERLY HILLS,0900018A,279,82,N,626,POLLING PLACE,53,28
BEVERLY HILLS,0900018A,279,82,N,0,VBM PORTION,100,49
BEVERLY HILLS,0900018A,279,82,N,626,TOTAL,153,77
BEVERLY HILLS,0900020A,280,82,N,1230,POLLING PLACE,94,48
BEVERLY HILLS,0900020A,280,82,N,0,VBM PORTION,101,51
