LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TODD S ROGERS,BOB OLMSTED,JIM MCDONNELL,LOU VINCE,PAUL TANAKA,JAMES HELLMOLD,PATRICK L GOMEZ
ALTADENA,0200090A,89,33,N,1130,POLLING PLACE,137,7,8,55,8,33,6,9
ALTADENA,0200090A,89,33,N,0,VBM PORTION,111,4,13,49,6,16,6,2
ALTADENA,0200090A,89,33,N,1130,TOTAL,248,11,21,104,14,49,12,11
ALTADENA,0200091A,90,33,N,1298,POLLING PLACE,166,7,8,83,9,25,10,6
ALTADENA,0200091A,90,33,N,0,VBM PORTION,116,0,10,51,9,17,10,3
ALTADENA,0200091A,90,33,N,1298,TOTAL,282,7,18,134,18,42,20,9
ANTELOPE,0300002A,91,3,N,834,POLLING PLACE,126,7,9,54,6,23,6,5
ANTELOPE,0300002A,91,3,N,0,VBM PORTION,117,15,19,40,4,14,3,5
ANTELOPE,0300002A,91,3,N,834,TOTAL,243,22,28,94,10,37,9,10
ANTELOPE,0300003A,6014,3,Y,66,POLLING PLACE,0,0,0,0,0,0,0,0
ANTELOPE,0300003A,6014,3,Y,0,VBM PORTION,15,0,1,10,0,1,1,0
ANTELOPE,0300003A,6014,3,Y,66,TOTAL,15,0,1,10,0,1,1,0
ARCADIA,0350001A,92,76,N,998,POLLING PLACE,124,3,8,65,3,21,9,0
ARCADIA,0350001A,92,76,N,0,VBM PORTION,145,0,13,71,0,23,11,1
ARCADIA,0350001A,92,76,N,998,TOTAL,269,3,21,136,3,44,20,1
ARCADIA,0350005A,93,76,N,1240,POLLING PLACE,96,1,16,53,1,16,0,4
ARCADIA,0350005A,93,76,N,0,VBM PORTION,165,6,9,80,6,19,2,1
ARCADIA,0350005A,93,76,N,1240,TOTAL,261,7,25,133,7,35,2,5
ARCADIA,0350007A,94,76,N,1143,POLLING PLACE,88,0,9,39,4,13,6,0
ARCADIA,0350007A,94,76,N,0,VBM PORTION,156,5,17,59,5,27,6,2
ARCADIA,0350007A,94,76,N,1143,TOTAL,244,5,26,98,9,40,12,2
ARCADIA,0350008A,95,76,N,1256,POLLING PLACE,170,3,21,83,3,34,7,2
ARCADIA,0350008A,95,76,N,0,VBM PORTION,159,5,17,48,8,32,10,0
ARCADIA,0350008A,95,76,N,1256,TOTAL,329,8,38,131,11,66,17,2
ARCADIA,0350009A,96,76,N,1456,POLLING PLACE,98,2,10,55,3,6,9,2
ARCADIA,0350009A,96,76,N,0,VBM PORTION,173,4,25,70,8,19,7,6
ARCADIA,0350009A,96,76,N,1456,TOTAL,271,6,35,125,11,25,16,8
ARCADIA,0350013A,97,76,N,1231,POLLING PLACE,125,4,22,62,3,17,6,1
ARCADIA,0350013A,97,76,N,0,VBM PORTION,135,2,19,49,4,37,3,2
ARCADIA,0350013A,97,76,N,1231,TOTAL,260,6,41,111,7,54,9,3
ARCADIA,0350018A,98,76,N,1403,POLLING PLACE,134,4,11,70,1,29,7,1
ARCADIA,0350018A,98,76,N,0,VBM PORTION,242,3,20,92,11,35,10,4
ARCADIA,0350018A,98,76,N,1403,TOTAL,376,7,31,162,12,64,17,5
ARCADIA,0350023A,99,76,N,1456,POLLING PLACE,82,2,14,30,1,14,5,5
ARCADIA,0350023A,99,76,N,0,VBM PORTION,139,4,13,47,15,18,11,3
ARCADIA,0350023A,99,76,N,1456,TOTAL,221,6,27,77,16,32,16,8
ARCADIA,0350024A,100,76,N,1485,POLLING PLACE,80,2,3,44,3,9,3,5
ARCADIA,0350024A,100,76,N,0,VBM PORTION,134,3,11,59,8,17,8,2
ARCADIA,0350024A,100,76,N,1485,TOTAL,214,5,14,103,11,26,11,7
ARCADIA,0350029B,101,76,N,1373,POLLING PLACE,120,1,19,58,1,20,7,3
ARCADIA,0350029B,101,76,N,0,VBM PORTION,140,0,4,55,3,31,9,4
ARCADIA,0350029B,101,76,N,1373,TOTAL,260,1,23,113,4,51,16,7
ARCADIA,0350030A,102,76,N,1307,POLLING PLACE,74,2,4,36,7,14,1,1
ARCADIA,0350030A,102,76,N,0,VBM PORTION,116,2,14,45,3,15,10,4
ARCADIA,0350030A,102,76,N,1307,TOTAL,190,4,18,81,10,29,11,5
ARCADIA,0350035A,103,76,N,1078,POLLING PLACE,93,1,10,40,4,15,5,5
ARCADIA,0350035A,103,76,N,0,VBM PORTION,115,3,12,41,8,18,4,1
ARCADIA,0350035A,103,76,N,1078,TOTAL,208,4,22,81,12,33,9,6
ARCADIA,0350037A,104,76,N,1210,POLLING PLACE,91,6,15,32,1,11,11,0
ARCADIA,0350037A,104,76,N,0,VBM PORTION,110,3,9,37,10,22,4,2
ARCADIA,0350037A,104,76,N,1210,TOTAL,201,9,24,69,11,33,15,2
ARCADIA,0350038A,105,76,N,1246,POLLING PLACE,111,4,20,48,6,13,8,2
ARCADIA,0350038A,105,76,N,0,VBM PORTION,120,4,7,54,2,25,4,4
ARCADIA,0350038A,105,76,N,1246,TOTAL,231,8,27,102,8,38,12,6
ARCADIA,0350042A,106,76,N,1251,POLLING PLACE,70,2,7,27,4,14,2,2
ARCADIA,0350042A,106,76,N,0,VBM PORTION,67,3,5,21,1,12,9,3
ARCADIA,0350042A,106,76,N,1251,TOTAL,137,5,12,48,5,26,11,5
ARCADIA,0350043C,107,76,N,1204,POLLING PLACE,68,6,4,25,0,10,5,4
ARCADIA,0350043C,107,76,N,0,VBM PORTION,67,2,6,29,2,15,1,2
ARCADIA,0350043C,107,76,N,1204,TOTAL,135,8,10,54,2,25,6,6
ARCADIA,0350045B,108,76,N,1355,POLLING PLACE,88,1,3,51,1,12,3,1
ARCADIA,0350045B,108,76,N,0,VBM PORTION,146,6,14,61,3,35,5,0
ARCADIA,0350045B,108,76,N,1355,TOTAL,234,7,17,112,4,47,8,1
ARCADIA,0350048A,109,76,N,1098,POLLING PLACE,112,4,12,61,2,12,4,1
ARCADIA,0350048A,109,76,N,0,VBM PORTION,92,3,15,24,2,16,9,2
ARCADIA,0350048A,109,76,N,1098,TOTAL,204,7,27,85,4,28,13,3
ARCADIA,0350054A,110,76,N,1254,POLLING PLACE,135,3,16,78,7,15,3,2
ARCADIA,0350054A,110,76,N,0,VBM PORTION,152,6,12,59,7,20,5,2
ARCADIA,0350054A,110,76,N,1254,TOTAL,287,9,28,137,14,35,8,4
ARCADIA,0350058A,111,76,N,1346,POLLING PLACE,119,1,20,46,8,20,5,0
ARCADIA,0350058A,111,76,N,0,VBM PORTION,114,2,14,41,7,21,8,0
ARCADIA,0350058A,111,76,N,1346,TOTAL,233,3,34,87,15,41,13,0
ARCADIA,0350062B,112,76,N,1218,POLLING PLACE,81,5,8,43,5,8,4,2
ARCADIA,0350062B,112,76,N,0,VBM PORTION,115,6,16,43,3,16,4,2
ARCADIA,0350062B,112,76,N,1218,TOTAL,196,11,24,86,8,24,8,4
ARCADIA,0350079A,113,76,N,1247,POLLING PLACE,107,2,16,45,11,14,4,3
ARCADIA,0350079A,113,76,N,0,VBM PORTION,123,3,11,49,9,18,9,2
ARCADIA,0350079A,113,76,N,1247,TOTAL,230,5,27,94,20,32,13,5
ARCADIA,0350104A,114,76,N,1310,POLLING PLACE,114,4,14,59,4,15,3,1
ARCADIA,0350104A,114,76,N,0,VBM PORTION,127,2,18,44,9,21,11,0
ARCADIA,0350104A,114,76,N,1310,TOTAL,241,6,32,103,13,36,14,1
ARTESIA,0400001A,115,137,N,819,POLLING PLACE,86,3,1,13,3,6,17,25
ARTESIA,0400001A,115,137,N,0,VBM PORTION,27,1,0,11,2,2,0,7
ARTESIA,0400001A,115,137,N,819,TOTAL,113,4,1,24,5,8,17,32
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,7,6,34,2,13,5,8
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,16,8,45,5,28,10,7
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,23,14,79,7,41,15,15
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,3,1,33,3,8,2,10
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,6,3,32,3,5,4,6
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,9,4,65,6,13,6,16
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,4,7,33,3,6,7,7
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,3,8,18,7,8,4,6
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,7,15,51,10,14,11,13
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,2,7,36,3,11,2,7
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,9,7,30,4,16,4,4
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,11,14,66,7,27,6,11
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,6,7,29,5,17,3,0
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,5,13,30,9,12,6,7
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,11,20,59,14,29,9,7
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,2,4,30,2,7,5,3
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,7,3,41,8,11,4,3
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,9,7,71,10,18,9,6
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,5,5,21,2,11,3,5
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,9,4,11,4,9,6,7
ATHENS,0450001A,122,178,N,1221,TOTAL,124,14,9,32,6,20,9,12
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,8,6,36,4,14,6,10
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,7,6,10,5,5,5,2
ATHENS,0450002B,123,178,N,1263,TOTAL,160,15,12,46,9,19,11,12
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,2,5,29,6,17,2,11
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,10,3,18,8,3,7,4
ATHENS,0450004A,124,178,N,1271,TOTAL,150,12,8,47,14,20,9,15
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,11,3,47,7,9,8,3
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,4,8,13,2,14,4,1
ATHENS,0450007A,125,178,N,1111,TOTAL,162,15,11,60,9,23,12,4
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,4,0,32,5,18,2,1
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,3,4,8,3,4,0,0
ATHENS,0450008A,126,178,N,600,TOTAL,94,7,4,40,8,22,2,1
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,9,6,27,1,3,0,7
AVALON,0500001A,127,187,N,0,VBM PORTION,55,3,5,18,4,5,1,0
AVALON,0500001A,127,187,N,496,TOTAL,118,12,11,45,5,8,1,7
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,6,11,64,2,11,5,7
AVALON,0500003A,128,187,N,0,VBM PORTION,129,9,25,52,5,7,3,1
AVALON,0500003A,128,187,N,1234,TOTAL,256,15,36,116,7,18,8,8
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,2,5,32,4,16,7,8
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,3,6,20,7,9,11,6
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,5,11,52,11,25,18,14
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,4,3,21,2,8,3,9
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,0,0,9,0,2,2,6
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,4,3,30,2,10,5,15
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,6,7,44,0,13,5,9
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,5,8,20,1,9,7,5
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,11,15,64,1,22,12,14
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,2,10,10,3,7,8,11
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,0,6,6,5,3,3,1
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,2,16,16,8,10,11,12
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,0,1,7,4,2,2,2
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,0,1,5,3,5,0,3
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,0,2,12,7,7,2,5
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,3,6,19,7,15,1,4
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,0,0,12,2,11,3,0
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,3,6,31,9,26,4,4
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,4,6,18,4,5,5,9
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,1,7,20,1,14,2,1
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,5,13,38,5,19,7,10
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,5,4,14,3,6,4,9
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,1,6,18,1,5,2,6
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,6,10,32,4,11,6,15
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,1,7,18,4,5,4,7
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,1,4,10,1,5,2,5
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,2,11,28,5,10,6,12
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,3,3,7,2,0,1,1
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,5,0,8,0,1,1,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,8,3,15,2,1,2,1
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,2,1,6,1,7,1,4
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,1,1,7,1,5,0,3
AZUSA,0550001A,139,66,N,624,TOTAL,48,3,2,13,2,12,1,7
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,4,7,14,4,8,7,4
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,2,6,7,1,4,2,0
AZUSA,0550002A,140,66,N,790,TOTAL,88,6,13,21,5,12,9,4
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,7,17,26,7,11,4,14
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,3,5,12,3,13,3,8
AZUSA,0550008A,141,66,N,1080,TOTAL,147,10,22,38,10,24,7,22
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,3,11,19,5,15,6,18
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,2,9,18,3,3,1,13
AZUSA,0550009A,142,66,N,1205,TOTAL,146,5,20,37,8,18,7,31
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,1,2,12,1,3,0,6
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,0,1,11,1,4,2,3
AZUSA,0550010B,143,66,N,818,TOTAL,52,1,3,23,2,7,2,9
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,2,5,35,2,1,7,2
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,2,7,50,1,10,8,5
AZUSA,0550011A,144,66,N,796,TOTAL,156,4,12,85,3,11,15,7
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,3,3,9,2,2,2,6
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,0,4,10,0,0,1,1
AZUSA,0550012A,145,66,N,630,TOTAL,51,3,7,19,2,2,3,7
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,5,13,23,3,12,2,13
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,6,0,12,1,6,5,5
AZUSA,0550012B,146,66,N,939,TOTAL,127,11,13,35,4,18,7,18
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,1,2,8,2,4,2,3
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,0,2,16,2,9,0,0
AZUSA,0550023F,147,66,N,451,TOTAL,55,1,4,24,4,13,2,3
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,7,7,16,7,12,4,14
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,3,6,21,4,6,6,6
AZUSA,0550025A,148,66,N,1185,TOTAL,136,10,13,37,11,18,10,20
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,3,3,4,1,4,1,6
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,3,3,7,4,1,2,4
AZUSA,0550025B,149,66,N,510,TOTAL,49,6,6,11,5,5,3,10
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,3,12,22,1,9,3,3
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,2,13,18,3,7,4,9
AZUSA,0550073A,150,66,N,884,TOTAL,130,5,25,40,4,16,7,12
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,1,5,27,0,14,0,14
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,2,11,23,5,11,3,5
AZUSA,0550074A,151,66,N,1181,TOTAL,148,3,16,50,5,25,3,19
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,2,6,12,1,8,2,6
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,3,6,6,1,3,2,2
AZUSA,0550076A,152,66,N,673,TOTAL,70,5,12,18,2,11,4,8
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,1,6,16,2,14,4,14
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,4,3,19,4,5,4,10
AZUSA,0550078A,153,66,N,1268,TOTAL,131,5,9,35,6,19,8,24
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,1,8,22,1,18,1,3
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,4,20,50,3,16,7,6
AZUSA,0550079A,154,66,N,852,TOTAL,197,5,28,72,4,34,8,9
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,3,16,45,5,12,8,9
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,6,17,34,3,5,5,9
AZUSA,0550080A,155,66,N,1246,TOTAL,209,9,33,79,8,17,13,18
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,6,12,22,1,8,0,3
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,2,9,35,0,15,1,6
AZUSA,0550081A,156,66,N,793,TOTAL,148,8,21,57,1,23,1,9
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,1,11,24,5,7,8,4
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,4,8,29,6,5,4,3
AZUSA,0550084B,157,66,N,927,TOTAL,147,5,19,53,11,12,12,7
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,4,10,38,0,11,4,3
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,4,10,35,2,5,5,5
AZUSA,0550085A,158,66,N,959,TOTAL,151,8,20,73,2,16,9,8
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,3,2,29,2,15,2,4
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,2,4,24,3,4,4,1
AZUSA,0550086A,159,66,N,631,TOTAL,121,5,6,53,5,19,6,5
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,2,0,14,8,9,4,13
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,4,9,4,5,0,2,5
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,6,9,18,13,9,6,18
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,5,2,20,1,8,1,7
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,5,6,16,1,8,3,7
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,10,8,36,2,16,4,14
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,8,6,17,2,11,7,17
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,1,5,17,2,5,3,3
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,9,11,34,4,16,10,20
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,2,6,14,2,11,3,7
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,3,3,12,4,8,2,6
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,5,9,26,6,19,5,13
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,5,15,19,10,7,1,16
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,4,6,14,2,7,3,7
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,9,21,33,12,14,4,23
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,1,4,19,7,5,6,12
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,1,1,13,5,4,7,6
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,2,5,32,12,9,13,18
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,7,9,17,3,10,5,14
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,1,7,19,0,3,4,15
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,8,16,36,3,13,9,29
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,4,12,18,1,10,5,5
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,2,5,23,5,2,4,5
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,6,17,41,6,12,9,10
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,4,11,25,1,3,9,16
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,2,12,19,8,9,10,8
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,6,23,44,9,12,19,24
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,6,12,14,6,11,8,16
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,7,8,20,0,12,3,14
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,13,20,34,6,23,11,30
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,13,4,13,7,6,4,6
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,5,5,22,3,3,9,9
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,18,9,35,10,9,13,15
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,1,3,9,1,0,2,9
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,1,1,6,2,5,5,3
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,2,4,15,3,5,7,12
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,3,14,37,4,3,6,9
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,5,9,15,0,7,3,10
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,8,23,52,4,10,9,19
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,4,11,25,2,9,3,8
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,1,8,13,6,9,1,4
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,5,19,38,8,18,4,12
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,7,3,5,0,5,3,9
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,2,0,7,1,2,9,6
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,9,3,12,1,7,12,15
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,2,8,14,2,9,10,11
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,4,6,22,6,13,8,16
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,6,14,36,8,22,18,27
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,1,8,7,1,4,3,6
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,1,10,8,0,1,0,5
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,2,18,15,1,5,3,11
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,3,2,20,5,6,2,13
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,1,1,14,5,2,6,1
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,4,3,34,10,8,8,14
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,5,5,28,1,10,5,15
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,4,9,6,4,12,6,5
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,9,14,34,5,22,11,20
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,4,4,21,5,4,5,5
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,0,6,6,3,8,2,12
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,4,10,27,8,12,7,17
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,4,6,5,5,1,3,19
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,4,3,10,3,5,3,9
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,8,9,15,8,6,6,28
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,1,7,13,2,6,6,9
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,1,2,9,4,6,7,5
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,2,9,22,6,12,13,14
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,2,2,9,3,7,2,10
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,3,3,9,1,1,3,7
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,5,5,18,4,8,5,17
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,8,12,24,2,1,8,8
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,6,3,18,0,3,1,4
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,14,15,42,2,4,9,12
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,4,7,14,1,10,7,11
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,0,7,25,2,6,0,5
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,4,14,39,3,16,7,16
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,8,6,11,2,8,8,19
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,7,5,18,0,4,3,7
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,15,11,29,2,12,11,26
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,6,8,18,3,6,4,7
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,4,3,18,3,4,1,5
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,10,11,36,6,10,5,12
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,5,4,13,6,8,4,22
