LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM TORLAKSON,MARSHALL TUCK,LYDIA A GUTIERREZ
WEST CARSON,7680015B,2813,186,N,0,VBM PORTION,124,46,29,29
WEST CARSON,7680015B,2813,186,N,1283,TOTAL,219,78,55,50
WEST CARSON,7680016A,2814,186,N,903,POLLING PLACE,49,14,15,16
WEST CARSON,7680016A,2814,186,N,0,VBM PORTION,121,51,26,21
WEST CARSON,7680016A,2814,186,N,903,TOTAL,170,65,41,37
WEST CARSON,7680018A,2815,186,N,679,POLLING PLACE,81,29,33,13
WEST CARSON,7680018A,2815,186,N,0,VBM PORTION,67,27,14,13
WEST CARSON,7680018A,2815,186,N,679,TOTAL,148,56,47,26
WEST COMPTON,7690001A,2816,178,N,797,POLLING PLACE,88,50,12,13
WEST COMPTON,7690001A,2816,178,N,0,VBM PORTION,50,19,9,14
WEST COMPTON,7690001A,2816,178,N,797,TOTAL,138,69,21,27
WEST COMPTON,7690002A,2817,178,N,897,POLLING PLACE,55,29,7,12
WEST COMPTON,7690002A,2817,178,N,0,VBM PORTION,45,20,9,4
WEST COMPTON,7690002A,2817,178,N,897,TOTAL,100,49,16,16
WEST COMPTON,7690005A,2818,178,N,949,POLLING PLACE,115,49,32,14
WEST COMPTON,7690005A,2818,178,N,0,VBM PORTION,36,14,7,10
WEST COMPTON,7690005A,2818,178,N,949,TOTAL,151,63,39,24
WEST COMPTON,7690006A,2819,178,N,805,POLLING PLACE,56,28,5,14
WEST COMPTON,7690006A,2819,178,N,0,VBM PORTION,57,34,13,8
WEST COMPTON,7690006A,2819,178,N,805,TOTAL,113,62,18,22
WEST COVINA,7700001A,2820,66,N,1085,POLLING PLACE,77,24,14,30
WEST COVINA,7700001A,2820,66,N,0,VBM PORTION,72,29,17,21
WEST COVINA,7700001A,2820,66,N,1085,TOTAL,149,53,31,51
WEST COVINA,7700002A,2821,66,N,908,POLLING PLACE,43,12,16,12
WEST COVINA,7700002A,2821,66,N,0,VBM PORTION,49,12,10,17
WEST COVINA,7700002A,2821,66,N,908,TOTAL,92,24,26,29
WEST COVINA,7700003A,2822,66,N,983,POLLING PLACE,51,18,9,19
WEST COVINA,7700003A,2822,66,N,0,VBM PORTION,51,14,17,8
WEST COVINA,7700003A,2822,66,N,983,TOTAL,102,32,26,27
WEST COVINA,7700004A,2823,66,N,1046,POLLING PLACE,81,22,26,27
WEST COVINA,7700004A,2823,66,N,0,VBM PORTION,76,27,17,21
WEST COVINA,7700004A,2823,66,N,1046,TOTAL,157,49,43,48
WEST COVINA,7700008A,2824,66,N,570,POLLING PLACE,44,14,8,15
WEST COVINA,7700008A,2824,66,N,0,VBM PORTION,30,9,7,13
WEST COVINA,7700008A,2824,66,N,570,TOTAL,74,23,15,28
WEST COVINA,7700008B,2825,66,N,1170,POLLING PLACE,62,31,10,16
WEST COVINA,7700008B,2825,66,N,0,VBM PORTION,104,42,23,27
WEST COVINA,7700008B,2825,66,N,1170,TOTAL,166,73,33,43
WEST COVINA,7700011A,2826,66,N,988,POLLING PLACE,99,29,22,34
WEST COVINA,7700011A,2826,66,N,0,VBM PORTION,62,21,21,18
WEST COVINA,7700011A,2826,66,N,988,TOTAL,161,50,43,52
WEST COVINA,7700012A,2827,66,N,945,POLLING PLACE,70,23,16,19
WEST COVINA,7700012A,2827,66,N,0,VBM PORTION,65,27,13,15
WEST COVINA,7700012A,2827,66,N,945,TOTAL,135,50,29,34
WEST COVINA,7700012C,2828,66,N,1054,POLLING PLACE,86,28,26,20
WEST COVINA,7700012C,2828,66,N,0,VBM PORTION,84,37,25,16
WEST COVINA,7700012C,2828,66,N,1054,TOTAL,170,65,51,36
WEST COVINA,7700014B,2829,66,N,1195,POLLING PLACE,54,23,13,17
WEST COVINA,7700014B,2829,66,N,0,VBM PORTION,78,37,19,14
WEST COVINA,7700014B,2829,66,N,1195,TOTAL,132,60,32,31
WEST COVINA,7700015B,2830,66,N,966,POLLING PLACE,78,21,25,20
WEST COVINA,7700015B,2830,66,N,0,VBM PORTION,74,24,20,21
WEST COVINA,7700015B,2830,66,N,966,TOTAL,152,45,45,41
WEST COVINA,7700016A,2831,66,N,1270,POLLING PLACE,91,33,26,24
WEST COVINA,7700016A,2831,66,N,0,VBM PORTION,102,39,20,26
WEST COVINA,7700016A,2831,66,N,1270,TOTAL,193,72,46,50
WEST COVINA,7700019B,2832,66,N,762,POLLING PLACE,57,20,13,18
WEST COVINA,7700019B,2832,66,N,0,VBM PORTION,60,14,21,19
WEST COVINA,7700019B,2832,66,N,762,TOTAL,117,34,34,37
WEST COVINA,7700020C,2833,66,N,899,POLLING PLACE,81,20,35,11
WEST COVINA,7700020C,2833,66,N,0,VBM PORTION,104,43,28,20
WEST COVINA,7700020C,2833,66,N,899,TOTAL,185,63,63,31
WEST COVINA,7700021B,2834,119,N,991,POLLING PLACE,69,23,18,18
WEST COVINA,7700021B,2834,119,N,0,VBM PORTION,103,35,24,24
WEST COVINA,7700021B,2834,119,N,991,TOTAL,172,58,42,42
WEST COVINA,7700022A,2835,66,N,1254,POLLING PLACE,94,30,28,29
WEST COVINA,7700022A,2835,66,N,0,VBM PORTION,100,32,23,30
WEST COVINA,7700022A,2835,66,N,1254,TOTAL,194,62,51,59
WEST COVINA,7700024A,2836,66,N,806,POLLING PLACE,88,33,24,24
WEST COVINA,7700024A,2836,66,N,0,VBM PORTION,67,19,12,18
WEST COVINA,7700024A,2836,66,N,806,TOTAL,155,52,36,42
WEST COVINA,7700024B,2837,66,N,705,POLLING PLACE,64,22,11,23
WEST COVINA,7700024B,2837,66,N,0,VBM PORTION,47,20,12,9
WEST COVINA,7700024B,2837,66,N,705,TOTAL,111,42,23,32
WEST COVINA,7700026A,2838,66,N,1211,POLLING PLACE,114,35,35,27
WEST COVINA,7700026A,2838,66,N,0,VBM PORTION,123,41,33,32
WEST COVINA,7700026A,2838,66,N,1211,TOTAL,237,76,68,59
WEST COVINA,7700027A,2839,66,N,979,POLLING PLACE,65,20,21,22
WEST COVINA,7700027A,2839,66,N,0,VBM PORTION,121,47,36,18
WEST COVINA,7700027A,2839,66,N,979,TOTAL,186,67,57,40
WEST COVINA,7700028A,2840,66,N,794,POLLING PLACE,62,20,17,21
WEST COVINA,7700028A,2840,66,N,0,VBM PORTION,30,16,5,6
WEST COVINA,7700028A,2840,66,N,794,TOTAL,92,36,22,27
WEST COVINA,7700031A,2841,66,N,1003,POLLING PLACE,77,28,22,18
WEST COVINA,7700031A,2841,66,N,0,VBM PORTION,56,23,15,10
WEST COVINA,7700031A,2841,66,N,1003,TOTAL,133,51,37,28
WEST COVINA,7700033A,2842,66,N,1301,POLLING PLACE,80,29,17,26
WEST COVINA,7700033A,2842,66,N,0,VBM PORTION,80,31,13,19
WEST COVINA,7700033A,2842,66,N,1301,TOTAL,160,60,30,45
WEST COVINA,7700037A,2843,66,N,1080,POLLING PLACE,78,34,15,24
WEST COVINA,7700037A,2843,66,N,0,VBM PORTION,80,14,21,42
WEST COVINA,7700037A,2843,66,N,1080,TOTAL,158,48,36,66
WEST COVINA,7700038A,2844,66,N,1108,POLLING PLACE,56,25,13,13
WEST COVINA,7700038A,2844,66,N,0,VBM PORTION,68,30,15,18
WEST COVINA,7700038A,2844,66,N,1108,TOTAL,124,55,28,31
WEST COVINA,7700039A,2845,66,N,884,POLLING PLACE,64,14,15,19
WEST COVINA,7700039A,2845,66,N,0,VBM PORTION,61,27,9,19
WEST COVINA,7700039A,2845,66,N,884,TOTAL,125,41,24,38
WEST COVINA,7700040A,2846,66,N,1309,POLLING PLACE,95,32,20,33
WEST COVINA,7700040A,2846,66,N,0,VBM PORTION,69,26,18,20
WEST COVINA,7700040A,2846,66,N,1309,TOTAL,164,58,38,53
WEST COVINA,7700056A,2847,119,N,574,POLLING PLACE,45,20,7,12
WEST COVINA,7700056A,2847,119,N,0,VBM PORTION,44,16,9,14
WEST COVINA,7700056A,2847,119,N,574,TOTAL,89,36,16,26
WEST COVINA,7700056C,2848,119,N,780,POLLING PLACE,23,9,8,3
WEST COVINA,7700056C,2848,119,N,0,VBM PORTION,61,25,12,11
WEST COVINA,7700056C,2848,119,N,780,TOTAL,84,34,20,14
WEST COVINA,7700073A,2849,119,N,537,POLLING PLACE,30,15,3,6
WEST COVINA,7700073A,2849,119,N,0,VBM PORTION,28,15,5,4
WEST COVINA,7700073A,2849,119,N,537,TOTAL,58,30,8,10
WEST COVINA,7700079A,2850,119,N,966,POLLING PLACE,56,24,13,16
WEST COVINA,7700079A,2850,119,N,0,VBM PORTION,58,22,18,13
WEST COVINA,7700079A,2850,119,N,966,TOTAL,114,46,31,29
WEST COVINA,7700079B,2851,119,N,639,POLLING PLACE,36,13,10,6
WEST COVINA,7700079B,2851,119,N,0,VBM PORTION,68,40,6,15
WEST COVINA,7700079B,2851,119,N,639,TOTAL,104,53,16,21
WEST COVINA,7700080A,2852,119,N,728,POLLING PLACE,67,22,19,17
WEST COVINA,7700080A,2852,119,N,0,VBM PORTION,48,19,9,9
WEST COVINA,7700080A,2852,119,N,728,TOTAL,115,41,28,26
WEST COVINA,7700114A,2853,119,N,942,POLLING PLACE,48,18,11,16
WEST COVINA,7700114A,2853,119,N,0,VBM PORTION,72,32,9,15
WEST COVINA,7700114A,2853,119,N,942,TOTAL,120,50,20,31
WEST COVINA,7700115A,2854,119,N,677,POLLING PLACE,42,19,10,12
WEST COVINA,7700115A,2854,119,N,0,VBM PORTION,71,26,25,12
WEST COVINA,7700115A,2854,119,N,677,TOTAL,113,45,35,24
WEST COVINA,7700116A,2855,119,N,808,POLLING PLACE,51,17,14,16
WEST COVINA,7700116A,2855,119,N,0,VBM PORTION,59,31,10,11
WEST COVINA,7700116A,2855,119,N,808,TOTAL,110,48,24,27
WEST COVINA,7700118A,2856,119,N,1059,POLLING PLACE,54,23,11,14
WEST COVINA,7700118A,2856,119,N,0,VBM PORTION,97,38,20,28
WEST COVINA,7700118A,2856,119,N,1059,TOTAL,151,61,31,42
WEST COVINA,7700122A,2857,119,N,599,POLLING PLACE,32,10,11,7
WEST COVINA,7700122A,2857,119,N,0,VBM PORTION,47,13,10,17
WEST COVINA,7700122A,2857,119,N,599,TOTAL,79,23,21,24
WEST COVINA,7700140A,2858,66,N,975,POLLING PLACE,65,20,17,21
WEST COVINA,7700140A,2858,66,N,0,VBM PORTION,57,28,11,14
WEST COVINA,7700140A,2858,66,N,975,TOTAL,122,48,28,35
WEST COVINA,7700141A,2859,66,N,1168,POLLING PLACE,74,25,23,21
WEST COVINA,7700141A,2859,66,N,0,VBM PORTION,74,25,18,14
WEST COVINA,7700141A,2859,66,N,1168,TOTAL,148,50,41,35
WEST COVINA,7700142A,2860,66,N,1249,POLLING PLACE,82,25,31,18
WEST COVINA,7700142A,2860,66,N,0,VBM PORTION,54,16,14,14
WEST COVINA,7700142A,2860,66,N,1249,TOTAL,136,41,45,32
WEST COVINA,7700143A,2861,66,N,1101,POLLING PLACE,73,17,22,20
WEST COVINA,7700143A,2861,66,N,0,VBM PORTION,86,29,20,24
WEST COVINA,7700143A,2861,66,N,1101,TOTAL,159,46,42,44
WEST COVINA,7700144A,2862,66,N,919,POLLING PLACE,52,18,13,16
WEST COVINA,7700144A,2862,66,N,0,VBM PORTION,61,29,7,12
WEST COVINA,7700144A,2862,66,N,919,TOTAL,113,47,20,28
WEST COVINA,7700145A,2863,66,N,940,POLLING PLACE,66,22,21,18
WEST COVINA,7700145A,2863,66,N,0,VBM PORTION,47,19,13,12
WEST COVINA,7700145A,2863,66,N,940,TOTAL,113,41,34,30
WEST COVINA,7700148A,2864,66,N,1065,POLLING PLACE,89,34,33,17
WEST COVINA,7700148A,2864,66,N,0,VBM PORTION,53,16,10,24
WEST COVINA,7700148A,2864,66,N,1065,TOTAL,142,50,43,41
WEST COVINA,7700150A,2865,66,N,1080,POLLING PLACE,80,26,24,19
WEST COVINA,7700150A,2865,66,N,0,VBM PORTION,65,18,17,20
WEST COVINA,7700150A,2865,66,N,1080,TOTAL,145,44,41,39
WEST COVINA,7700153A,2866,66,N,663,POLLING PLACE,49,13,10,18
WEST COVINA,7700153A,2866,66,N,0,VBM PORTION,68,27,24,13
WEST COVINA,7700153A,2866,66,N,663,TOTAL,117,40,34,31
WEST COVINA,7700153C,2867,66,N,1118,POLLING PLACE,70,39,15,15
WEST COVINA,7700153C,2867,66,N,0,VBM PORTION,75,35,15,13
WEST COVINA,7700153C,2867,66,N,1118,TOTAL,145,74,30,28
WEST COVINA,7700154A,2868,66,N,704,POLLING PLACE,39,10,13,13
WEST COVINA,7700154A,2868,66,N,0,VBM PORTION,67,26,20,13
WEST COVINA,7700154A,2868,66,N,704,TOTAL,106,36,33,26
WEST COVINA,7700155C,2869,119,N,897,POLLING PLACE,41,12,16,7
WEST COVINA,7700155C,2869,119,N,0,VBM PORTION,80,37,12,16
WEST COVINA,7700155C,2869,119,N,897,TOTAL,121,49,28,23
WEST COVINA,7700158A,2870,66,N,1137,POLLING PLACE,76,31,15,24
WEST COVINA,7700158A,2870,66,N,0,VBM PORTION,84,40,20,15
WEST COVINA,7700158A,2870,66,N,1137,TOTAL,160,71,35,39
WEST COVINA,7700162A,2871,119,N,454,POLLING PLACE,16,5,2,8
WEST COVINA,7700162A,2871,119,N,0,VBM PORTION,39,9,8,12
WEST COVINA,7700162A,2871,119,N,454,TOTAL,55,14,10,20
WEST COVINA,7700163A,2872,119,N,973,POLLING PLACE,45,23,4,13
WEST COVINA,7700163A,2872,119,N,0,VBM PORTION,48,19,12,11
WEST COVINA,7700163A,2872,119,N,973,TOTAL,93,42,16,24
WEST COVINA,7700165A,2873,66,N,1129,POLLING PLACE,88,33,33,14
WEST COVINA,7700165A,2873,66,N,0,VBM PORTION,89,26,31,22
WEST COVINA,7700165A,2873,66,N,1129,TOTAL,177,59,64,36
WEST COVINA,7700169A,2874,119,N,777,POLLING PLACE,106,34,33,23
WEST COVINA,7700169A,2874,119,N,0,VBM PORTION,102,35,33,17
WEST COVINA,7700169A,2874,119,N,777,TOTAL,208,69,66,40
WEST COVINA,7700169B,2875,119,N,955,POLLING PLACE,88,24,32,13
WEST COVINA,7700169B,2875,119,N,0,VBM PORTION,97,41,18,19
WEST COVINA,7700169B,2875,119,N,955,TOTAL,185,65,50,32
WEST COVINA,7700313A,2876,119,N,607,POLLING PLACE,38,15,11,8
WEST COVINA,7700313A,2876,119,N,0,VBM PORTION,24,6,4,13
WEST COVINA,7700313A,2876,119,N,607,TOTAL,62,21,15,21
WEST HOLLYWOOD,7750001A,2877,81,N,1078,POLLING PLACE,86,34,16,25
WEST HOLLYWOOD,7750001A,2877,81,N,0,VBM PORTION,73,25,15,18
WEST HOLLYWOOD,7750001A,2877,81,N,1078,TOTAL,159,59,31,43
WEST HOLLYWOOD,7750002A,2878,81,N,1301,POLLING PLACE,92,44,16,17
WEST HOLLYWOOD,7750002A,2878,81,N,0,VBM PORTION,130,49,31,23
WEST HOLLYWOOD,7750002A,2878,81,N,1301,TOTAL,222,93,47,40
WEST HOLLYWOOD,7750003A,2879,81,N,1069,POLLING PLACE,105,49,21,21
WEST HOLLYWOOD,7750003A,2879,81,N,0,VBM PORTION,69,37,13,11
WEST HOLLYWOOD,7750003A,2879,81,N,1069,TOTAL,174,86,34,32
WEST HOLLYWOOD,7750004A,2880,81,N,1207,POLLING PLACE,125,50,34,16
WEST HOLLYWOOD,7750004A,2880,81,N,0,VBM PORTION,120,44,20,27
WEST HOLLYWOOD,7750004A,2880,81,N,1207,TOTAL,245,94,54,43
WEST HOLLYWOOD,7750005A,2881,81,N,1269,POLLING PLACE,131,58,24,28
WEST HOLLYWOOD,7750005A,2881,81,N,0,VBM PORTION,129,43,34,31
WEST HOLLYWOOD,7750005A,2881,81,N,1269,TOTAL,260,101,58,59
WEST HOLLYWOOD,7750006A,2882,81,N,806,POLLING PLACE,90,34,23,14
WEST HOLLYWOOD,7750006A,2882,81,N,0,VBM PORTION,69,28,10,15
WEST HOLLYWOOD,7750006A,2882,81,N,806,TOTAL,159,62,33,29
WEST HOLLYWOOD,7750007A,2883,81,N,1391,POLLING PLACE,141,60,31,21
WEST HOLLYWOOD,7750007A,2883,81,N,0,VBM PORTION,157,59,37,26
WEST HOLLYWOOD,7750007A,2883,81,N,1391,TOTAL,298,119,68,47
WEST HOLLYWOOD,7750008A,2884,81,N,968,POLLING PLACE,104,48,21,14
WEST HOLLYWOOD,7750008A,2884,81,N,0,VBM PORTION,115,47,23,19
WEST HOLLYWOOD,7750008A,2884,81,N,968,TOTAL,219,95,44,33
WEST HOLLYWOOD,7750016A,2885,81,N,1181,POLLING PLACE,127,54,34,21
WEST HOLLYWOOD,7750016A,2885,81,N,0,VBM PORTION,105,36,26,20
WEST HOLLYWOOD,7750016A,2885,81,N,1181,TOTAL,232,90,60,41
WEST HOLLYWOOD,7750017A,2886,81,N,1125,POLLING PLACE,107,47,18,16
WEST HOLLYWOOD,7750017A,2886,81,N,0,VBM PORTION,82,26,23,17
WEST HOLLYWOOD,7750017A,2886,81,N,1125,TOTAL,189,73,41,33
WEST HOLLYWOOD,7750021A,2887,81,N,1301,POLLING PLACE,140,44,33,27
WEST HOLLYWOOD,7750021A,2887,81,N,0,VBM PORTION,128,49,29,23
WEST HOLLYWOOD,7750021A,2887,81,N,1301,TOTAL,268,93,62,50
WEST HOLLYWOOD,7750023A,2888,81,N,1185,POLLING PLACE,120,45,21,23
WEST HOLLYWOOD,7750023A,2888,81,N,0,VBM PORTION,80,34,18,14
WEST HOLLYWOOD,7750023A,2888,81,N,1185,TOTAL,200,79,39,37
WEST HOLLYWOOD,7750024A,2889,81,N,1149,POLLING PLACE,66,30,12,16
WEST HOLLYWOOD,7750024A,2889,81,N,0,VBM PORTION,77,30,20,12
WEST HOLLYWOOD,7750024A,2889,81,N,1149,TOTAL,143,60,32,28
WEST HOLLYWOOD,7750026B,2890,81,N,987,POLLING PLACE,94,39,19,16
WEST HOLLYWOOD,7750026B,2890,81,N,0,VBM PORTION,75,28,13,20
WEST HOLLYWOOD,7750026B,2890,81,N,987,TOTAL,169,67,32,36
WEST HOLLYWOOD,7750030A,2891,81,N,940,POLLING PLACE,78,22,14,24
WEST HOLLYWOOD,7750030A,2891,81,N,0,VBM PORTION,71,29,15,14
WEST HOLLYWOOD,7750030A,2891,81,N,940,TOTAL,149,51,29,38
WEST HOLLYWOOD,7750036B,2892,81,N,884,POLLING PLACE,59,18,14,17
WEST HOLLYWOOD,7750036B,2892,81,N,0,VBM PORTION,49,22,11,11
WEST HOLLYWOOD,7750036B,2892,81,N,884,TOTAL,108,40,25,28
WEST HOLLYWOOD,7750043A,2893,81,N,1105,POLLING PLACE,95,30,25,23
WEST HOLLYWOOD,7750043A,2893,81,N,0,VBM PORTION,78,32,13,25
WEST HOLLYWOOD,7750043A,2893,81,N,1105,TOTAL,173,62,38,48
WEST HOLLYWOOD,7750051A,2894,81,N,936,POLLING PLACE,98,41,23,19
WEST HOLLYWOOD,7750051A,2894,81,N,0,VBM PORTION,107,42,15,18
WEST HOLLYWOOD,7750051A,2894,81,N,936,TOTAL,205,83,38,37
WEST HOLLYWOOD,7750070A,2895,81,N,1177,POLLING PLACE,127,62,29,19
WEST HOLLYWOOD,7750070A,2895,81,N,0,VBM PORTION,131,55,22,18
WEST HOLLYWOOD,7750070A,2895,81,N,1177,TOTAL,258,117,51,37
WEST HOLLYWOOD,7750072A,2896,81,N,837,POLLING PLACE,91,29,26,13
WEST HOLLYWOOD,7750072A,2896,81,N,0,VBM PORTION,85,35,21,17
WEST HOLLYWOOD,7750072A,2896,81,N,837,TOTAL,176,64,47,30
WEST HOLLYWOOD,7750077A,2897,81,N,869,POLLING PLACE,92,45,16,17
WEST HOLLYWOOD,7750077A,2897,81,N,0,VBM PORTION,76,34,12,13
WEST HOLLYWOOD,7750077A,2897,81,N,869,TOTAL,168,79,28,30
WEST HOLLYWOOD,7750077C,2898,81,N,1204,POLLING PLACE,145,64,34,15
WEST HOLLYWOOD,7750077C,2898,81,N,0,VBM PORTION,139,49,31,28
WEST HOLLYWOOD,7750077C,2898,81,N,1204,TOTAL,284,113,65,43
WEST HOLLYWOOD,7750078A,2899,81,N,942,POLLING PLACE,50,15,12,12
WEST HOLLYWOOD,7750078A,2899,81,N,0,VBM PORTION,54,21,7,13
WEST HOLLYWOOD,7750078A,2899,81,N,942,TOTAL,104,36,19,25
WEST HILLS,7760001A,2900,56,N,525,POLLING PLACE,66,22,21,14
WEST HILLS,7760001A,2900,56,N,0,VBM PORTION,83,24,33,10
WEST HILLS,7760001A,2900,56,N,525,TOTAL,149,46,54,24
WESTLAKE VILLAGE,7770001A,2901,49,N,674,POLLING PLACE,50,14,16,10
WESTLAKE VILLAGE,7770001A,2901,49,N,0,VBM PORTION,74,19,23,15
WESTLAKE VILLAGE,7770001A,2901,49,N,674,TOTAL,124,33,39,25
WESTLAKE VILLAGE,7770002A,2902,49,N,1024,POLLING PLACE,148,40,64,17
WESTLAKE VILLAGE,7770002A,2902,49,N,0,VBM PORTION,144,30,63,12
WESTLAKE VILLAGE,7770002A,2902,49,N,1024,TOTAL,292,70,127,29
WESTLAKE VILLAGE,7770002B,2903,49,N,1136,POLLING PLACE,173,41,72,26
WESTLAKE VILLAGE,7770002B,2903,49,N,0,VBM PORTION,184,50,61,34
WESTLAKE VILLAGE,7770002B,2903,49,N,1136,TOTAL,357,91,133,60
WESTLAKE VILLAGE,7770011A,2904,49,N,1100,POLLING PLACE,108,19,54,11
WESTLAKE VILLAGE,7770011A,2904,49,N,0,VBM PORTION,133,29,65,12
WESTLAKE VILLAGE,7770011A,2904,49,N,1100,TOTAL,241,48,119,23
WESTLAKE VILLAGE,7770013A,2905,49,N,1110,POLLING PLACE,161,46,73,23
WESTLAKE VILLAGE,7770013A,2905,49,N,0,VBM PORTION,103,29,49,8
WESTLAKE VILLAGE,7770013A,2905,49,N,1110,TOTAL,264,75,122,31
WESTLAKE VILLAGE,7770080A,2906,49,N,1011,POLLING PLACE,87,34,28,9
WESTLAKE VILLAGE,7770080A,2906,49,N,0,VBM PORTION,132,31,47,28
WESTLAKE VILLAGE,7770080A,2906,49,N,1011,TOTAL,219,65,75,37
WHITTIER,7800001A,2907,131,N,1082,POLLING PLACE,110,36,45,17
WHITTIER,7800001A,2907,131,N,0,VBM PORTION,153,67,51,14
WHITTIER,7800001A,2907,131,N,1082,TOTAL,263,103,96,31
WHITTIER,7800002C,2908,131,N,985,POLLING PLACE,80,31,19,24
WHITTIER,7800002C,2908,131,N,0,VBM PORTION,56,19,12,20
WHITTIER,7800002C,2908,131,N,985,TOTAL,136,50,31,44
WHITTIER,7800004A,2909,131,N,968,POLLING PLACE,116,40,38,26
WHITTIER,7800004A,2909,131,N,0,VBM PORTION,86,27,30,20
WHITTIER,7800004A,2909,131,N,968,TOTAL,202,67,68,46
WHITTIER,7800006A,2910,131,N,591,POLLING PLACE,77,30,25,12
WHITTIER,7800006A,2910,131,N,0,VBM PORTION,50,21,12,9
WHITTIER,7800006A,2910,131,N,591,TOTAL,127,51,37,21
WHITTIER,7800008A,2911,131,N,1107,POLLING PLACE,119,49,27,37
WHITTIER,7800008A,2911,131,N,0,VBM PORTION,75,34,14,19
WHITTIER,7800008A,2911,131,N,1107,TOTAL,194,83,41,56
WHITTIER,7800010A,2912,131,N,1072,POLLING PLACE,108,37,24,33
WHITTIER,7800010A,2912,131,N,0,VBM PORTION,58,25,10,16
WHITTIER,7800010A,2912,131,N,1072,TOTAL,166,62,34,49
WHITTIER,7800012A,2913,131,N,767,POLLING PLACE,103,40,30,24
WHITTIER,7800012A,2913,131,N,0,VBM PORTION,100,44,22,19
WHITTIER,7800012A,2913,131,N,767,TOTAL,203,84,52,43
WHITTIER,7800014A,2914,131,N,1263,POLLING PLACE,107,59,16,24
WHITTIER,7800014A,2914,131,N,0,VBM PORTION,86,33,21,22
WHITTIER,7800014A,2914,131,N,1263,TOTAL,193,92,37,46
WHITTIER,7800015D,2915,131,N,1129,POLLING PLACE,123,33,41,27
WHITTIER,7800015D,2915,131,N,0,VBM PORTION,115,44,24,34
WHITTIER,7800015D,2915,131,N,1129,TOTAL,238,77,65,61
WHITTIER,7800016A,2916,131,N,1129,POLLING PLACE,51,14,12,23
WHITTIER,7800016A,2916,131,N,0,VBM PORTION,41,12,9,15
WHITTIER,7800016A,2916,131,N,1129,TOTAL,92,26,21,38
WHITTIER,7800017B,2917,131,N,861,POLLING PLACE,82,16,22,34
WHITTIER,7800017B,2917,131,N,0,VBM PORTION,67,15,20,22
WHITTIER,7800017B,2917,131,N,861,TOTAL,149,31,42,56
WHITTIER,7800022B,2918,131,N,843,POLLING PLACE,170,60,64,28
WHITTIER,7800022B,2918,131,N,0,VBM PORTION,122,38,49,22
WHITTIER,7800022B,2918,131,N,843,TOTAL,292,98,113,50
WHITTIER,7800025A,2919,131,N,428,POLLING PLACE,59,11,18,22
WHITTIER,7800025A,2919,131,N,0,VBM PORTION,41,10,13,9
WHITTIER,7800025A,2919,131,N,428,TOTAL,100,21,31,31
WHITTIER,7800031A,2920,131,N,879,POLLING PLACE,66,20,18,19
WHITTIER,7800031A,2920,131,N,0,VBM PORTION,50,16,10,14
WHITTIER,7800031A,2920,131,N,879,TOTAL,116,36,28,33
WHITTIER,7800035A,2921,131,N,1043,POLLING PLACE,79,33,17,22
WHITTIER,7800035A,2921,131,N,0,VBM PORTION,40,16,8,8
WHITTIER,7800035A,2921,131,N,1043,TOTAL,119,49,25,30
WHITTIER,7800038E,2922,131,N,665,POLLING PLACE,62,26,12,16
WHITTIER,7800038E,2922,131,N,0,VBM PORTION,52,24,10,8
WHITTIER,7800038E,2922,131,N,665,TOTAL,114,50,22,24
WHITTIER,7800042A,2923,131,N,778,POLLING PLACE,74,34,25,9
WHITTIER,7800042A,2923,131,N,0,VBM PORTION,114,48,37,19
WHITTIER,7800042A,2923,131,N,778,TOTAL,188,82,62,28
WHITTIER,7800043A,2924,131,N,518,POLLING PLACE,69,29,18,17
WHITTIER,7800043A,2924,131,N,0,VBM PORTION,78,29,20,20
WHITTIER,7800043A,2924,131,N,518,TOTAL,147,58,38,37
WHITTIER,7800044A,2925,131,N,1124,POLLING PLACE,146,57,38,42
WHITTIER,7800044A,2925,131,N,0,VBM PORTION,82,27,35,11
WHITTIER,7800044A,2925,131,N,1124,TOTAL,228,84,73,53
WHITTIER,7800048A,2926,131,N,1127,POLLING PLACE,44,16,11,13
WHITTIER,7800048A,2926,131,N,0,VBM PORTION,35,11,4,16
WHITTIER,7800048A,2926,131,N,1127,TOTAL,79,27,15,29
WHITTIER,7800049A,2927,131,N,823,POLLING PLACE,82,34,10,29
WHITTIER,7800049A,2927,131,N,0,VBM PORTION,44,12,15,10
WHITTIER,7800049A,2927,131,N,823,TOTAL,126,46,25,39
WHITTIER,7800051A,2928,131,N,1302,POLLING PLACE,149,43,47,40
WHITTIER,7800051A,2928,131,N,0,VBM PORTION,106,39,32,20
WHITTIER,7800051A,2928,131,N,1302,TOTAL,255,82,79,60
WHITTIER,7800053A,2929,131,N,1046,POLLING PLACE,115,47,26,34
WHITTIER,7800053A,2929,131,N,0,VBM PORTION,78,33,25,16
WHITTIER,7800053A,2929,131,N,1046,TOTAL,193,80,51,50
WHITTIER,7800054A,2930,131,N,863,POLLING PLACE,73,28,21,14
WHITTIER,7800054A,2930,131,N,0,VBM PORTION,67,33,18,9
WHITTIER,7800054A,2930,131,N,863,TOTAL,140,61,39,23
WHITTIER,7800057A,2931,131,N,984,POLLING PLACE,108,37,38,27
WHITTIER,7800057A,2931,131,N,0,VBM PORTION,124,53,43,16
