LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ANDREW M STEIN,TOM GRIEGO,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,34,60,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,16,31,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,50,91,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,37,44,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,44,42,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,81,86,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,45,65,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,11,29,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,56,94,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,75,80,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,25,44,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,100,124,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,43,81,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,18,45,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,61,126,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,2,4,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,2,4,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,44,85,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,15,50,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,59,135,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,46,62,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,20,43,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,66,105,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,,,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,,,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,88,68,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,24,54,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,112,122,
ARTESIA,0400001A,117,277,N,779,POLLING PLACE,162,27,107,
ARTESIA,0400001A,117,277,N,,VBM PORTION,23,5,15,
ARTESIA,0400001A,117,277,N,779,TOTAL,185,32,122,
ARTESIA,0400002A,118,274,N,1116,POLLING PLACE,180,51,81,
ARTESIA,0400002A,118,274,N,,VBM PORTION,137,36,51,
ARTESIA,0400002A,118,274,N,1116,TOTAL,317,87,132,
ARTESIA,0400004A,119,274,N,911,POLLING PLACE,202,37,87,
ARTESIA,0400004A,119,274,N,,VBM PORTION,69,14,41,
ARTESIA,0400004A,119,274,N,911,TOTAL,271,51,128,
ARTESIA,0400006A,120,274,N,988,POLLING PLACE,188,53,77,
ARTESIA,0400006A,120,274,N,,VBM PORTION,63,16,26,
ARTESIA,0400006A,120,274,N,988,TOTAL,251,69,103,
ARTESIA,0400007A,121,274,N,993,POLLING PLACE,188,53,69,
ARTESIA,0400007A,121,274,N,,VBM PORTION,87,10,46,
ARTESIA,0400007A,121,274,N,993,TOTAL,275,63,115,
ARTESIA,0400008A,122,274,N,1005,POLLING PLACE,173,55,66,
ARTESIA,0400008A,122,274,N,,VBM PORTION,95,18,52,
ARTESIA,0400008A,122,274,N,1005,TOTAL,268,73,118,
ARTESIA,0400010C,123,274,N,1027,POLLING PLACE,139,33,64,
ARTESIA,0400010C,123,274,N,,VBM PORTION,109,33,41,
ARTESIA,0400010C,123,274,N,1027,TOTAL,248,66,105,
ATHENS,0450001A,124,371,N,1168,POLLING PLACE,179,63,80,
ATHENS,0450001A,124,371,N,,VBM PORTION,44,17,17,
ATHENS,0450001A,124,371,N,1168,TOTAL,223,80,97,
ATHENS,0450002B,125,371,N,1203,POLLING PLACE,248,70,137,
ATHENS,0450002B,125,371,N,,VBM PORTION,39,13,16,
ATHENS,0450002B,125,371,N,1203,TOTAL,287,83,153,
ATHENS,0450004A,126,366,N,1286,POLLING PLACE,177,59,80,
ATHENS,0450004A,126,366,N,,VBM PORTION,73,23,30,
ATHENS,0450004A,126,366,N,1286,TOTAL,250,82,110,
ATHENS,0450007A,127,371,N,996,POLLING PLACE,208,49,110,
ATHENS,0450007A,127,371,N,,VBM PORTION,61,17,32,
ATHENS,0450007A,127,371,N,996,TOTAL,269,66,142,
ATHENS,0450008A,128,371,N,582,POLLING PLACE,151,56,70,
ATHENS,0450008A,128,371,N,,VBM PORTION,37,8,16,
ATHENS,0450008A,128,371,N,582,TOTAL,188,64,86,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,21,48,
AVALON,0500001A,129,388,N,,VBM PORTION,56,7,26,
AVALON,0500001A,129,388,N,460,TOTAL,158,28,74,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,61,104,
AVALON,0500003A,130,388,N,,VBM PORTION,135,32,48,
AVALON,0500003A,130,388,N,1161,TOTAL,384,93,152,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,47,117,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,12,42,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,59,159,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,34,73,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,3,13,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,37,86,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,31,83,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,16,28,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,47,111,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,11,13,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,11,13,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,15,28,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,3,8,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,18,36,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,4,4,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,1,,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,5,4,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,36,79,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,7,32,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,43,111,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,16,48,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,3,3,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,19,51,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,21,72,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,11,19,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,32,91,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,22,52,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,4,12,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,26,64,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,7,39,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,7,7,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,14,46,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,2,3,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,2,1,
AZUSA,0550001A,142,133,N,108,TOTAL,13,4,4,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,1,4,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,1,4,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,30,81,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,3,8,
AZUSA,0550002A,143,129,N,763,TOTAL,170,33,89,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,56,103,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,9,20,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,65,123,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,47,106,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,14,27,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,61,133,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,46,109,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,17,25,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,63,134,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,18,26,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,3,8,
AZUSA,0550010B,147,129,N,518,TOTAL,83,21,34,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,7,17,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,7,17,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,21,45,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,14,39,
AZUSA,0550011A,148,129,N,627,TOTAL,181,35,84,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,24,41,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,3,9,
AZUSA,0550012A,149,129,N,599,TOTAL,102,27,50,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,28,43,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,22,14,
AZUSA,0550012E,150,129,N,738,TOTAL,132,50,57,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,39,72,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,12,25,
AZUSA,0550023B,151,128,N,915,TOTAL,184,51,97,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,21,45,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,5,13,
AZUSA,0550025B,152,129,N,488,TOTAL,107,26,58,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,32,75,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,24,30,
AZUSA,0550073A,153,129,N,830,TOTAL,209,56,105,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,46,97,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,12,30,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,58,127,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,19,46,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,3,13,
AZUSA,0550076A,155,128,N,561,TOTAL,104,22,59,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,42,100,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,19,25,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,61,125,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,61,75,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,38,74,
AZUSA,0550079A,157,128,N,940,TOTAL,369,99,149,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,50,104,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,16,44,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,66,148,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,24,60,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,13,28,
AZUSA,0550081A,159,129,N,569,TOTAL,171,37,88,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,40,82,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,9,41,
AZUSA,0550084B,160,129,N,868,TOTAL,257,49,123,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,47,79,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,18,35,
AZUSA,0550085A,161,129,N,922,TOTAL,256,65,114,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,32,92,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,14,22,
AZUSA,0550086A,162,130,N,759,TOTAL,252,46,114,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,47,81,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,12,13,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,59,94,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,46,68,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,17,31,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,63,99,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,41,111,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,5,10,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,46,121,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,44,79,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,19,7,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,63,86,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,37,88,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,12,26,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,49,114,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,44,70,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,13,18,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,57,88,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,37,56,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,17,27,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,54,83,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,39,81,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,19,23,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,58,104,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,60,81,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,27,35,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,87,116,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,61,82,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,27,40,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,88,122,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,33,81,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,17,40,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,50,121,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,23,30,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,5,13,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,28,43,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,65,92,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,14,27,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,79,119,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,51,91,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,17,18,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,68,109,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,28,53,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,6,19,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,34,72,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,34,108,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,17,41,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,51,149,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,23,59,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,10,12,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,33,71,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,47,90,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,7,17,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,54,107,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,48,92,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,18,30,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,66,122,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,26,59,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,12,26,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,38,85,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,27,52,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,13,19,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,40,71,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,25,39,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,9,16,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,34,55,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,1,9,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,1,9,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,27,65,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,6,17,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,33,82,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,46,86,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,7,28,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,53,114,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,53,85,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,14,26,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,67,111,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,48,72,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,13,19,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,61,91,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,48,79,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,9,23,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,57,102,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,54,84,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,9,12,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,63,96,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,46,52,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,6,16,
BASSETT,0670005A,191,131,N,746,TOTAL,141,52,68,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,44,95,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,10,24,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,54,119,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,20,62,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,8,17,
BASSETT,0670010A,193,131,N,709,TOTAL,132,28,79,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,52,88,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,10,25,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,62,113,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,26,54,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,12,12,
BASSETT,0670142A,195,131,N,593,TOTAL,127,38,66,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,48,93,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,10,22,
BASSETT,0670143A,196,131,N,977,TOTAL,206,58,115,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,49,87,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,5,21,
BASSETT,0670144A,197,131,N,947,TOTAL,206,54,108,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,35,81,
BELL,0700001A,198,347,N,,VBM PORTION,26,6,15,
BELL,0700001A,198,347,N,957,TOTAL,162,41,96,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,50,78,
BELL,0700002A,199,347,N,,VBM PORTION,17,3,10,
BELL,0700002A,199,347,N,967,TOTAL,171,53,88,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,37,65,
BELL,0700005A,200,347,N,,VBM PORTION,41,9,15,
BELL,0700005A,200,347,N,1135,TOTAL,163,46,80,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,58,76,
BELL,0700007B,201,347,N,,VBM PORTION,38,9,21,
BELL,0700007B,201,347,N,1146,TOTAL,203,67,97,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,49,88,
BELL,0700008A,202,347,N,,VBM PORTION,27,10,15,
BELL,0700008A,202,347,N,1081,TOTAL,206,59,103,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,54,68,
BELL,0700010A,203,347,N,,VBM PORTION,51,3,39,
BELL,0700010A,203,347,N,1170,TOTAL,203,57,107,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,68,106,
BELL,0700011A,204,347,N,,VBM PORTION,37,13,21,
BELL,0700011A,204,347,N,1142,TOTAL,238,81,127,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,57,76,
BELL,0700013A,205,347,N,,VBM PORTION,48,14,20,
BELL,0700013A,205,347,N,1002,TOTAL,208,71,96,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,43,72,
BELL,0700017A,206,347,N,,VBM PORTION,29,4,18,
BELL,0700017A,206,347,N,887,TOTAL,176,47,90,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,75,86,
BELL,0700018A,207,347,N,,VBM PORTION,17,3,13,
BELL,0700018A,207,347,N,1047,TOTAL,206,78,99,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,38,64,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,16,29,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,54,93,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,45,110,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,20,23,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,65,133,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,37,60,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,11,22,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,48,82,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,49,109,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,10,31,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,59,140,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,16,32,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,6,11,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,22,43,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,25,23,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,9,8,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,34,31,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,3,6,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,1,6,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,4,12,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,45,56,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,14,19,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,59,75,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,45,70,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,21,29,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,66,99,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,24,50,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,9,18,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,33,68,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,45,62,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,20,20,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,65,82,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,35,70,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,21,21,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,56,91,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,61,92,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,14,32,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,75,124,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,34,88,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,16,25,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,50,113,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,27,43,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,8,21,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,35,64,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,36,63,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,8,33,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,44,96,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,52,73,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,18,21,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,70,94,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,25,62,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,10,13,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,35,75,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,51,72,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,11,39,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,62,111,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,27,50,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,13,26,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,40,76,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,39,56,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,12,12,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,51,68,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,28,49,
