LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ASHLEY SWEARENGIN,BETTY T YEE,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,48,89,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,32,45,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,80,134,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,75,63,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,69,52,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,144,115,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,94,71,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,34,38,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,128,109,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,132,89,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,59,43,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,191,132,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,88,91,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,52,40,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,140,131,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,6,2,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,6,2,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,87,82,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,50,48,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,137,130,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,89,79,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,58,46,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,147,125,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,1,,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,1,,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,115,92,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,69,40,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,184,132,
ARTESIA,0400001A,117,277,N,779,POLLING PLACE,162,20,124,
ARTESIA,0400001A,117,277,N,,VBM PORTION,23,6,17,
ARTESIA,0400001A,117,277,N,779,TOTAL,185,26,141,
ARTESIA,0400002A,118,274,N,1116,POLLING PLACE,180,94,71,
ARTESIA,0400002A,118,274,N,,VBM PORTION,137,69,55,
ARTESIA,0400002A,118,274,N,1116,TOTAL,317,163,126,
ARTESIA,0400004A,119,274,N,911,POLLING PLACE,202,74,89,
ARTESIA,0400004A,119,274,N,,VBM PORTION,69,32,31,
ARTESIA,0400004A,119,274,N,911,TOTAL,271,106,120,
ARTESIA,0400006A,120,274,N,988,POLLING PLACE,188,62,95,
ARTESIA,0400006A,120,274,N,,VBM PORTION,63,24,32,
ARTESIA,0400006A,120,274,N,988,TOTAL,251,86,127,
ARTESIA,0400007A,121,274,N,993,POLLING PLACE,188,84,82,
ARTESIA,0400007A,121,274,N,,VBM PORTION,87,37,39,
ARTESIA,0400007A,121,274,N,993,TOTAL,275,121,121,
ARTESIA,0400008A,122,274,N,1005,POLLING PLACE,173,70,87,
ARTESIA,0400008A,122,274,N,,VBM PORTION,95,26,48,
ARTESIA,0400008A,122,274,N,1005,TOTAL,268,96,135,
ARTESIA,0400010C,123,274,N,1027,POLLING PLACE,139,61,61,
ARTESIA,0400010C,123,274,N,,VBM PORTION,109,61,39,
ARTESIA,0400010C,123,274,N,1027,TOTAL,248,122,100,
ATHENS,0450001A,124,371,N,1168,POLLING PLACE,179,28,142,
ATHENS,0450001A,124,371,N,,VBM PORTION,44,4,36,
ATHENS,0450001A,124,371,N,1168,TOTAL,223,32,178,
ATHENS,0450002B,125,371,N,1203,POLLING PLACE,248,21,196,
ATHENS,0450002B,125,371,N,,VBM PORTION,39,5,31,
ATHENS,0450002B,125,371,N,1203,TOTAL,287,26,227,
ATHENS,0450004A,126,366,N,1286,POLLING PLACE,177,13,148,
ATHENS,0450004A,126,366,N,,VBM PORTION,73,1,65,
ATHENS,0450004A,126,366,N,1286,TOTAL,250,14,213,
ATHENS,0450007A,127,371,N,996,POLLING PLACE,208,13,162,
ATHENS,0450007A,127,371,N,,VBM PORTION,61,9,48,
ATHENS,0450007A,127,371,N,996,TOTAL,269,22,210,
ATHENS,0450008A,128,371,N,582,POLLING PLACE,151,8,131,
ATHENS,0450008A,128,371,N,,VBM PORTION,37,2,30,
ATHENS,0450008A,128,371,N,582,TOTAL,188,10,161,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,44,39,
AVALON,0500001A,129,388,N,,VBM PORTION,56,33,18,
AVALON,0500001A,129,388,N,460,TOTAL,158,77,57,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,103,112,
AVALON,0500003A,130,388,N,,VBM PORTION,135,77,43,
AVALON,0500003A,130,388,N,1161,TOTAL,384,180,155,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,56,129,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,29,41,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,85,170,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,36,91,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,6,13,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,42,104,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,49,88,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,25,31,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,74,119,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,9,14,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,9,14,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,23,22,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,3,8,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,26,30,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,3,10,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,,1,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,3,11,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,67,70,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,13,37,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,80,107,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,26,53,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,6,4,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,32,57,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,36,72,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,10,24,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,46,96,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,41,52,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,12,9,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,53,61,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,16,40,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,10,8,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,26,48,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,4,4,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,2,1,
AZUSA,0550001A,142,133,N,108,TOTAL,13,6,5,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,,5,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,,5,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,65,82,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,9,9,
AZUSA,0550002A,143,129,N,763,TOTAL,170,74,91,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,64,127,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,13,22,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,77,149,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,49,132,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,18,30,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,67,162,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,58,122,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,8,40,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,66,162,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,23,35,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,4,12,
AZUSA,0550010B,147,129,N,518,TOTAL,83,27,47,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,5,17,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,5,17,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,53,39,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,42,25,
AZUSA,0550011A,148,129,N,627,TOTAL,181,95,64,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,26,53,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,4,13,
AZUSA,0550012A,149,129,N,599,TOTAL,102,30,66,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,28,53,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,14,28,
AZUSA,0550012E,150,129,N,738,TOTAL,132,42,81,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,45,81,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,15,31,
AZUSA,0550023B,151,128,N,915,TOTAL,184,60,112,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,32,48,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,8,11,
AZUSA,0550025B,152,129,N,488,TOTAL,107,40,59,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,49,79,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,30,31,
AZUSA,0550073A,153,129,N,830,TOTAL,209,79,110,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,69,94,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,29,28,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,98,122,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,23,48,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,8,14,
AZUSA,0550076A,155,128,N,561,TOTAL,104,31,62,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,48,117,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,14,37,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,62,154,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,100,82,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,80,70,
AZUSA,0550079A,157,128,N,940,TOTAL,369,180,152,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,93,109,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,36,36,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,129,145,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,55,52,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,31,21,
AZUSA,0550081A,159,129,N,569,TOTAL,171,86,73,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,53,103,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,42,24,
AZUSA,0550084B,160,129,N,868,TOTAL,257,95,127,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,82,90,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,33,32,
AZUSA,0550085A,161,129,N,922,TOTAL,256,115,122,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,96,80,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,33,28,
AZUSA,0550086A,162,130,N,759,TOTAL,252,129,108,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,28,117,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,6,27,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,34,144,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,23,102,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,17,34,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,40,136,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,44,135,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,9,14,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,53,149,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,27,115,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,9,30,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,36,145,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,34,109,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,11,42,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,45,151,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,35,107,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,10,26,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,45,133,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,23,85,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,13,32,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,36,117,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,33,106,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,17,26,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,50,132,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,37,114,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,34,37,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,71,151,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,46,108,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,15,63,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,61,171,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,37,105,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,18,47,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,55,152,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,23,39,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,9,16,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,32,55,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,54,128,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,14,35,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,68,163,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,54,109,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,19,28,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,73,137,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,19,66,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,12,22,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,31,88,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,48,115,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,29,38,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,77,153,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,26,65,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,11,18,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,37,83,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,37,118,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,13,19,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,50,137,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,26,122,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,8,47,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,34,169,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,28,72,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,3,44,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,31,116,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,20,72,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,5,30,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,25,102,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,17,51,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,7,20,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,24,71,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,,10,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,,10,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,23,75,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,4,24,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,27,99,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,34,114,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,6,32,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,40,146,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,47,102,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,21,31,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,68,133,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,38,106,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,7,32,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,45,138,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,46,116,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,9,28,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,55,144,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,28,131,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,4,18,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,32,149,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,21,84,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,7,18,
BASSETT,0670005A,191,131,N,746,TOTAL,141,28,102,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,40,113,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,7,32,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,47,145,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,18,77,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,7,19,
BASSETT,0670010A,193,131,N,709,TOTAL,132,25,96,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,42,118,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,9,31,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,51,149,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,24,72,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,10,13,
BASSETT,0670142A,195,131,N,593,TOTAL,127,34,85,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,45,113,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,10,25,
BASSETT,0670143A,196,131,N,977,TOTAL,206,55,138,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,41,117,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,7,29,
BASSETT,0670144A,197,131,N,947,TOTAL,206,48,146,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,33,97,
BELL,0700001A,198,347,N,,VBM PORTION,26,3,23,
BELL,0700001A,198,347,N,957,TOTAL,162,36,120,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,28,104,
BELL,0700002A,199,347,N,,VBM PORTION,17,6,11,
BELL,0700002A,199,347,N,967,TOTAL,171,34,115,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,25,91,
BELL,0700005A,200,347,N,,VBM PORTION,41,5,31,
BELL,0700005A,200,347,N,1135,TOTAL,163,30,122,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,23,128,
BELL,0700007B,201,347,N,,VBM PORTION,38,10,25,
BELL,0700007B,201,347,N,1146,TOTAL,203,33,153,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,32,135,
BELL,0700008A,202,347,N,,VBM PORTION,27,13,12,
BELL,0700008A,202,347,N,1081,TOTAL,206,45,147,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,31,114,
BELL,0700010A,203,347,N,,VBM PORTION,51,13,33,
BELL,0700010A,203,347,N,1170,TOTAL,203,44,147,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,45,127,
BELL,0700011A,204,347,N,,VBM PORTION,37,15,22,
BELL,0700011A,204,347,N,1142,TOTAL,238,60,149,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,30,116,
BELL,0700013A,205,347,N,,VBM PORTION,48,18,26,
BELL,0700013A,205,347,N,1002,TOTAL,208,48,142,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,22,111,
BELL,0700017A,206,347,N,,VBM PORTION,29,11,18,
BELL,0700017A,206,347,N,887,TOTAL,176,33,129,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,41,128,
BELL,0700018A,207,347,N,,VBM PORTION,17,5,12,
BELL,0700018A,207,347,N,1047,TOTAL,206,46,140,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,64,71,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,29,25,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,93,96,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,81,98,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,36,26,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,117,124,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,42,72,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,18,28,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,60,100,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,99,100,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,31,23,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,130,123,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,12,48,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,9,11,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,21,59,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,17,49,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,11,7,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,28,56,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,3,6,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,2,5,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,5,11,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,51,71,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,22,22,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,73,93,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,45,92,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,32,33,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,77,125,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,24,69,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,18,20,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,42,89,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,43,81,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,20,27,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,63,108,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,58,69,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,20,40,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,78,109,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,103,83,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,30,32,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,133,115,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,60,94,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,17,31,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,77,125,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,34,59,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,19,27,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,53,86,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,35,78,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,30,20,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,65,98,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,68,85,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,37,20,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,105,105,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,26,66,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,13,15,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,39,81,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,66,99,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,35,33,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,101,132,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,32,62,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,19,23,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,51,85,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,32,77,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,15,14,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,47,91,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,29,66,
