LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEFFREY PRANG,JOHN MORRIS,
GLENDALE,2550140A,977,103,N,1135,TOTAL,241,93,74,
GLENDALE,2550142A,978,103,N,821,POLLING PLACE,117,51,34,
GLENDALE,2550142A,978,103,N,,VBM PORTION,77,25,23,
GLENDALE,2550142A,978,103,N,821,TOTAL,194,76,57,
GLENDALE,2550143A,979,103,N,874,POLLING PLACE,187,74,77,
GLENDALE,2550143A,979,103,N,,VBM PORTION,64,28,20,
GLENDALE,2550143A,979,103,N,874,TOTAL,251,102,97,
GLENDALE,2550149A,980,103,N,744,POLLING PLACE,195,64,79,
GLENDALE,2550149A,980,103,N,,VBM PORTION,92,38,30,
GLENDALE,2550149A,980,103,N,744,TOTAL,287,102,109,
GLENDALE,2550150A,981,103,N,885,POLLING PLACE,167,50,66,
GLENDALE,2550150A,981,103,N,,VBM PORTION,103,37,30,
GLENDALE,2550150A,981,103,N,885,TOTAL,270,87,96,
GLENDALE,2550151A,982,103,N,1167,POLLING PLACE,336,102,147,
GLENDALE,2550151A,982,103,N,,VBM PORTION,128,34,44,
GLENDALE,2550151A,982,103,N,1167,TOTAL,464,136,191,
GLENDALE,2550178A,983,103,N,1062,POLLING PLACE,254,78,106,
GLENDALE,2550178A,983,103,N,,VBM PORTION,144,52,47,
GLENDALE,2550178A,983,103,N,1062,TOTAL,398,130,153,
GLENDALE,2550190A,984,103,N,1229,POLLING PLACE,132,46,54,
GLENDALE,2550190A,984,103,N,,VBM PORTION,91,40,21,
GLENDALE,2550190A,984,103,N,1229,TOTAL,223,86,75,
GLENDALE,2550192A,985,103,N,1078,POLLING PLACE,190,59,92,
GLENDALE,2550192A,985,103,N,,VBM PORTION,141,50,48,
GLENDALE,2550192A,985,103,N,1078,TOTAL,331,109,140,
GLENDORA,2600001A,986,140,N,1050,POLLING PLACE,274,68,140,
GLENDORA,2600001A,986,140,N,,VBM PORTION,131,47,41,
GLENDORA,2600001A,986,140,N,1050,TOTAL,405,115,181,
GLENDORA,2600002A,987,140,N,1206,POLLING PLACE,258,72,125,
GLENDORA,2600002A,987,140,N,,VBM PORTION,104,30,39,
GLENDORA,2600002A,987,140,N,1206,TOTAL,362,102,164,
GLENDORA,2600008A,988,140,N,1279,POLLING PLACE,302,92,134,
GLENDORA,2600008A,988,140,N,,VBM PORTION,188,65,69,
GLENDORA,2600008A,988,140,N,1279,TOTAL,490,157,203,
GLENDORA,2600009A,989,140,N,1149,POLLING PLACE,320,85,152,
GLENDORA,2600009A,989,140,N,,VBM PORTION,137,38,55,
GLENDORA,2600009A,989,140,N,1149,TOTAL,457,123,207,
GLENDORA,2600010A,990,140,N,1178,POLLING PLACE,335,100,164,
GLENDORA,2600010A,990,140,N,,VBM PORTION,133,46,48,
GLENDORA,2600010A,990,140,N,1178,TOTAL,468,146,212,
GLENDORA,2600011A,991,140,N,1095,POLLING PLACE,183,50,91,
GLENDORA,2600011A,991,140,N,,VBM PORTION,88,29,28,
GLENDORA,2600011A,991,140,N,1095,TOTAL,271,79,119,
GLENDORA,2600016A,992,140,N,943,POLLING PLACE,202,63,104,
GLENDORA,2600016A,992,140,N,,VBM PORTION,90,28,29,
GLENDORA,2600016A,992,140,N,943,TOTAL,292,91,133,
GLENDORA,2600018B,993,140,N,775,POLLING PLACE,161,53,56,
GLENDORA,2600018B,993,140,N,,VBM PORTION,108,19,59,
GLENDORA,2600018B,993,140,N,775,TOTAL,269,72,115,
GLENDORA,2600019A,994,140,N,659,POLLING PLACE,159,44,69,
GLENDORA,2600019A,994,140,N,,VBM PORTION,79,23,36,
GLENDORA,2600019A,994,140,N,659,TOTAL,238,67,105,
GLENDORA,2600022A,995,140,N,1199,POLLING PLACE,218,66,90,
GLENDORA,2600022A,995,140,N,,VBM PORTION,61,16,26,
GLENDORA,2600022A,995,140,N,1199,TOTAL,279,82,116,
GLENDORA,2600023A,996,140,N,630,POLLING PLACE,146,43,60,
GLENDORA,2600023A,996,140,N,,VBM PORTION,55,15,20,
GLENDORA,2600023A,996,140,N,630,TOTAL,201,58,80,
GLENDORA,2600025B,997,143,N,1063,POLLING PLACE,237,86,114,
GLENDORA,2600025B,997,143,N,,VBM PORTION,70,25,24,
GLENDORA,2600025B,997,143,N,1063,TOTAL,307,111,138,
GLENDORA,2600026A,998,143,N,809,POLLING PLACE,193,66,78,
GLENDORA,2600026A,998,143,N,,VBM PORTION,73,30,24,
GLENDORA,2600026A,998,143,N,809,TOTAL,266,96,102,
GLENDORA,2600027A,999,143,N,817,POLLING PLACE,154,55,58,
GLENDORA,2600027A,999,143,N,,VBM PORTION,56,21,16,
GLENDORA,2600027A,999,143,N,817,TOTAL,210,76,74,
GLENDORA,2600028A,1000,143,N,943,POLLING PLACE,192,60,99,
GLENDORA,2600028A,1000,143,N,,VBM PORTION,74,27,29,
GLENDORA,2600028A,1000,143,N,943,TOTAL,266,87,128,
GLENDORA,2600034A,1001,142,N,312,POLLING PLACE,54,19,24,
GLENDORA,2600034A,1001,142,N,,VBM PORTION,22,8,7,
GLENDORA,2600034A,1001,142,N,312,TOTAL,76,27,31,
GLENDORA,2600040A,1002,143,N,837,POLLING PLACE,208,58,94,
GLENDORA,2600040A,1002,143,N,,VBM PORTION,76,36,23,
GLENDORA,2600040A,1002,143,N,837,TOTAL,284,94,117,
GLENDORA,2600058A,1003,140,N,1254,POLLING PLACE,286,82,139,
GLENDORA,2600058A,1003,140,N,,VBM PORTION,113,32,29,
GLENDORA,2600058A,1003,140,N,1254,TOTAL,399,114,168,
GLENDORA,2600059A,1004,140,N,956,POLLING PLACE,221,64,121,
GLENDORA,2600059A,1004,140,N,,VBM PORTION,82,32,29,
GLENDORA,2600059A,1004,140,N,956,TOTAL,303,96,150,
GLENDORA,2600061A,1005,143,N,975,POLLING PLACE,186,77,78,
GLENDORA,2600061A,1005,143,N,,VBM PORTION,95,33,37,
GLENDORA,2600061A,1005,143,N,975,TOTAL,281,110,115,
GLENDORA,2600062A,1006,140,N,1237,POLLING PLACE,288,67,135,
GLENDORA,2600062A,1006,140,N,,VBM PORTION,163,41,57,
GLENDORA,2600062A,1006,140,N,1237,TOTAL,451,108,192,
GLENDORA,2600063A,1007,140,N,1184,POLLING PLACE,285,66,139,
GLENDORA,2600063A,1007,140,N,,VBM PORTION,148,42,54,
GLENDORA,2600063A,1007,140,N,1184,TOTAL,433,108,193,
GLENDORA,2600064A,1008,140,N,1243,POLLING PLACE,291,80,140,
GLENDORA,2600064A,1008,140,N,,VBM PORTION,114,38,38,
GLENDORA,2600064A,1008,140,N,1243,TOTAL,405,118,178,
GLENDORA,2600067A,1009,143,N,1010,POLLING PLACE,174,69,71,
GLENDORA,2600067A,1009,143,N,,VBM PORTION,78,43,19,
GLENDORA,2600067A,1009,143,N,1010,TOTAL,252,112,90,
GLENDORA,2600096A,1010,140,N,522,POLLING PLACE,75,25,34,
GLENDORA,2600096A,1010,140,N,,VBM PORTION,33,10,16,
GLENDORA,2600096A,1010,140,N,522,TOTAL,108,35,50,
GLENDORA,2600096B,1011,140,N,821,POLLING PLACE,169,48,83,
GLENDORA,2600096B,1011,140,N,,VBM PORTION,85,32,30,
GLENDORA,2600096B,1011,140,N,821,TOTAL,254,80,113,
GLENDORA,2600097A,1012,142,N,913,POLLING PLACE,158,70,58,
GLENDORA,2600097A,1012,142,N,,VBM PORTION,65,22,21,
GLENDORA,2600097A,1012,142,N,913,TOTAL,223,92,79,
GLENDORA,2600097E,1013,143,N,292,POLLING PLACE,58,29,19,
GLENDORA,2600097E,1013,143,N,,VBM PORTION,20,11,4,
GLENDORA,2600097E,1013,143,N,292,TOTAL,78,40,23,
GLENDORA,2600098A,1014,140,N,702,POLLING PLACE,110,30,53,
GLENDORA,2600098A,1014,140,N,,VBM PORTION,87,28,34,
GLENDORA,2600098A,1014,140,N,702,TOTAL,197,58,87,
GLENDORA,2600104A,1015,140,N,1181,POLLING PLACE,278,72,140,
GLENDORA,2600104A,1015,140,N,,VBM PORTION,148,47,56,
GLENDORA,2600104A,1015,140,N,1181,TOTAL,426,119,196,
GLENDORA,2600104B,6090,139,Y,,POLLING PLACE,,,,
GLENDORA,2600104B,6090,139,Y,,VBM PORTION,,,,
GLENDORA,2600104B,6090,139,Y,,TOTAL,,,,
GLENDORA,2600106A,1016,140,N,1167,POLLING PLACE,205,75,92,
GLENDORA,2600106A,1016,140,N,,VBM PORTION,107,37,39,
GLENDORA,2600106A,1016,140,N,1167,TOTAL,312,112,131,
GLENDORA,2600108A,1017,140,N,797,POLLING PLACE,180,53,90,
GLENDORA,2600108A,1017,140,N,,VBM PORTION,53,18,24,
GLENDORA,2600108A,1017,140,N,797,TOTAL,233,71,114,
GORMAN,2610001A,6091,15,Y,49,POLLING PLACE,,,,
GORMAN,2610001A,6091,15,Y,,VBM PORTION,10,,5,
GORMAN,2610001A,6091,15,Y,49,TOTAL,10,,5,
GORMAN,2610017B,6092,23,Y,4,POLLING PLACE,,,,
GORMAN,2610017B,6092,23,Y,,VBM PORTION,,,,
GORMAN,2610017B,6092,23,Y,4,TOTAL,,,,
GREEN VALLEY,2620001A,1018,13,N,596,POLLING PLACE,173,64,67,
GREEN VALLEY,2620001A,1018,13,N,,VBM PORTION,62,19,25,
GREEN VALLEY,2620001A,1018,13,N,596,TOTAL,235,83,92,
HACIENDA HEIGHTS,2630010A,1019,265,N,173,POLLING PLACE,14,6,4,
HACIENDA HEIGHTS,2630010A,1019,265,N,,VBM PORTION,18,8,4,
HACIENDA HEIGHTS,2630010A,1019,265,N,173,TOTAL,32,14,8,
HACIENDA HEIGHTS,2630016A,1020,266,N,1212,POLLING PLACE,220,76,87,
HACIENDA HEIGHTS,2630016A,1020,266,N,,VBM PORTION,125,50,37,
HACIENDA HEIGHTS,2630016A,1020,266,N,1212,TOTAL,345,126,124,
HACIENDA HEIGHTS,2630018A,1021,266,N,1348,POLLING PLACE,199,87,81,
HACIENDA HEIGHTS,2630018A,1021,266,N,,VBM PORTION,140,63,45,
HACIENDA HEIGHTS,2630018A,1021,266,N,1348,TOTAL,339,150,126,
HACIENDA HEIGHTS,2630023A,1022,266,N,864,POLLING PLACE,108,38,49,
HACIENDA HEIGHTS,2630023A,1022,266,N,,VBM PORTION,38,23,6,
HACIENDA HEIGHTS,2630023A,1022,266,N,864,TOTAL,146,61,55,
HACIENDA HEIGHTS,2630026A,1023,266,N,517,POLLING PLACE,78,31,38,
HACIENDA HEIGHTS,2630026A,1023,266,N,,VBM PORTION,23,8,7,
HACIENDA HEIGHTS,2630026A,1023,266,N,517,TOTAL,101,39,45,
HACIENDA HEIGHTS,2630036A,1024,266,N,742,POLLING PLACE,150,50,75,
HACIENDA HEIGHTS,2630036A,1024,266,N,,VBM PORTION,53,22,18,
HACIENDA HEIGHTS,2630036A,1024,266,N,742,TOTAL,203,72,93,
HACIENDA HEIGHTS,2630049A,1025,266,N,1065,POLLING PLACE,169,61,73,
HACIENDA HEIGHTS,2630049A,1025,266,N,,VBM PORTION,107,43,27,
HACIENDA HEIGHTS,2630049A,1025,266,N,1065,TOTAL,276,104,100,
HACIENDA HEIGHTS,2630062A,1026,266,N,1047,POLLING PLACE,161,64,68,
HACIENDA HEIGHTS,2630062A,1026,266,N,,VBM PORTION,61,23,25,
HACIENDA HEIGHTS,2630062A,1026,266,N,1047,TOTAL,222,87,93,
HACIENDA HEIGHTS,2630064A,1027,266,N,956,POLLING PLACE,151,64,57,
HACIENDA HEIGHTS,2630064A,1027,266,N,,VBM PORTION,66,21,24,
HACIENDA HEIGHTS,2630064A,1027,266,N,956,TOTAL,217,85,81,
HACIENDA HEIGHTS,2630066A,1028,266,N,1079,POLLING PLACE,201,82,87,
HACIENDA HEIGHTS,2630066A,1028,266,N,,VBM PORTION,95,30,33,
HACIENDA HEIGHTS,2630066A,1028,266,N,1079,TOTAL,296,112,120,
HACIENDA HEIGHTS,2630066B,1029,266,N,971,POLLING PLACE,157,59,67,
HACIENDA HEIGHTS,2630066B,1029,266,N,,VBM PORTION,56,16,31,
HACIENDA HEIGHTS,2630066B,1029,266,N,971,TOTAL,213,75,98,
HACIENDA HEIGHTS,2630081A,1030,266,N,756,POLLING PLACE,148,53,64,
HACIENDA HEIGHTS,2630081A,1030,266,N,,VBM PORTION,86,37,25,
HACIENDA HEIGHTS,2630081A,1030,266,N,756,TOTAL,234,90,89,
HACIENDA HEIGHTS,2630083A,1031,266,N,1083,POLLING PLACE,195,89,73,
HACIENDA HEIGHTS,2630083A,1031,266,N,,VBM PORTION,128,54,30,
HACIENDA HEIGHTS,2630083A,1031,266,N,1083,TOTAL,323,143,103,
HACIENDA HEIGHTS,2630093A,1032,266,N,886,POLLING PLACE,149,53,62,
HACIENDA HEIGHTS,2630093A,1032,266,N,,VBM PORTION,69,34,15,
HACIENDA HEIGHTS,2630093A,1032,266,N,886,TOTAL,218,87,77,
HACIENDA HEIGHTS,2630097A,1033,266,N,837,POLLING PLACE,153,66,67,
HACIENDA HEIGHTS,2630097A,1033,266,N,,VBM PORTION,45,13,20,
HACIENDA HEIGHTS,2630097A,1033,266,N,837,TOTAL,198,79,87,
HACIENDA HEIGHTS,2630142A,1034,266,N,1006,POLLING PLACE,122,49,39,
HACIENDA HEIGHTS,2630142A,1034,266,N,,VBM PORTION,163,53,50,
HACIENDA HEIGHTS,2630142A,1034,266,N,1006,TOTAL,285,102,89,
HACIENDA HEIGHTS,2630158C,1035,266,N,1096,POLLING PLACE,206,76,62,
HACIENDA HEIGHTS,2630158C,1035,266,N,,VBM PORTION,132,55,41,
HACIENDA HEIGHTS,2630158C,1035,266,N,1096,TOTAL,338,131,103,
HACIENDA HEIGHTS,2630172A,1036,266,N,1305,POLLING PLACE,182,73,68,
HACIENDA HEIGHTS,2630172A,1036,266,N,,VBM PORTION,140,48,43,
HACIENDA HEIGHTS,2630172A,1036,266,N,1305,TOTAL,322,121,111,
HACIENDA HEIGHTS,2630177A,1037,266,N,703,POLLING PLACE,108,41,39,
HACIENDA HEIGHTS,2630177A,1037,266,N,,VBM PORTION,92,41,23,
HACIENDA HEIGHTS,2630177A,1037,266,N,703,TOTAL,200,82,62,
HACIENDA HEIGHTS,2630179A,1038,266,N,1088,POLLING PLACE,123,47,49,
HACIENDA HEIGHTS,2630179A,1038,266,N,,VBM PORTION,113,33,33,
HACIENDA HEIGHTS,2630179A,1038,266,N,1088,TOTAL,236,80,82,
HACIENDA HEIGHTS,2630190A,1039,266,N,1005,POLLING PLACE,182,72,74,
HACIENDA HEIGHTS,2630190A,1039,266,N,,VBM PORTION,95,35,28,
HACIENDA HEIGHTS,2630190A,1039,266,N,1005,TOTAL,277,107,102,
HACIENDA HEIGHTS,2630191B,1040,266,N,746,POLLING PLACE,100,38,44,
HACIENDA HEIGHTS,2630191B,1040,266,N,,VBM PORTION,48,13,12,
HACIENDA HEIGHTS,2630191B,1040,266,N,746,TOTAL,148,51,56,
HACIENDA HEIGHTS,2630192A,1041,266,N,941,POLLING PLACE,174,70,71,
HACIENDA HEIGHTS,2630192A,1041,266,N,,VBM PORTION,73,21,30,
HACIENDA HEIGHTS,2630192A,1041,266,N,941,TOTAL,247,91,101,
HACIENDA HEIGHTS,2630193C,1042,266,N,1167,POLLING PLACE,188,75,72,
HACIENDA HEIGHTS,2630193C,1042,266,N,,VBM PORTION,68,25,25,
HACIENDA HEIGHTS,2630193C,1042,266,N,1167,TOTAL,256,100,97,
HACIENDA HEIGHTS,2630195A,1043,266,N,1019,POLLING PLACE,239,93,96,
HACIENDA HEIGHTS,2630195A,1043,266,N,,VBM PORTION,81,29,35,
HACIENDA HEIGHTS,2630195A,1043,266,N,1019,TOTAL,320,122,131,
HACIENDA HEIGHTS,2630199A,1044,266,N,1151,POLLING PLACE,213,81,87,
HACIENDA HEIGHTS,2630199A,1044,266,N,,VBM PORTION,107,36,39,
HACIENDA HEIGHTS,2630199A,1044,266,N,1151,TOTAL,320,117,126,
HACIENDA HEIGHTS,2630202A,1045,266,N,1125,POLLING PLACE,206,92,78,
HACIENDA HEIGHTS,2630202A,1045,266,N,,VBM PORTION,116,46,39,
HACIENDA HEIGHTS,2630202A,1045,266,N,1125,TOTAL,322,138,117,
HACIENDA HEIGHTS,2630205A,1046,266,N,1214,POLLING PLACE,177,74,58,
HACIENDA HEIGHTS,2630205A,1046,266,N,,VBM PORTION,151,66,34,
HACIENDA HEIGHTS,2630205A,1046,266,N,1214,TOTAL,328,140,92,
HACIENDA HEIGHTS,2630206A,1047,266,N,969,POLLING PLACE,132,58,58,
HACIENDA HEIGHTS,2630206A,1047,266,N,,VBM PORTION,69,30,26,
HACIENDA HEIGHTS,2630206A,1047,266,N,969,TOTAL,201,88,84,
HAWAIIAN GARDENS,2650001A,1048,341,N,1132,POLLING PLACE,149,55,62,
HAWAIIAN GARDENS,2650001A,1048,341,N,,VBM PORTION,99,37,35,
HAWAIIAN GARDENS,2650001A,1048,341,N,1132,TOTAL,248,92,97,
HAWAIIAN GARDENS,2650004A,1049,341,N,1236,POLLING PLACE,174,75,65,
HAWAIIAN GARDENS,2650004A,1049,341,N,,VBM PORTION,80,23,38,
HAWAIIAN GARDENS,2650004A,1049,341,N,1236,TOTAL,254,98,103,
HAWAIIAN GARDENS,2650005A,1050,341,N,1177,POLLING PLACE,182,66,79,
HAWAIIAN GARDENS,2650005A,1050,341,N,,VBM PORTION,51,11,24,
HAWAIIAN GARDENS,2650005A,1050,341,N,1177,TOTAL,233,77,103,
HAWAIIAN GARDENS,2650006A,1051,341,N,891,POLLING PLACE,99,42,31,
HAWAIIAN GARDENS,2650006A,1051,341,N,,VBM PORTION,30,17,9,
HAWAIIAN GARDENS,2650006A,1051,341,N,891,TOTAL,129,59,40,
HAWAIIAN GARDENS,2650006B,6093,342,Y,,POLLING PLACE,,,,
HAWAIIAN GARDENS,2650006B,6093,342,Y,,VBM PORTION,,,,
HAWAIIAN GARDENS,2650006B,6093,342,Y,,TOTAL,,,,
HAWTHORNE,2700001A,1052,336,N,975,POLLING PLACE,138,67,55,
HAWTHORNE,2700001A,1052,336,N,,VBM PORTION,25,9,7,
HAWTHORNE,2700001A,1052,336,N,975,TOTAL,163,76,62,
HAWTHORNE,2700001C,6094,337,Y,56,POLLING PLACE,,,,
HAWTHORNE,2700001C,6094,337,Y,,VBM PORTION,1,,1,
HAWTHORNE,2700001C,6094,337,Y,56,TOTAL,1,,1,
HAWTHORNE,2700003A,1053,336,N,1050,POLLING PLACE,192,72,87,
HAWTHORNE,2700003A,1053,336,N,,VBM PORTION,39,14,16,
HAWTHORNE,2700003A,1053,336,N,1050,TOTAL,231,86,103,
HAWTHORNE,2700004A,1054,336,N,1070,POLLING PLACE,141,67,49,
HAWTHORNE,2700004A,1054,336,N,,VBM PORTION,61,18,25,
HAWTHORNE,2700004A,1054,336,N,1070,TOTAL,202,85,74,
HAWTHORNE,2700007A,1055,336,N,703,POLLING PLACE,139,46,70,
HAWTHORNE,2700007A,1055,336,N,,VBM PORTION,74,25,26,
HAWTHORNE,2700007A,1055,336,N,703,TOTAL,213,71,96,
HAWTHORNE,2700007C,6095,335,Y,16,POLLING PLACE,,,,
HAWTHORNE,2700007C,6095,335,Y,,VBM PORTION,,,,
HAWTHORNE,2700007C,6095,335,Y,16,TOTAL,,,,
HAWTHORNE,2700009A,1056,336,N,866,POLLING PLACE,133,54,60,
HAWTHORNE,2700009A,1056,336,N,,VBM PORTION,34,13,17,
HAWTHORNE,2700009A,1056,336,N,866,TOTAL,167,67,77,
HAWTHORNE,2700010A,1057,336,N,968,POLLING PLACE,167,81,58,
HAWTHORNE,2700010A,1057,336,N,,VBM PORTION,71,33,25,
HAWTHORNE,2700010A,1057,336,N,968,TOTAL,238,114,83,
HAWTHORNE,2700011A,6096,338,Y,271,POLLING PLACE,,,,
HAWTHORNE,2700011A,6096,338,Y,,VBM PORTION,76,22,33,
HAWTHORNE,2700011A,6096,338,Y,271,TOTAL,76,22,33,
HAWTHORNE,2700013A,1058,336,N,1027,POLLING PLACE,130,70,34,
HAWTHORNE,2700013A,1058,336,N,,VBM PORTION,50,15,22,
HAWTHORNE,2700013A,1058,336,N,1027,TOTAL,180,85,56,
HAWTHORNE,2700014A,1059,336,N,1097,POLLING PLACE,117,45,54,
HAWTHORNE,2700014A,1059,336,N,,VBM PORTION,39,14,16,
HAWTHORNE,2700014A,1059,336,N,1097,TOTAL,156,59,70,
HAWTHORNE,2700015A,1060,336,N,919,POLLING PLACE,93,53,27,
HAWTHORNE,2700015A,1060,336,N,,VBM PORTION,41,20,15,
HAWTHORNE,2700015A,1060,336,N,919,TOTAL,134,73,42,
HAWTHORNE,2700016A,1061,336,N,888,POLLING PLACE,101,33,49,
HAWTHORNE,2700016A,1061,336,N,,VBM PORTION,23,8,7,
HAWTHORNE,2700016A,1061,336,N,888,TOTAL,124,41,56,
HAWTHORNE,2700017A,1062,336,N,1056,POLLING PLACE,181,70,87,
HAWTHORNE,2700017A,1062,336,N,,VBM PORTION,30,16,11,
HAWTHORNE,2700017A,1062,336,N,1056,TOTAL,211,86,98,
HAWTHORNE,2700019A,1063,336,N,1064,POLLING PLACE,150,54,67,
HAWTHORNE,2700019A,1063,336,N,,VBM PORTION,45,19,16,
HAWTHORNE,2700019A,1063,336,N,1064,TOTAL,195,73,83,
HAWTHORNE,2700020A,1064,336,N,1131,POLLING PLACE,197,91,77,
HAWTHORNE,2700020A,1064,336,N,,VBM PORTION,41,17,16,
HAWTHORNE,2700020A,1064,336,N,1131,TOTAL,238,108,93,
HAWTHORNE,2700021A,1065,336,N,1167,POLLING PLACE,142,70,39,
HAWTHORNE,2700021A,1065,336,N,,VBM PORTION,39,11,22,
HAWTHORNE,2700021A,1065,336,N,1167,TOTAL,181,81,61,
HAWTHORNE,2700022A,1066,336,N,1003,POLLING PLACE,120,51,52,
HAWTHORNE,2700022A,1066,336,N,,VBM PORTION,53,18,21,
HAWTHORNE,2700022A,1066,336,N,1003,TOTAL,173,69,73,
HAWTHORNE,2700023A,1067,336,N,1071,POLLING PLACE,189,71,81,
HAWTHORNE,2700023A,1067,336,N,,VBM PORTION,53,21,22,
HAWTHORNE,2700023A,1067,336,N,1071,TOTAL,242,92,103,
HAWTHORNE,2700025C,1068,336,N,1146,POLLING PLACE,170,75,72,
HAWTHORNE,2700025C,1068,336,N,,VBM PORTION,93,20,48,
HAWTHORNE,2700025C,1068,336,N,1146,TOTAL,263,95,120,
HAWTHORNE,2700028A,1069,336,N,1156,POLLING PLACE,149,80,44,
HAWTHORNE,2700028A,1069,336,N,,VBM PORTION,59,28,20,
HAWTHORNE,2700028A,1069,336,N,1156,TOTAL,208,108,64,
HAWTHORNE,2700029A,1070,336,N,1059,POLLING PLACE,143,61,62,
HAWTHORNE,2700029A,1070,336,N,,VBM PORTION,46,7,30,
HAWTHORNE,2700029A,1070,336,N,1059,TOTAL,189,68,92,
HAWTHORNE,2700039B,1071,336,N,1160,POLLING PLACE,295,93,111,
HAWTHORNE,2700039B,1071,336,N,,VBM PORTION,125,35,54,
HAWTHORNE,2700039B,1071,336,N,1160,TOTAL,420,128,165,
HAWTHORNE,2700041A,1072,336,N,1218,POLLING PLACE,285,88,124,
HAWTHORNE,2700041A,1072,336,N,,VBM PORTION,128,38,48,
HAWTHORNE,2700041A,1072,336,N,1218,TOTAL,413,126,172,
HAWTHORNE,2700043A,1073,336,N,1139,POLLING PLACE,145,59,63,
HAWTHORNE,2700043A,1073,336,N,,VBM PORTION,39,11,18,
HAWTHORNE,2700043A,1073,336,N,1139,TOTAL,184,70,81,
HAWTHORNE,2700051A,1074,336,N,1071,POLLING PLACE,155,77,50,
HAWTHORNE,2700051A,1074,336,N,,VBM PORTION,33,15,9,
HAWTHORNE,2700051A,1074,336,N,1071,TOTAL,188,92,59,
HAWTHORNE,2700051B,6097,337,Y,56,POLLING PLACE,,,,
HAWTHORNE,2700051B,6097,337,Y,,VBM PORTION,5,,4,
HAWTHORNE,2700051B,6097,337,Y,56,TOTAL,5,,4,
HAWTHORNE,2700090A,1075,336,N,949,POLLING PLACE,182,106,55,
HAWTHORNE,2700090A,1075,336,N,,VBM PORTION,43,14,20,
HAWTHORNE,2700090A,1075,336,N,949,TOTAL,225,120,75,
HAWTHORNE,2700091A,1076,336,N,921,POLLING PLACE,173,68,64,
HAWTHORNE,2700091A,1076,336,N,,VBM PORTION,18,4,11,
HAWTHORNE,2700091A,1076,336,N,921,TOTAL,191,72,75,
HAWTHORNE,2700092A,1077,337,N,1088,POLLING PLACE,250,164,55,
HAWTHORNE,2700092A,1077,337,N,,VBM PORTION,90,43,33,
HAWTHORNE,2700092A,1077,337,N,1088,TOTAL,340,207,88,
HAWTHORNE,2700094A,1078,337,N,992,POLLING PLACE,295,199,64,
HAWTHORNE,2700094A,1078,337,N,,VBM PORTION,84,43,29,
HAWTHORNE,2700094A,1078,337,N,992,TOTAL,379,242,93,
HAWTHORNE,2700101A,1079,336,N,809,POLLING PLACE,140,48,58,
HAWTHORNE,2700101A,1079,336,N,,VBM PORTION,34,7,17,
HAWTHORNE,2700101A,1079,336,N,809,TOTAL,174,55,75,
HAWTHORNE,2700103B,1080,336,N,1147,POLLING PLACE,216,85,96,
HAWTHORNE,2700103B,1080,336,N,,VBM PORTION,53,20,26,
HAWTHORNE,2700103B,1080,336,N,1147,TOTAL,269,105,122,
HAWTHORNE,2700105A,1081,336,N,1040,POLLING PLACE,144,83,46,
HAWTHORNE,2700105A,1081,336,N,,VBM PORTION,33,16,8,
HAWTHORNE,2700105A,1081,336,N,1040,TOTAL,177,99,54,
HAWTHORNE,2700106A,1082,336,N,1066,POLLING PLACE,134,67,43,
HAWTHORNE,2700106A,1082,336,N,,VBM PORTION,31,12,16,
HAWTHORNE,2700106A,1082,336,N,1066,TOTAL,165,79,59,
HAWTHORNE,2700109A,1083,336,N,945,POLLING PLACE,155,59,68,
HAWTHORNE,2700109A,1083,336,N,,VBM PORTION,79,22,36,
HAWTHORNE,2700109A,1083,336,N,945,TOTAL,234,81,104,
HAWTHORNE,2700116A,1084,336,N,1021,POLLING PLACE,129,79,34,
HAWTHORNE,2700116A,1084,336,N,,VBM PORTION,24,14,7,
HAWTHORNE,2700116A,1084,336,N,1021,TOTAL,153,93,41,
HERMOSA BEACH,2750001A,1085,376,N,1068,POLLING PLACE,290,77,109,
HERMOSA BEACH,2750001A,1085,376,N,,VBM PORTION,159,61,50,
HERMOSA BEACH,2750001A,1085,376,N,1068,TOTAL,449,138,159,
HERMOSA BEACH,2750003A,1086,376,N,901,POLLING PLACE,311,94,122,
HERMOSA BEACH,2750003A,1086,376,N,,VBM PORTION,101,26,22,
HERMOSA BEACH,2750003A,1086,376,N,901,TOTAL,412,120,144,
HERMOSA BEACH,2750003B,1087,376,N,1013,POLLING PLACE,281,109,93,
HERMOSA BEACH,2750003B,1087,376,N,,VBM PORTION,150,44,35,
HERMOSA BEACH,2750003B,1087,376,N,1013,TOTAL,431,153,128,
HERMOSA BEACH,2750004A,1088,376,N,923,POLLING PLACE,211,77,66,
HERMOSA BEACH,2750004A,1088,376,N,,VBM PORTION,90,23,27,
HERMOSA BEACH,2750004A,1088,376,N,923,TOTAL,301,100,93,
HERMOSA BEACH,2750008A,1089,376,N,859,POLLING PLACE,188,55,76,
HERMOSA BEACH,2750008A,1089,376,N,,VBM PORTION,89,30,31,
HERMOSA BEACH,2750008A,1089,376,N,859,TOTAL,277,85,107,
HERMOSA BEACH,2750011A,1090,376,N,1041,POLLING PLACE,236,66,84,
HERMOSA BEACH,2750011A,1090,376,N,,VBM PORTION,113,39,37,
HERMOSA BEACH,2750011A,1090,376,N,1041,TOTAL,349,105,121,
