LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACQUELINE H LEWIS,DAYAN MATHAI,
DOWNEY,1850002A,665,302,N,405,POLLING PLACE,36,10,16,
DOWNEY,1850002A,665,302,N,,VBM PORTION,10,3,3,
DOWNEY,1850002A,665,302,N,405,TOTAL,46,13,19,
DOWNEY,1850002C,666,302,N,578,POLLING PLACE,91,39,36,
DOWNEY,1850002C,666,302,N,,VBM PORTION,22,5,10,
DOWNEY,1850002C,666,302,N,578,TOTAL,113,44,46,
DOWNEY,1850006B,667,302,N,633,POLLING PLACE,73,27,36,
DOWNEY,1850006B,667,302,N,,VBM PORTION,15,5,6,
DOWNEY,1850006B,667,302,N,633,TOTAL,88,32,42,
DOWNEY,1850008A,668,299,N,925,POLLING PLACE,177,68,70,
DOWNEY,1850008A,668,299,N,,VBM PORTION,60,15,25,
DOWNEY,1850008A,668,299,N,925,TOTAL,237,83,95,
DOWNEY,1850009A,669,293,N,1013,POLLING PLACE,183,81,60,
DOWNEY,1850009A,669,293,N,,VBM PORTION,78,19,38,
DOWNEY,1850009A,669,293,N,1013,TOTAL,261,100,98,
DOWNEY,1850010A,670,293,N,589,POLLING PLACE,95,33,42,
DOWNEY,1850010A,670,293,N,,VBM PORTION,30,6,11,
DOWNEY,1850010A,670,293,N,589,TOTAL,125,39,53,
DOWNEY,1850011A,671,303,N,614,POLLING PLACE,88,36,38,
DOWNEY,1850011A,671,303,N,,VBM PORTION,25,6,14,
DOWNEY,1850011A,671,303,N,614,TOTAL,113,42,52,
DOWNEY,1850011B,672,302,N,593,POLLING PLACE,68,30,27,
DOWNEY,1850011B,672,302,N,,VBM PORTION,23,9,9,
DOWNEY,1850011B,672,302,N,593,TOTAL,91,39,36,
DOWNEY,1850012A,673,293,N,727,POLLING PLACE,130,47,67,
DOWNEY,1850012A,673,293,N,,VBM PORTION,30,9,14,
DOWNEY,1850012A,673,293,N,727,TOTAL,160,56,81,
DOWNEY,1850013A,674,293,N,961,POLLING PLACE,216,112,69,
DOWNEY,1850013A,674,293,N,,VBM PORTION,33,14,10,
DOWNEY,1850013A,674,293,N,961,TOTAL,249,126,79,
DOWNEY,1850015A,675,293,N,1044,POLLING PLACE,202,91,85,
DOWNEY,1850015A,675,293,N,,VBM PORTION,37,11,14,
DOWNEY,1850015A,675,293,N,1044,TOTAL,239,102,99,
DOWNEY,1850016A,676,296,N,1096,POLLING PLACE,315,114,139,
DOWNEY,1850016A,676,296,N,,VBM PORTION,52,18,21,
DOWNEY,1850016A,676,296,N,1096,TOTAL,367,132,160,
DOWNEY,1850017A,677,302,N,1204,POLLING PLACE,203,73,94,
DOWNEY,1850017A,677,302,N,,VBM PORTION,56,19,31,
DOWNEY,1850017A,677,302,N,1204,TOTAL,259,92,125,
DOWNEY,1850019A,678,302,N,712,POLLING PLACE,130,60,42,
DOWNEY,1850019A,678,302,N,,VBM PORTION,37,10,13,
DOWNEY,1850019A,678,302,N,712,TOTAL,167,70,55,
DOWNEY,1850021A,679,295,N,605,POLLING PLACE,84,41,29,
DOWNEY,1850021A,679,295,N,,VBM PORTION,42,12,19,
DOWNEY,1850021A,679,295,N,605,TOTAL,126,53,48,
DOWNEY,1850023A,680,296,N,1124,POLLING PLACE,176,74,65,
DOWNEY,1850023A,680,296,N,,VBM PORTION,56,13,28,
DOWNEY,1850023A,680,296,N,1124,TOTAL,232,87,93,
DOWNEY,1850024A,681,295,N,933,POLLING PLACE,196,78,91,
DOWNEY,1850024A,681,295,N,,VBM PORTION,69,18,36,
DOWNEY,1850024A,681,295,N,933,TOTAL,265,96,127,
DOWNEY,1850025A,682,296,N,800,POLLING PLACE,173,65,80,
DOWNEY,1850025A,682,296,N,,VBM PORTION,61,26,22,
DOWNEY,1850025A,682,296,N,800,TOTAL,234,91,102,
DOWNEY,1850027A,683,294,N,923,POLLING PLACE,125,54,54,
DOWNEY,1850027A,683,294,N,,VBM PORTION,34,22,9,
DOWNEY,1850027A,683,294,N,923,TOTAL,159,76,63,
DOWNEY,1850027B,684,290,N,475,POLLING PLACE,104,39,38,
DOWNEY,1850027B,684,290,N,,VBM PORTION,35,11,13,
DOWNEY,1850027B,684,290,N,475,TOTAL,139,50,51,
DOWNEY,1850028A,685,296,N,1140,POLLING PLACE,213,69,86,
DOWNEY,1850028A,685,296,N,,VBM PORTION,77,21,32,
DOWNEY,1850028A,685,296,N,1140,TOTAL,290,90,118,
DOWNEY,1850029B,686,291,N,731,POLLING PLACE,156,49,79,
DOWNEY,1850029B,686,291,N,,VBM PORTION,59,20,24,
DOWNEY,1850029B,686,291,N,731,TOTAL,215,69,103,
DOWNEY,1850030A,687,296,N,1182,POLLING PLACE,255,98,112,
DOWNEY,1850030A,687,296,N,,VBM PORTION,68,24,30,
DOWNEY,1850030A,687,296,N,1182,TOTAL,323,122,142,
DOWNEY,1850031A,688,295,N,742,POLLING PLACE,114,38,52,
DOWNEY,1850031A,688,295,N,,VBM PORTION,43,18,20,
DOWNEY,1850031A,688,295,N,742,TOTAL,157,56,72,
DOWNEY,1850032A,689,290,N,506,POLLING PLACE,92,36,35,
DOWNEY,1850032A,689,290,N,,VBM PORTION,44,13,19,
DOWNEY,1850032A,689,290,N,506,TOTAL,136,49,54,
DOWNEY,1850033A,690,296,N,925,POLLING PLACE,188,66,86,
DOWNEY,1850033A,690,296,N,,VBM PORTION,55,16,16,
DOWNEY,1850033A,690,296,N,925,TOTAL,243,82,102,
DOWNEY,1850034B,691,302,N,758,POLLING PLACE,116,47,48,
DOWNEY,1850034B,691,302,N,,VBM PORTION,37,15,13,
DOWNEY,1850034B,691,302,N,758,TOTAL,153,62,61,
DOWNEY,1850038A,692,296,N,1006,POLLING PLACE,187,72,87,
DOWNEY,1850038A,692,296,N,,VBM PORTION,63,12,35,
DOWNEY,1850038A,692,296,N,1006,TOTAL,250,84,122,
DOWNEY,1850040A,693,295,N,850,POLLING PLACE,175,71,78,
DOWNEY,1850040A,693,295,N,,VBM PORTION,45,6,27,
DOWNEY,1850040A,693,295,N,850,TOTAL,220,77,105,
DOWNEY,1850041A,694,303,N,1160,POLLING PLACE,232,99,85,
DOWNEY,1850041A,694,303,N,,VBM PORTION,55,12,30,
DOWNEY,1850041A,694,303,N,1160,TOTAL,287,111,115,
DOWNEY,1850043A,695,303,N,904,POLLING PLACE,175,62,80,
DOWNEY,1850043A,695,303,N,,VBM PORTION,71,25,22,
DOWNEY,1850043A,695,303,N,904,TOTAL,246,87,102,
DOWNEY,1850045A,696,303,N,529,POLLING PLACE,130,48,56,
DOWNEY,1850045A,696,303,N,,VBM PORTION,37,14,13,
DOWNEY,1850045A,696,303,N,529,TOTAL,167,62,69,
DOWNEY,1850046A,697,303,N,597,POLLING PLACE,124,52,47,
DOWNEY,1850046A,697,303,N,,VBM PORTION,36,14,16,
DOWNEY,1850046A,697,303,N,597,TOTAL,160,66,63,
DOWNEY,1850047A,698,303,N,903,POLLING PLACE,249,77,107,
DOWNEY,1850047A,698,303,N,,VBM PORTION,68,28,25,
DOWNEY,1850047A,698,303,N,903,TOTAL,317,105,132,
DOWNEY,1850048A,6066,304,Y,68,POLLING PLACE,,,,
DOWNEY,1850048A,6066,304,Y,,VBM PORTION,9,4,5,
DOWNEY,1850048A,6066,304,Y,68,TOTAL,9,4,5,
DOWNEY,1850050A,699,303,N,862,POLLING PLACE,215,77,90,
DOWNEY,1850050A,699,303,N,,VBM PORTION,51,13,26,
DOWNEY,1850050A,699,303,N,862,TOTAL,266,90,116,
DOWNEY,1850051B,700,303,N,816,POLLING PLACE,184,82,71,
DOWNEY,1850051B,700,303,N,,VBM PORTION,78,33,31,
DOWNEY,1850051B,700,303,N,816,TOTAL,262,115,102,
DOWNEY,1850055A,701,303,N,733,POLLING PLACE,177,45,91,
DOWNEY,1850055A,701,303,N,,VBM PORTION,58,12,30,
DOWNEY,1850055A,701,303,N,733,TOTAL,235,57,121,
DOWNEY,1850056C,702,303,N,1112,POLLING PLACE,162,68,74,
DOWNEY,1850056C,702,303,N,,VBM PORTION,41,15,17,
DOWNEY,1850056C,702,303,N,1112,TOTAL,203,83,91,
DOWNEY,1850057A,703,298,N,715,POLLING PLACE,78,31,35,
DOWNEY,1850057A,703,298,N,,VBM PORTION,25,13,8,
DOWNEY,1850057A,703,298,N,715,TOTAL,103,44,43,
DOWNEY,1850058A,704,303,N,772,POLLING PLACE,106,46,41,
DOWNEY,1850058A,704,303,N,,VBM PORTION,25,13,6,
DOWNEY,1850058A,704,303,N,772,TOTAL,131,59,47,
DOWNEY,1850059A,705,303,N,411,POLLING PLACE,92,30,35,
DOWNEY,1850059A,705,303,N,,VBM PORTION,11,3,3,
DOWNEY,1850059A,705,303,N,411,TOTAL,103,33,38,
DOWNEY,1850062A,706,303,N,985,POLLING PLACE,240,78,97,
DOWNEY,1850062A,706,303,N,,VBM PORTION,80,16,46,
DOWNEY,1850062A,706,303,N,985,TOTAL,320,94,143,
DOWNEY,1850063A,707,303,N,767,POLLING PLACE,120,47,55,
DOWNEY,1850063A,707,303,N,,VBM PORTION,45,17,17,
DOWNEY,1850063A,707,303,N,767,TOTAL,165,64,72,
DOWNEY,1850064A,708,298,N,775,POLLING PLACE,99,43,34,
DOWNEY,1850064A,708,298,N,,VBM PORTION,38,20,15,
DOWNEY,1850064A,708,298,N,775,TOTAL,137,63,49,
DOWNEY,1850065A,709,298,N,992,POLLING PLACE,203,79,87,
DOWNEY,1850065A,709,298,N,,VBM PORTION,58,27,21,
DOWNEY,1850065A,709,298,N,992,TOTAL,261,106,108,
DOWNEY,1850067A,710,298,N,770,POLLING PLACE,170,64,72,
DOWNEY,1850067A,710,298,N,,VBM PORTION,48,18,13,
DOWNEY,1850067A,710,298,N,770,TOTAL,218,82,85,
DOWNEY,1850071A,711,298,N,900,POLLING PLACE,206,59,89,
DOWNEY,1850071A,711,298,N,,VBM PORTION,63,23,22,
DOWNEY,1850071A,711,298,N,900,TOTAL,269,82,111,
DOWNEY,1850073A,712,298,N,819,POLLING PLACE,192,71,87,
DOWNEY,1850073A,712,298,N,,VBM PORTION,75,23,35,
DOWNEY,1850073A,712,298,N,819,TOTAL,267,94,122,
DOWNEY,1850074B,713,297,N,670,POLLING PLACE,153,55,71,
DOWNEY,1850074B,713,297,N,,VBM PORTION,40,16,18,
DOWNEY,1850074B,713,297,N,670,TOTAL,193,71,89,
DOWNEY,1850076A,714,298,N,1096,POLLING PLACE,239,79,93,
DOWNEY,1850076A,714,298,N,,VBM PORTION,74,23,32,
DOWNEY,1850076A,714,298,N,1096,TOTAL,313,102,125,
DOWNEY,1850079A,715,299,N,1044,POLLING PLACE,290,101,127,
DOWNEY,1850079A,715,299,N,,VBM PORTION,57,16,23,
DOWNEY,1850079A,715,299,N,1044,TOTAL,347,117,150,
DOWNEY,1850080A,716,299,N,875,POLLING PLACE,202,70,76,
DOWNEY,1850080A,716,299,N,,VBM PORTION,50,17,26,
DOWNEY,1850080A,716,299,N,875,TOTAL,252,87,102,
DOWNEY,1850081A,717,299,N,1173,POLLING PLACE,211,74,92,
DOWNEY,1850081A,717,299,N,,VBM PORTION,72,16,32,
DOWNEY,1850081A,717,299,N,1173,TOTAL,283,90,124,
DOWNEY,1850082B,718,299,N,537,POLLING PLACE,104,40,40,
DOWNEY,1850082B,718,299,N,,VBM PORTION,63,21,31,
DOWNEY,1850082B,718,299,N,537,TOTAL,167,61,71,
DOWNEY,1850083A,719,298,N,1037,POLLING PLACE,239,99,92,
DOWNEY,1850083A,719,298,N,,VBM PORTION,51,17,26,
DOWNEY,1850083A,719,298,N,1037,TOTAL,290,116,118,
DOWNEY,1850089A,720,303,N,847,POLLING PLACE,151,53,72,
DOWNEY,1850089A,720,303,N,,VBM PORTION,40,19,13,
DOWNEY,1850089A,720,303,N,847,TOTAL,191,72,85,
DOWNEY,1850094A,721,303,N,398,POLLING PLACE,85,25,42,
DOWNEY,1850094A,721,303,N,,VBM PORTION,16,4,10,
DOWNEY,1850094A,721,303,N,398,TOTAL,101,29,52,
DOWNEY,1850102A,722,298,N,1055,POLLING PLACE,264,89,127,
DOWNEY,1850102A,722,298,N,,VBM PORTION,59,21,15,
DOWNEY,1850102A,722,298,N,1055,TOTAL,323,110,142,
DOWNEY,1850138A,723,298,N,767,POLLING PLACE,152,41,78,
DOWNEY,1850138A,723,298,N,,VBM PORTION,45,13,17,
DOWNEY,1850138A,723,298,N,767,TOTAL,197,54,95,
DOWNEY,1850150A,724,303,N,645,POLLING PLACE,117,51,45,
DOWNEY,1850150A,724,303,N,,VBM PORTION,21,6,8,
DOWNEY,1850150A,724,303,N,645,TOTAL,138,57,53,
DOWNEY,1850151A,725,303,N,1036,POLLING PLACE,214,69,90,
DOWNEY,1850151A,725,303,N,,VBM PORTION,92,26,29,
DOWNEY,1850151A,725,303,N,1036,TOTAL,306,95,119,
DUARTE,1900001A,726,147,N,1347,POLLING PLACE,200,100,69,
DUARTE,1900001A,726,147,N,,VBM PORTION,61,25,27,
DUARTE,1900001A,726,147,N,1347,TOTAL,261,125,96,
DUARTE,1900002A,727,147,N,901,POLLING PLACE,177,73,56,
DUARTE,1900002A,727,147,N,,VBM PORTION,65,19,25,
DUARTE,1900002A,727,147,N,901,TOTAL,242,92,81,
DUARTE,1900004A,728,147,N,590,POLLING PLACE,86,34,40,
DUARTE,1900004A,728,147,N,,VBM PORTION,37,13,16,
DUARTE,1900004A,728,147,N,590,TOTAL,123,47,56,
DUARTE,1900005A,729,147,N,818,POLLING PLACE,120,54,44,
DUARTE,1900005A,729,147,N,,VBM PORTION,73,38,24,
DUARTE,1900005A,729,147,N,818,TOTAL,193,92,68,
DUARTE,1900006A,730,147,N,1137,POLLING PLACE,212,75,91,
DUARTE,1900006A,730,147,N,,VBM PORTION,148,57,49,
DUARTE,1900006A,730,147,N,1137,TOTAL,360,132,140,
DUARTE,1900007A,731,146,N,1319,POLLING PLACE,300,99,118,
DUARTE,1900007A,731,146,N,,VBM PORTION,144,42,49,
DUARTE,1900007A,731,146,N,1319,TOTAL,444,141,167,
DUARTE,1900008A,732,147,N,929,POLLING PLACE,159,62,64,
DUARTE,1900008A,732,147,N,,VBM PORTION,76,29,25,
DUARTE,1900008A,732,147,N,929,TOTAL,235,91,89,
DUARTE,1900009A,733,147,N,1253,POLLING PLACE,217,91,78,
DUARTE,1900009A,733,147,N,,VBM PORTION,108,34,47,
DUARTE,1900009A,733,147,N,1253,TOTAL,325,125,125,
DUARTE,1900012B,734,146,N,1233,POLLING PLACE,306,110,117,
DUARTE,1900012B,734,146,N,,VBM PORTION,117,50,39,
DUARTE,1900012B,734,146,N,1233,TOTAL,423,160,156,
DUARTE,1900012F,6067,145,Y,53,POLLING PLACE,,,,
DUARTE,1900012F,6067,145,Y,,VBM PORTION,13,9,1,
DUARTE,1900012F,6067,145,Y,53,TOTAL,13,9,1,
DUARTE,1900015B,735,147,N,767,POLLING PLACE,90,37,32,
DUARTE,1900015B,735,147,N,,VBM PORTION,74,26,33,
DUARTE,1900015B,735,147,N,767,TOTAL,164,63,65,
DUARTE,1900021C,736,147,N,895,POLLING PLACE,179,60,74,
DUARTE,1900021C,736,147,N,,VBM PORTION,94,42,27,
DUARTE,1900021C,736,147,N,895,TOTAL,273,102,101,
EAST ARCADIA,1940001A,737,137,N,952,POLLING PLACE,149,75,45,
EAST ARCADIA,1940001A,737,137,N,,VBM PORTION,17,5,8,
EAST ARCADIA,1940001A,737,137,N,952,TOTAL,166,80,53,
EAST ARCADIA,1940002A,738,137,N,945,POLLING PLACE,222,92,82,
EAST ARCADIA,1940002A,738,137,N,,VBM PORTION,70,34,30,
EAST ARCADIA,1940002A,738,137,N,945,TOTAL,292,126,112,
EAST ARCADIA,1940004A,739,137,N,428,POLLING PLACE,115,42,47,
EAST ARCADIA,1940004A,739,137,N,,VBM PORTION,38,10,17,
EAST ARCADIA,1940004A,739,137,N,428,TOTAL,153,52,64,
EAST ARCADIA,1940005A,740,169,N,997,POLLING PLACE,200,71,86,
EAST ARCADIA,1940005A,740,169,N,,VBM PORTION,96,28,36,
EAST ARCADIA,1940005A,740,169,N,997,TOTAL,296,99,122,
EAST ARCADIA,1940007A,741,165,N,519,POLLING PLACE,109,41,48,
EAST ARCADIA,1940007A,741,165,N,,VBM PORTION,32,11,13,
EAST ARCADIA,1940007A,741,165,N,519,TOTAL,141,52,61,
EAST ARCADIA,1940008A,742,137,N,832,POLLING PLACE,148,90,39,
EAST ARCADIA,1940008A,742,137,N,,VBM PORTION,28,15,7,
EAST ARCADIA,1940008A,742,137,N,832,TOTAL,176,105,46,
EAST ARCADIA,1940010A,743,157,N,1112,POLLING PLACE,259,82,109,
EAST ARCADIA,1940010A,743,157,N,,VBM PORTION,94,21,45,
EAST ARCADIA,1940010A,743,157,N,1112,TOTAL,353,103,154,
EAST ARCADIA,1940011A,744,137,N,967,POLLING PLACE,250,94,96,
EAST ARCADIA,1940011A,744,137,N,,VBM PORTION,78,24,40,
EAST ARCADIA,1940011A,744,137,N,967,TOTAL,328,118,136,
EAST ARCADIA,1940013A,745,157,N,863,POLLING PLACE,149,59,59,
EAST ARCADIA,1940013A,745,157,N,,VBM PORTION,101,35,43,
EAST ARCADIA,1940013A,745,157,N,863,TOTAL,250,94,102,
EAST COMPTON,1960001A,746,363,N,484,POLLING PLACE,46,23,14,
EAST COMPTON,1960001A,746,363,N,,VBM PORTION,13,4,8,
EAST COMPTON,1960001A,746,363,N,484,TOTAL,59,27,22,
EAST COMPTON,1960003A,747,363,N,1095,POLLING PLACE,146,82,53,
EAST COMPTON,1960003A,747,363,N,,VBM PORTION,26,14,9,
EAST COMPTON,1960003A,747,363,N,1095,TOTAL,172,96,62,
EAST COMPTON,1960006A,6068,365,Y,,POLLING PLACE,,,,
EAST COMPTON,1960006A,6068,365,Y,,VBM PORTION,,,,
EAST COMPTON,1960006A,6068,365,Y,,TOTAL,,,,
EAST COMPTON,1960007A,748,363,N,792,POLLING PLACE,132,79,33,
EAST COMPTON,1960007A,748,363,N,,VBM PORTION,23,12,11,
EAST COMPTON,1960007A,748,363,N,792,TOTAL,155,91,44,
EAST COMPTON,1960010A,749,363,N,679,POLLING PLACE,85,47,26,
EAST COMPTON,1960010A,749,363,N,,VBM PORTION,25,13,6,
EAST COMPTON,1960010A,749,363,N,679,TOTAL,110,60,32,
EAST COMPTON,1960011A,750,363,N,731,POLLING PLACE,104,70,24,
EAST COMPTON,1960011A,750,363,N,,VBM PORTION,22,6,12,
EAST COMPTON,1960011A,750,363,N,731,TOTAL,126,76,36,
EAST COMPTON,1960030A,6069,352,Y,,POLLING PLACE,,,,
EAST COMPTON,1960030A,6069,352,Y,,VBM PORTION,,,,
EAST COMPTON,1960030A,6069,352,Y,,TOTAL,,,,
EAST COMPTON,1960031A,6070,354,Y,,POLLING PLACE,,,,
EAST COMPTON,1960031A,6070,354,Y,,VBM PORTION,,,,
EAST COMPTON,1960031A,6070,354,Y,,TOTAL,,,,
EAST COMPTON,1960032A,751,363,N,1067,POLLING PLACE,187,114,49,
EAST COMPTON,1960032A,751,363,N,,VBM PORTION,22,10,5,
EAST COMPTON,1960032A,751,363,N,1067,TOTAL,209,124,54,
EAST LOS ANGELES,2000001A,752,201,N,833,POLLING PLACE,103,43,42,
EAST LOS ANGELES,2000001A,752,201,N,,VBM PORTION,38,14,12,
EAST LOS ANGELES,2000001A,752,201,N,833,TOTAL,141,57,54,
EAST LOS ANGELES,2000002A,753,201,N,1078,POLLING PLACE,186,80,81,
EAST LOS ANGELES,2000002A,753,201,N,,VBM PORTION,37,12,20,
EAST LOS ANGELES,2000002A,753,201,N,1078,TOTAL,223,92,101,
EAST LOS ANGELES,2000003A,754,201,N,1165,POLLING PLACE,183,77,67,
EAST LOS ANGELES,2000003A,754,201,N,,VBM PORTION,49,25,16,
EAST LOS ANGELES,2000003A,754,201,N,1165,TOTAL,232,102,83,
EAST LOS ANGELES,2000005A,755,201,N,860,POLLING PLACE,181,73,83,
EAST LOS ANGELES,2000005A,755,201,N,,VBM PORTION,17,6,11,
EAST LOS ANGELES,2000005A,755,201,N,860,TOTAL,198,79,94,
EAST LOS ANGELES,2000007A,756,201,N,438,POLLING PLACE,50,16,27,
EAST LOS ANGELES,2000007A,756,201,N,,VBM PORTION,15,4,8,
EAST LOS ANGELES,2000007A,756,201,N,438,TOTAL,65,20,35,
EAST LOS ANGELES,2000011A,757,201,N,1137,POLLING PLACE,168,77,66,
EAST LOS ANGELES,2000011A,757,201,N,,VBM PORTION,38,18,16,
EAST LOS ANGELES,2000011A,757,201,N,1137,TOTAL,206,95,82,
EAST LOS ANGELES,2000013A,758,201,N,843,POLLING PLACE,138,64,56,
EAST LOS ANGELES,2000013A,758,201,N,,VBM PORTION,22,17,4,
EAST LOS ANGELES,2000013A,758,201,N,843,TOTAL,160,81,60,
EAST LOS ANGELES,2000018C,759,201,N,1134,POLLING PLACE,198,76,96,
EAST LOS ANGELES,2000018C,759,201,N,,VBM PORTION,36,18,13,
EAST LOS ANGELES,2000018C,759,201,N,1134,TOTAL,234,94,109,
EAST LOS ANGELES,2000024A,760,201,N,861,POLLING PLACE,167,69,73,
EAST LOS ANGELES,2000024A,760,201,N,,VBM PORTION,16,5,4,
EAST LOS ANGELES,2000024A,760,201,N,861,TOTAL,183,74,77,
EAST LOS ANGELES,2000025A,761,201,N,1027,POLLING PLACE,143,74,51,
EAST LOS ANGELES,2000025A,761,201,N,,VBM PORTION,15,9,6,
EAST LOS ANGELES,2000025A,761,201,N,1027,TOTAL,158,83,57,
EAST LOS ANGELES,2000028A,762,201,N,1041,POLLING PLACE,159,66,68,
EAST LOS ANGELES,2000028A,762,201,N,,VBM PORTION,54,22,23,
EAST LOS ANGELES,2000028A,762,201,N,1041,TOTAL,213,88,91,
EAST LOS ANGELES,2000028B,763,201,N,1036,POLLING PLACE,167,72,75,
EAST LOS ANGELES,2000028B,763,201,N,,VBM PORTION,32,17,11,
EAST LOS ANGELES,2000028B,763,201,N,1036,TOTAL,199,89,86,
EAST LOS ANGELES,2000030A,764,201,N,746,POLLING PLACE,113,45,55,
EAST LOS ANGELES,2000030A,764,201,N,,VBM PORTION,45,17,25,
EAST LOS ANGELES,2000030A,764,201,N,746,TOTAL,158,62,80,
EAST LOS ANGELES,2000032A,765,201,N,978,POLLING PLACE,138,61,55,
EAST LOS ANGELES,2000032A,765,201,N,,VBM PORTION,30,10,11,
EAST LOS ANGELES,2000032A,765,201,N,978,TOTAL,168,71,66,
EAST LOS ANGELES,2000034B,766,201,N,737,POLLING PLACE,117,46,56,
EAST LOS ANGELES,2000034B,766,201,N,,VBM PORTION,34,21,7,
EAST LOS ANGELES,2000034B,766,201,N,737,TOTAL,151,67,63,
EAST LOS ANGELES,2000038B,767,201,N,873,POLLING PLACE,131,54,62,
EAST LOS ANGELES,2000038B,767,201,N,,VBM PORTION,15,9,6,
EAST LOS ANGELES,2000038B,767,201,N,873,TOTAL,146,63,68,
EAST LOS ANGELES,2000040A,768,201,N,966,POLLING PLACE,163,78,63,
EAST LOS ANGELES,2000040A,768,201,N,,VBM PORTION,12,3,4,
EAST LOS ANGELES,2000040A,768,201,N,966,TOTAL,175,81,67,
EAST LOS ANGELES,2000045A,769,201,N,901,POLLING PLACE,148,81,45,
EAST LOS ANGELES,2000045A,769,201,N,,VBM PORTION,31,10,10,
EAST LOS ANGELES,2000045A,769,201,N,901,TOTAL,179,91,55,
EAST LOS ANGELES,2000045B,770,201,N,1085,POLLING PLACE,163,66,72,
EAST LOS ANGELES,2000045B,770,201,N,,VBM PORTION,33,9,18,
EAST LOS ANGELES,2000045B,770,201,N,1085,TOTAL,196,75,90,
EAST LOS ANGELES,2000053A,771,201,N,1085,POLLING PLACE,153,58,67,
EAST LOS ANGELES,2000053A,771,201,N,,VBM PORTION,22,7,13,
EAST LOS ANGELES,2000053A,771,201,N,1085,TOTAL,175,65,80,
EAST LOS ANGELES,2000062A,772,201,N,729,POLLING PLACE,141,49,76,
EAST LOS ANGELES,2000062A,772,201,N,,VBM PORTION,51,18,22,
EAST LOS ANGELES,2000062A,772,201,N,729,TOTAL,192,67,98,
EAST LOS ANGELES,2000065A,773,201,N,818,POLLING PLACE,154,64,70,
EAST LOS ANGELES,2000065A,773,201,N,,VBM PORTION,34,10,16,
EAST LOS ANGELES,2000065A,773,201,N,818,TOTAL,188,74,86,
EAST LOS ANGELES,2000081A,774,201,N,1008,POLLING PLACE,192,75,89,
EAST LOS ANGELES,2000081A,774,201,N,,VBM PORTION,43,19,16,
EAST LOS ANGELES,2000081A,774,201,N,1008,TOTAL,235,94,105,
EAST LOS ANGELES,2000082A,775,201,N,984,POLLING PLACE,139,51,58,
EAST LOS ANGELES,2000082A,775,201,N,,VBM PORTION,47,24,14,
EAST LOS ANGELES,2000082A,775,201,N,984,TOTAL,186,75,72,
EAST LOS ANGELES,2000083A,776,201,N,1063,POLLING PLACE,173,78,78,
EAST LOS ANGELES,2000083A,776,201,N,,VBM PORTION,25,7,10,
EAST LOS ANGELES,2000083A,776,201,N,1063,TOTAL,198,85,88,
EAST LOS ANGELES,2000084A,777,201,N,975,POLLING PLACE,181,70,83,
EAST LOS ANGELES,2000084A,777,201,N,,VBM PORTION,29,8,15,
EAST LOS ANGELES,2000084A,777,201,N,975,TOTAL,210,78,98,
EAST LOS ANGELES,2000085A,778,201,N,1163,POLLING PLACE,190,80,93,
EAST LOS ANGELES,2000085A,778,201,N,,VBM PORTION,39,11,18,
EAST LOS ANGELES,2000085A,778,201,N,1163,TOTAL,229,91,111,
EAST LOS ANGELES,2000088A,779,201,N,885,POLLING PLACE,124,69,36,
EAST LOS ANGELES,2000088A,779,201,N,,VBM PORTION,39,17,20,
EAST LOS ANGELES,2000088A,779,201,N,885,TOTAL,163,86,56,
EAST PASADENA,2020001A,780,80,N,705,POLLING PLACE,149,51,48,
EAST PASADENA,2020001A,780,80,N,,VBM PORTION,70,28,20,
EAST PASADENA,2020001A,780,80,N,705,TOTAL,219,79,68,
EAST PASADENA,2020003A,781,79,N,1229,POLLING PLACE,226,69,90,
EAST PASADENA,2020003A,781,79,N,,VBM PORTION,160,54,56,
EAST PASADENA,2020003A,781,79,N,1229,TOTAL,386,123,146,
EAST PASADENA,2020006A,782,89,N,1232,POLLING PLACE,381,159,113,
EAST PASADENA,2020006A,782,89,N,,VBM PORTION,129,55,34,
EAST PASADENA,2020006A,782,89,N,1232,TOTAL,510,214,147,
EAST PASADENA,2020007A,783,80,N,699,POLLING PLACE,126,53,39,
EAST PASADENA,2020007A,783,80,N,,VBM PORTION,44,16,15,
EAST PASADENA,2020007A,783,80,N,699,TOTAL,170,69,54,
EAST PASADENA,2020012A,784,80,N,592,POLLING PLACE,116,46,49,
EAST PASADENA,2020012A,784,80,N,,VBM PORTION,52,10,23,
EAST PASADENA,2020012A,784,80,N,592,TOTAL,168,56,72,
EAST SAN GABRIEL,2040001A,785,155,N,1076,POLLING PLACE,138,52,41,
EAST SAN GABRIEL,2040001A,785,155,N,,VBM PORTION,98,38,40,
EAST SAN GABRIEL,2040001A,785,155,N,1076,TOTAL,236,90,81,
EAST SAN GABRIEL,2040003A,786,155,N,1211,POLLING PLACE,141,51,52,
EAST SAN GABRIEL,2040003A,786,155,N,,VBM PORTION,87,23,44,
EAST SAN GABRIEL,2040003A,786,155,N,1211,TOTAL,228,74,96,
EAST SAN GABRIEL,2040004A,787,155,N,1055,POLLING PLACE,201,59,77,
EAST SAN GABRIEL,2040004A,787,155,N,,VBM PORTION,94,26,29,
EAST SAN GABRIEL,2040004A,787,155,N,1055,TOTAL,295,85,106,
EAST SAN GABRIEL,2040010A,788,155,N,1076,POLLING PLACE,181,49,64,
