LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARIO A GUERRA,TONY MENDOZA,
BALLOT GROUP 256,9990256A,8256,256,N,,TOTAL,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,POLLING PLACE,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,VBM PORTION,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,TOTAL,,,,
BALLOT GROUP 258,9990258A,8258,258,N,,POLLING PLACE,,,,
BALLOT GROUP 258,9990258A,8258,258,N,,VBM PORTION,,,,
BALLOT GROUP 258,9990258A,8258,258,N,,TOTAL,,,,
BALLOT GROUP 259,9990259A,8259,259,N,,POLLING PLACE,,,,
BALLOT GROUP 259,9990259A,8259,259,N,,VBM PORTION,,,,
BALLOT GROUP 259,9990259A,8259,259,N,,TOTAL,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,POLLING PLACE,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,VBM PORTION,,,,
BALLOT GROUP 260,9990260A,8260,260,N,,TOTAL,,,,
BALLOT GROUP 261,9990261A,8261,261,N,,POLLING PLACE,,,,
BALLOT GROUP 261,9990261A,8261,261,N,,VBM PORTION,,,,
BALLOT GROUP 261,9990261A,8261,261,N,,TOTAL,,,,
BALLOT GROUP 262,9990262A,8262,262,N,,POLLING PLACE,,,,
BALLOT GROUP 262,9990262A,8262,262,N,,VBM PORTION,,,,
BALLOT GROUP 262,9990262A,8262,262,N,,TOTAL,,,,
BALLOT GROUP 263,9990263A,8263,263,N,,POLLING PLACE,,,,
BALLOT GROUP 263,9990263A,8263,263,N,,VBM PORTION,,,,
BALLOT GROUP 263,9990263A,8263,263,N,,TOTAL,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,POLLING PLACE,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,VBM PORTION,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,TOTAL,,,,
BALLOT GROUP 265,9990265A,8265,265,N,,POLLING PLACE,,,,
BALLOT GROUP 265,9990265A,8265,265,N,,VBM PORTION,,,,
BALLOT GROUP 265,9990265A,8265,265,N,,TOTAL,,,,
BALLOT GROUP 266,9990266A,8266,266,N,,POLLING PLACE,,,,
BALLOT GROUP 266,9990266A,8266,266,N,,VBM PORTION,,,,
BALLOT GROUP 266,9990266A,8266,266,N,,TOTAL,,,,
BALLOT GROUP 269,9990269A,8269,269,N,,POLLING PLACE,,,,
BALLOT GROUP 269,9990269A,8269,269,N,,VBM PORTION,,,,
BALLOT GROUP 269,9990269A,8269,269,N,,TOTAL,,,,
BALLOT GROUP 270,9990270A,8270,270,N,,POLLING PLACE,,,,
BALLOT GROUP 270,9990270A,8270,270,N,,VBM PORTION,,,,
BALLOT GROUP 270,9990270A,8270,270,N,,TOTAL,,,,
BALLOT GROUP 271,9990271A,8271,271,N,,POLLING PLACE,,,,
BALLOT GROUP 271,9990271A,8271,271,N,,VBM PORTION,,,,
BALLOT GROUP 271,9990271A,8271,271,N,,TOTAL,,,,
BALLOT GROUP 272,9990272A,8272,272,N,,POLLING PLACE,,,,
BALLOT GROUP 272,9990272A,8272,272,N,,VBM PORTION,,,,
BALLOT GROUP 272,9990272A,8272,272,N,,TOTAL,,,,
BALLOT GROUP 273,9990273A,8273,273,N,,POLLING PLACE,,,,
BALLOT GROUP 273,9990273A,8273,273,N,,VBM PORTION,,,,
BALLOT GROUP 273,9990273A,8273,273,N,,TOTAL,,,,
BALLOT GROUP 274,9990274A,8274,274,N,,POLLING PLACE,,,,
BALLOT GROUP 274,9990274A,8274,274,N,,VBM PORTION,,,,
BALLOT GROUP 274,9990274A,8274,274,N,,TOTAL,,,,
BALLOT GROUP 275,9990275A,8275,275,N,,POLLING PLACE,,,,
BALLOT GROUP 275,9990275A,8275,275,N,,VBM PORTION,,,,
BALLOT GROUP 275,9990275A,8275,275,N,,TOTAL,,,,
BALLOT GROUP 276,9990276A,8276,276,N,,POLLING PLACE,,,,
BALLOT GROUP 276,9990276A,8276,276,N,,VBM PORTION,,,,
BALLOT GROUP 276,9990276A,8276,276,N,,TOTAL,,,,
BALLOT GROUP 277,9990277A,8277,277,N,,POLLING PLACE,,,,
BALLOT GROUP 277,9990277A,8277,277,N,,VBM PORTION,,,,
BALLOT GROUP 277,9990277A,8277,277,N,,TOTAL,,,,
BALLOT GROUP 278,9990278A,8278,278,N,,POLLING PLACE,,,,
BALLOT GROUP 278,9990278A,8278,278,N,,VBM PORTION,,,,
BALLOT GROUP 278,9990278A,8278,278,N,,TOTAL,,,,
BALLOT GROUP 279,9990279A,8279,279,N,,POLLING PLACE,,,,
BALLOT GROUP 279,9990279A,8279,279,N,,VBM PORTION,,,,
BALLOT GROUP 279,9990279A,8279,279,N,,TOTAL,,,,
BALLOT GROUP 280,9990280A,8280,280,N,,POLLING PLACE,,,,
BALLOT GROUP 280,9990280A,8280,280,N,,VBM PORTION,,,,
BALLOT GROUP 280,9990280A,8280,280,N,,TOTAL,,,,
BALLOT GROUP 281,9990281A,8281,281,N,,POLLING PLACE,,,,
BALLOT GROUP 281,9990281A,8281,281,N,,VBM PORTION,,,,
BALLOT GROUP 281,9990281A,8281,281,N,,TOTAL,,,,
BALLOT GROUP 282,9990282A,8282,282,N,,POLLING PLACE,,,,
BALLOT GROUP 282,9990282A,8282,282,N,,VBM PORTION,,,,
BALLOT GROUP 282,9990282A,8282,282,N,,TOTAL,,,,
BALLOT GROUP 283,9990283A,8283,283,N,,POLLING PLACE,,,,
BALLOT GROUP 283,9990283A,8283,283,N,,VBM PORTION,,,,
BALLOT GROUP 283,9990283A,8283,283,N,,TOTAL,,,,
BALLOT GROUP 284,9990284A,8284,284,N,,POLLING PLACE,,,,
BALLOT GROUP 284,9990284A,8284,284,N,,VBM PORTION,,,,
BALLOT GROUP 284,9990284A,8284,284,N,,TOTAL,,,,
BALLOT GROUP 285,9990285A,8285,285,N,,POLLING PLACE,,,,
BALLOT GROUP 285,9990285A,8285,285,N,,VBM PORTION,,,,
BALLOT GROUP 285,9990285A,8285,285,N,,TOTAL,,,,
BALLOT GROUP 286,9990286A,8286,286,N,,POLLING PLACE,,,,
BALLOT GROUP 286,9990286A,8286,286,N,,VBM PORTION,,,,
BALLOT GROUP 286,9990286A,8286,286,N,,TOTAL,,,,
BALLOT GROUP 287,9990287A,8287,287,N,,POLLING PLACE,,,,
BALLOT GROUP 287,9990287A,8287,287,N,,VBM PORTION,,,,
BALLOT GROUP 287,9990287A,8287,287,N,,TOTAL,,,,
BALLOT GROUP 288,9990288A,8288,288,N,,POLLING PLACE,,,,
BALLOT GROUP 288,9990288A,8288,288,N,,VBM PORTION,,,,
BALLOT GROUP 288,9990288A,8288,288,N,,TOTAL,,,,
BALLOT GROUP 289,9990289A,8289,289,N,,POLLING PLACE,,,,
BALLOT GROUP 289,9990289A,8289,289,N,,VBM PORTION,,,,
BALLOT GROUP 289,9990289A,8289,289,N,,TOTAL,,,,
BALLOT GROUP 290,9990290A,8290,290,N,,POLLING PLACE,,,,
BALLOT GROUP 290,9990290A,8290,290,N,,VBM PORTION,,,,
BALLOT GROUP 290,9990290A,8290,290,N,,TOTAL,,,,
BALLOT GROUP 291,9990291A,8291,291,N,,POLLING PLACE,,,,
BALLOT GROUP 291,9990291A,8291,291,N,,VBM PORTION,,,,
BALLOT GROUP 291,9990291A,8291,291,N,,TOTAL,,,,
BALLOT GROUP 292,9990292A,8292,292,N,,POLLING PLACE,,,,
BALLOT GROUP 292,9990292A,8292,292,N,,VBM PORTION,,,,
BALLOT GROUP 292,9990292A,8292,292,N,,TOTAL,,,,
BALLOT GROUP 293,9990293A,8293,293,N,,POLLING PLACE,,,,
BALLOT GROUP 293,9990293A,8293,293,N,,VBM PORTION,,,,
BALLOT GROUP 293,9990293A,8293,293,N,,TOTAL,,,,
BALLOT GROUP 294,9990294A,8294,294,N,,POLLING PLACE,,,,
BALLOT GROUP 294,9990294A,8294,294,N,,VBM PORTION,,,,
BALLOT GROUP 294,9990294A,8294,294,N,,TOTAL,,,,
BALLOT GROUP 295,9990295A,8295,295,N,,POLLING PLACE,,,,
BALLOT GROUP 295,9990295A,8295,295,N,,VBM PORTION,,,,
BALLOT GROUP 295,9990295A,8295,295,N,,TOTAL,,,,
BALLOT GROUP 296,9990296A,8296,296,N,,POLLING PLACE,,,,
BALLOT GROUP 296,9990296A,8296,296,N,,VBM PORTION,,,,
BALLOT GROUP 296,9990296A,8296,296,N,,TOTAL,,,,
BALLOT GROUP 297,9990297A,8297,297,N,,POLLING PLACE,,,,
BALLOT GROUP 297,9990297A,8297,297,N,,VBM PORTION,,,,
BALLOT GROUP 297,9990297A,8297,297,N,,TOTAL,,,,
BALLOT GROUP 298,9990298A,8298,298,N,,POLLING PLACE,,,,
BALLOT GROUP 298,9990298A,8298,298,N,,VBM PORTION,,,,
BALLOT GROUP 298,9990298A,8298,298,N,,TOTAL,,,,
BALLOT GROUP 299,9990299A,8299,299,N,,POLLING PLACE,,,,
BALLOT GROUP 299,9990299A,8299,299,N,,VBM PORTION,,,,
BALLOT GROUP 299,9990299A,8299,299,N,,TOTAL,,,,
BALLOT GROUP 300,9990300A,8300,300,N,,POLLING PLACE,,,,
BALLOT GROUP 300,9990300A,8300,300,N,,VBM PORTION,,,,
BALLOT GROUP 300,9990300A,8300,300,N,,TOTAL,,,,
BALLOT GROUP 301,9990301A,8301,301,N,,POLLING PLACE,,,,
BALLOT GROUP 301,9990301A,8301,301,N,,VBM PORTION,,,,
BALLOT GROUP 301,9990301A,8301,301,N,,TOTAL,,,,
BALLOT GROUP 302,9990302A,8302,302,N,,POLLING PLACE,,,,
BALLOT GROUP 302,9990302A,8302,302,N,,VBM PORTION,,,,
BALLOT GROUP 302,9990302A,8302,302,N,,TOTAL,,,,
BALLOT GROUP 303,9990303A,8303,303,N,,POLLING PLACE,,,,
BALLOT GROUP 303,9990303A,8303,303,N,,VBM PORTION,,,,
BALLOT GROUP 303,9990303A,8303,303,N,,TOTAL,,,,
BALLOT GROUP 304,9990304A,8304,304,N,,POLLING PLACE,,,,
BALLOT GROUP 304,9990304A,8304,304,N,,VBM PORTION,,,,
BALLOT GROUP 304,9990304A,8304,304,N,,TOTAL,,,,
BALLOT GROUP 340,9990340A,8340,340,N,,POLLING PLACE,,,,
BALLOT GROUP 340,9990340A,8340,340,N,,VBM PORTION,,,,
BALLOT GROUP 340,9990340A,8340,340,N,,TOTAL,,,,
BALLOT GROUP 341,9990341A,8341,341,N,,POLLING PLACE,,,,
BALLOT GROUP 341,9990341A,8341,341,N,,VBM PORTION,,,,
BALLOT GROUP 341,9990341A,8341,341,N,,TOTAL,,,,
BALLOT GROUP 342,9990342A,8342,342,N,,POLLING PLACE,,,,
BALLOT GROUP 342,9990342A,8342,342,N,,VBM PORTION,,,,
BALLOT GROUP 342,9990342A,8342,342,N,,TOTAL,,,,
BALLOT GROUP 343,9990343A,8343,343,N,,POLLING PLACE,,,,
BALLOT GROUP 343,9990343A,8343,343,N,,VBM PORTION,,,,
BALLOT GROUP 343,9990343A,8343,343,N,,TOTAL,,,,
