LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOAN M CHROSTEK,EMMA CASTRO
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,23,21
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,49,55
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,35,25
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,31,23
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,66,48
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,24,31
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,37,39
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,61,70
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,28,16
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,45,20
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,73,36
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,34,23
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,33,18
ATHENS,0450001A,122,178,N,1221,TOTAL,124,67,41
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,55,28
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,27,14
ATHENS,0450002B,123,178,N,1263,TOTAL,160,82,42
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,39,36
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,21,25
ATHENS,0450004A,124,178,N,1271,TOTAL,150,60,61
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,60,24
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,26,16
ATHENS,0450007A,125,178,N,1111,TOTAL,162,86,40
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,38,21
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,13,9
ATHENS,0450008A,126,178,N,600,TOTAL,94,51,30
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,20,24
AVALON,0500001A,127,187,N,0,VBM PORTION,55,22,9
AVALON,0500001A,127,187,N,496,TOTAL,118,42,33
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,52,32
AVALON,0500003A,128,187,N,0,VBM PORTION,129,52,39
AVALON,0500003A,128,187,N,1234,TOTAL,256,104,71
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,33,36
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,33,28
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,66,64
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,13,32
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,5,11
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,18,43
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,34,37
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,33,22
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,67,59
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,23,22
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,13,9
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,36,31
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,5,10
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,7,8
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,12,18
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,22,23
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,9,15
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,31,38
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,23,24
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,21,19
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,44,43
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,16,26
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,16,23
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,32,49
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,16,20
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,11,14
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,27,34
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,10,7
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,13,1
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,23,8
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,13,8
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,4,11
AZUSA,0550001A,139,66,N,624,TOTAL,48,17,19
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,31,14
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,17,9
AZUSA,0550002A,140,66,N,790,TOTAL,88,48,23
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,35,38
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,28,18
AZUSA,0550008A,141,66,N,1080,TOTAL,147,63,56
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,31,44
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,25,23
AZUSA,0550009A,142,66,N,1205,TOTAL,146,56,67
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,12,10
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,15,5
AZUSA,0550010B,143,66,N,818,TOTAL,52,27,15
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,27,17
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,55,24
AZUSA,0550011A,144,66,N,796,TOTAL,156,82,41
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,10,18
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,6,9
AZUSA,0550012A,145,66,N,630,TOTAL,51,16,27
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,23,39
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,21,15
AZUSA,0550012B,146,66,N,939,TOTAL,127,44,54
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,9,9
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,17,10
AZUSA,0550023F,147,66,N,451,TOTAL,55,26,19
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,32,29
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,26,18
AZUSA,0550025A,148,66,N,1185,TOTAL,136,58,47
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,6,12
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,10,10
AZUSA,0550025B,149,66,N,510,TOTAL,49,16,22
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,21,29
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,37,11
AZUSA,0550073A,150,66,N,884,TOTAL,130,58,40
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,31,26
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,28,23
AZUSA,0550074A,151,66,N,1181,TOTAL,148,59,49
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,16,14
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,15,7
AZUSA,0550076A,152,66,N,673,TOTAL,70,31,21
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,30,30
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,27,20
AZUSA,0550078A,153,66,N,1268,TOTAL,131,57,50
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,32,17
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,72,25
AZUSA,0550079A,154,66,N,852,TOTAL,197,104,42
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,47,41
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,39,33
AZUSA,0550080A,155,66,N,1246,TOTAL,209,86,74
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,25,15
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,42,21
AZUSA,0550081A,156,66,N,793,TOTAL,148,67,36
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,30,23
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,39,18
AZUSA,0550084B,157,66,N,927,TOTAL,147,69,41
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,35,26
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,37,23
AZUSA,0550085A,158,66,N,959,TOTAL,151,72,49
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,41,24
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,30,9
AZUSA,0550086A,159,66,N,631,TOTAL,121,71,33
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,16,28
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,18,12
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,34,40
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,22,18
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,13,33
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,35,51
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,31,30
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,16,14
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,47,44
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,22,19
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,10,27
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,32,46
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,34,36
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,22,20
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,56,56
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,17,35
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,16,23
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,33,58
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,19,36
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,15,32
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,34,68
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,25,22
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,24,20
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,49,42
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,18,40
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,27,37
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,45,77
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,26,41
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,25,37
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,51,78
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,19,26
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,21,31
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,40,57
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,10,14
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,10,13
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,20,27
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,33,36
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,12,34
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,45,70
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,18,39
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,16,21
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,34,60
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,9,18
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,4,22
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,13,40
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,30,20
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,29,42
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,59,62
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,14,14
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,6,17
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,20,31
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,15,34
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,18,11
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,33,45
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,23,43
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,30,20
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,53,63
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,22,23
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,21,14
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,43,37
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,19,25
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,19,17
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,38,42
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,12,25
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,20,8
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,32,33
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,13,23
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,9,17
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,22,40
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,28,25
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,19,19
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,47,44
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,23,30
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,25,17
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,48,47
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,17,38
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,22,22
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,39,60
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,17,21
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,14,21
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,31,42
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,17,41
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,6,13
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,23,54
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,18,26
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,11,14
BASSETT,0670005A,188,66,N,784,TOTAL,86,29,40
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,14,23
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,17,18
BASSETT,0670006A,189,66,N,1076,TOTAL,86,31,41
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,9,21
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,13,16
BASSETT,0670010A,190,66,N,751,TOTAL,75,22,37
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,26,41
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,13,21
BASSETT,0670141A,191,66,N,1152,TOTAL,124,39,62
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,17,15
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,13,12
BASSETT,0670142A,192,66,N,626,TOTAL,70,30,27
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,27,47
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,13,15
BASSETT,0670143A,193,66,N,1026,TOTAL,135,40,62
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,30,36
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,21,15
BASSETT,0670144A,194,66,N,991,TOTAL,129,51,51
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,16,34
BELL,0700001A,195,164,N,0,VBM PORTION,30,7,19
BELL,0700001A,195,164,N,1018,TOTAL,93,23,53
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,14,37
BELL,0700002A,196,164,N,0,VBM PORTION,21,7,9
BELL,0700002A,196,164,N,1028,TOTAL,77,21,46
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,19,28
BELL,0700005A,197,164,N,0,VBM PORTION,42,19,17
BELL,0700005A,197,164,N,1201,TOTAL,92,38,45
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,27,35
BELL,0700007B,198,164,N,0,VBM PORTION,44,10,30
BELL,0700007B,198,164,N,1209,TOTAL,121,37,65
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,26,35
BELL,0700008A,199,164,N,0,VBM PORTION,27,10,12
BELL,0700008A,199,164,N,1154,TOTAL,97,36,47
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,26,31
BELL,0700010A,200,164,N,0,VBM PORTION,42,19,17
BELL,0700010A,200,164,N,1237,TOTAL,113,45,48
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,21,25
BELL,0700011A,201,164,N,0,VBM PORTION,41,24,9
BELL,0700011A,201,164,N,1221,TOTAL,100,45,34
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,20,30
BELL,0700013A,202,164,N,0,VBM PORTION,52,20,11
BELL,0700013A,202,164,N,1063,TOTAL,114,40,41
BELL,0700017A,203,164,N,946,POLLING PLACE,46,10,23
BELL,0700017A,203,164,N,0,VBM PORTION,20,5,9
BELL,0700017A,203,164,N,946,TOTAL,66,15,32
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,9,34
BELL,0700018A,204,164,N,0,VBM PORTION,28,11,10
BELL,0700018A,204,164,N,1098,TOTAL,92,20,44
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,18,6
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,29,22
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,47,28
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,33,13
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,35,13
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,68,26
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,26,17
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,18,10
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,44,27
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,41,27
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,29,20
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,70,47
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,10,11
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,14,11
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,24,22
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,17,6
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,9,7
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,26,13
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,27,23
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,18,22
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,45,45
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,30,21
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,33,29
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,63,50
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,17,17
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,22,15
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,39,32
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,31,21
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,21,28
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,52,49
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,17,23
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,22,21
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,39,44
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,53,28
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,37,21
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,90,49
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,25,31
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,28,19
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,53,50
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,15,15
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,26,19
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,41,34
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,28,29
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,24,23
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,52,52
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,42,28
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,26,27
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,68,55
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,22,16
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,15,20
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,37,36
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,36,29
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,29,21
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,65,50
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,17,26
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,27,20
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,44,46
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,23,16
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,16,6
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,39,22
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,16,13
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,12,16
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,28,29
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,37,16
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,28,13
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,65,29
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,35,24
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,28,23
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,63,47
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,20,16
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,38,20
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,58,36
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,13,14
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,8,14
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,21,28
BELLFLOWER,0750037B,230,139,N,597,POLLING PLACE,44,11,21
BELLFLOWER,0750037B,230,139,N,0,VBM PORTION,31,13,10
BELLFLOWER,0750037B,230,139,N,597,TOTAL,75,24,31
BELLFLOWER,0750040A,231,137,N,1078,POLLING PLACE,54,16,29
BELLFLOWER,0750040A,231,137,N,0,VBM PORTION,37,16,11
BELLFLOWER,0750040A,231,137,N,1078,TOTAL,91,32,40
BELLFLOWER,0750040D,232,137,N,906,POLLING PLACE,49,18,21
BELLFLOWER,0750040D,232,137,N,0,VBM PORTION,28,14,6
BELLFLOWER,0750040D,232,137,N,906,TOTAL,77,32,27
BELLFLOWER,0750041A,233,137,N,1058,POLLING PLACE,86,38,31
BELLFLOWER,0750041A,233,137,N,0,VBM PORTION,73,24,28
BELLFLOWER,0750041A,233,137,N,1058,TOTAL,159,62,59
BELLFLOWER,0750042A,234,139,N,1215,POLLING PLACE,84,36,28
BELLFLOWER,0750042A,234,139,N,0,VBM PORTION,61,29,16
BELLFLOWER,0750042A,234,139,N,1215,TOTAL,145,65,44
BELLFLOWER,0750043A,235,137,N,764,POLLING PLACE,91,53,14
BELLFLOWER,0750043A,235,137,N,0,VBM PORTION,71,33,24
BELLFLOWER,0750043A,235,137,N,764,TOTAL,162,86,38
BELLFLOWER,0750044A,236,139,N,984,POLLING PLACE,74,36,23
BELLFLOWER,0750044A,236,139,N,0,VBM PORTION,55,27,15
BELLFLOWER,0750044A,236,139,N,984,TOTAL,129,63,38
BELLFLOWER,0750045A,237,139,N,739,POLLING PLACE,58,23,18
BELLFLOWER,0750045A,237,139,N,0,VBM PORTION,42,19,14
BELLFLOWER,0750045A,237,139,N,739,TOTAL,100,42,32
BELLFLOWER,0750048A,238,137,N,1060,POLLING PLACE,86,30,35
BELLFLOWER,0750048A,238,137,N,0,VBM PORTION,80,39,27
BELLFLOWER,0750048A,238,137,N,1060,TOTAL,166,69,62
BELLFLOWER,0750054B,239,137,N,1194,POLLING PLACE,34,9,20
BELLFLOWER,0750054B,239,137,N,0,VBM PORTION,55,18,25
BELLFLOWER,0750054B,239,137,N,1194,TOTAL,89,27,45
BELL GARDENS,0800001A,240,136,N,1120,POLLING PLACE,43,9,24
BELL GARDENS,0800001A,240,136,N,0,VBM PORTION,28,11,15
BELL GARDENS,0800001A,240,136,N,1120,TOTAL,71,20,39
BELL GARDENS,0800002A,241,136,N,1022,POLLING PLACE,47,14,26
BELL GARDENS,0800002A,241,136,N,0,VBM PORTION,21,6,9
BELL GARDENS,0800002A,241,136,N,1022,TOTAL,68,20,35
BELL GARDENS,0800003A,242,136,N,1038,POLLING PLACE,44,12,23
BELL GARDENS,0800003A,242,136,N,0,VBM PORTION,25,10,13
BELL GARDENS,0800003A,242,136,N,1038,TOTAL,69,22,36
BELL GARDENS,0800004A,243,136,N,1210,POLLING PLACE,44,9,24
BELL GARDENS,0800004A,243,136,N,0,VBM PORTION,25,5,16
BELL GARDENS,0800004A,243,136,N,1210,TOTAL,69,14,40
BELL GARDENS,0800005A,244,136,N,1133,POLLING PLACE,34,6,12
BELL GARDENS,0800005A,244,136,N,0,VBM PORTION,23,9,10
BELL GARDENS,0800005A,244,136,N,1133,TOTAL,57,15,22
BELL GARDENS,0800006A,245,136,N,970,POLLING PLACE,49,14,28
BELL GARDENS,0800006A,245,136,N,0,VBM PORTION,24,15,7
BELL GARDENS,0800006A,245,136,N,970,TOTAL,73,29,35
BELL GARDENS,0800007A,246,136,N,1108,POLLING PLACE,69,18,39
BELL GARDENS,0800007A,246,136,N,0,VBM PORTION,34,8,21
BELL GARDENS,0800007A,246,136,N,1108,TOTAL,103,26,60
