LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN CHIANG,GREG CONLON,
LONG BEACH,3850149A,1504,396,N,,VBM PORTION,34,25,7,
LONG BEACH,3850149A,1504,396,N,1011,TOTAL,175,138,29,
LONG BEACH,3850151A,1505,396,N,1143,POLLING PLACE,60,49,5,
LONG BEACH,3850151A,1505,396,N,,VBM PORTION,32,23,6,
LONG BEACH,3850151A,1505,396,N,1143,TOTAL,92,72,11,
LONG BEACH,3850151C,1506,396,N,864,POLLING PLACE,69,44,13,
LONG BEACH,3850151C,1506,396,N,,VBM PORTION,31,22,5,
LONG BEACH,3850151C,1506,396,N,864,TOTAL,100,66,18,
LONG BEACH,3850152A,1507,396,N,781,POLLING PLACE,125,100,17,
LONG BEACH,3850152A,1507,396,N,,VBM PORTION,41,33,6,
LONG BEACH,3850152A,1507,396,N,781,TOTAL,166,133,23,
LONG BEACH,3850153A,1508,392,N,1257,POLLING PLACE,298,168,106,
LONG BEACH,3850153A,1508,392,N,,VBM PORTION,151,72,75,
LONG BEACH,3850153A,1508,392,N,1257,TOTAL,449,240,181,
LONG BEACH,3850154B,1509,396,N,501,POLLING PLACE,33,25,4,
LONG BEACH,3850154B,1509,396,N,,VBM PORTION,8,6,2,
LONG BEACH,3850154B,1509,396,N,501,TOTAL,41,31,6,
LONG BEACH,3850157A,1510,396,N,1098,POLLING PLACE,142,114,21,
LONG BEACH,3850157A,1510,396,N,,VBM PORTION,51,40,7,
LONG BEACH,3850157A,1510,396,N,1098,TOTAL,193,154,28,
LONG BEACH,3850158A,1511,396,N,961,POLLING PLACE,104,73,23,
LONG BEACH,3850158A,1511,396,N,,VBM PORTION,35,28,7,
LONG BEACH,3850158A,1511,396,N,961,TOTAL,139,101,30,
LONG BEACH,3850159A,1512,396,N,768,POLLING PLACE,50,38,10,
LONG BEACH,3850159A,1512,396,N,,VBM PORTION,29,20,5,
LONG BEACH,3850159A,1512,396,N,768,TOTAL,79,58,15,
LONG BEACH,3850163A,1513,396,N,936,POLLING PLACE,128,76,38,
LONG BEACH,3850163A,1513,396,N,,VBM PORTION,57,40,17,
LONG BEACH,3850163A,1513,396,N,936,TOTAL,185,116,55,
LONG BEACH,3850164A,1514,396,N,970,POLLING PLACE,72,62,6,
LONG BEACH,3850164A,1514,396,N,,VBM PORTION,32,23,4,
LONG BEACH,3850164A,1514,396,N,970,TOTAL,104,85,10,
LONG BEACH,3850166B,1515,396,N,986,POLLING PLACE,69,51,13,
LONG BEACH,3850166B,1515,396,N,,VBM PORTION,21,7,14,
LONG BEACH,3850166B,1515,396,N,986,TOTAL,90,58,27,
LONG BEACH,3850170A,1516,396,N,1216,POLLING PLACE,130,103,14,
LONG BEACH,3850170A,1516,396,N,,VBM PORTION,34,27,4,
LONG BEACH,3850170A,1516,396,N,1216,TOTAL,164,130,18,
LONG BEACH,3850171A,1517,396,N,912,POLLING PLACE,48,40,5,
LONG BEACH,3850171A,1517,396,N,,VBM PORTION,25,21,2,
LONG BEACH,3850171A,1517,396,N,912,TOTAL,73,61,7,
LONG BEACH,3850175A,1518,396,N,798,POLLING PLACE,83,65,14,
LONG BEACH,3850175A,1518,396,N,,VBM PORTION,35,19,12,
LONG BEACH,3850175A,1518,396,N,798,TOTAL,118,84,26,
LONG BEACH,3850178A,1519,396,N,807,POLLING PLACE,97,71,18,
LONG BEACH,3850178A,1519,396,N,,VBM PORTION,41,32,6,
LONG BEACH,3850178A,1519,396,N,807,TOTAL,138,103,24,
LONG BEACH,3850179A,1520,396,N,980,POLLING PLACE,134,90,32,
LONG BEACH,3850179A,1520,396,N,,VBM PORTION,124,66,51,
LONG BEACH,3850179A,1520,396,N,980,TOTAL,258,156,83,
LONG BEACH,3850184A,1521,396,N,739,POLLING PLACE,114,80,25,
LONG BEACH,3850184A,1521,396,N,,VBM PORTION,64,40,24,
LONG BEACH,3850184A,1521,396,N,739,TOTAL,178,120,49,
LONG BEACH,3850185A,1522,396,N,792,POLLING PLACE,51,42,6,
LONG BEACH,3850185A,1522,396,N,,VBM PORTION,15,12,3,
LONG BEACH,3850185A,1522,396,N,792,TOTAL,66,54,9,
LONG BEACH,3850190A,1523,396,N,744,POLLING PLACE,76,63,11,
LONG BEACH,3850190A,1523,396,N,,VBM PORTION,31,21,10,
LONG BEACH,3850190A,1523,396,N,744,TOTAL,107,84,21,
LONG BEACH,3850198A,1524,396,N,820,POLLING PLACE,160,98,45,
LONG BEACH,3850198A,1524,396,N,,VBM PORTION,85,49,32,
LONG BEACH,3850198A,1524,396,N,820,TOTAL,245,147,77,
LONG BEACH,3850201A,1525,396,N,890,POLLING PLACE,128,85,33,
LONG BEACH,3850201A,1525,396,N,,VBM PORTION,98,65,29,
LONG BEACH,3850201A,1525,396,N,890,TOTAL,226,150,62,
LONG BEACH,3850202A,1526,396,N,893,POLLING PLACE,120,91,22,
LONG BEACH,3850202A,1526,396,N,,VBM PORTION,54,40,14,
LONG BEACH,3850202A,1526,396,N,893,TOTAL,174,131,36,
LONG BEACH,3850204A,1527,396,N,1280,POLLING PLACE,196,160,31,
LONG BEACH,3850204A,1527,396,N,,VBM PORTION,79,59,15,
LONG BEACH,3850204A,1527,396,N,1280,TOTAL,275,219,46,
LONG BEACH,3850209B,1528,396,N,874,POLLING PLACE,184,123,44,
LONG BEACH,3850209B,1528,396,N,,VBM PORTION,78,44,29,
LONG BEACH,3850209B,1528,396,N,874,TOTAL,262,167,73,
LONG BEACH,3850210A,1529,396,N,705,POLLING PLACE,153,109,30,
LONG BEACH,3850210A,1529,396,N,,VBM PORTION,71,50,18,
LONG BEACH,3850210A,1529,396,N,705,TOTAL,224,159,48,
LONG BEACH,3850211A,1530,396,N,1127,POLLING PLACE,190,145,33,
LONG BEACH,3850211A,1530,396,N,,VBM PORTION,65,49,13,
LONG BEACH,3850211A,1530,396,N,1127,TOTAL,255,194,46,
LONG BEACH,3850212A,1531,396,N,933,POLLING PLACE,195,139,50,
LONG BEACH,3850212A,1531,396,N,,VBM PORTION,62,45,14,
LONG BEACH,3850212A,1531,396,N,933,TOTAL,257,184,64,
LONG BEACH,3850213A,1532,396,N,813,POLLING PLACE,141,84,48,
LONG BEACH,3850213A,1532,396,N,,VBM PORTION,119,72,40,
LONG BEACH,3850213A,1532,396,N,813,TOTAL,260,156,88,
LONG BEACH,3850215A,1533,392,N,1468,POLLING PLACE,259,115,126,
LONG BEACH,3850215A,1533,392,N,,VBM PORTION,309,136,156,
LONG BEACH,3850215A,1533,392,N,1468,TOTAL,568,251,282,
LONG BEACH,3850216A,1534,396,N,1248,POLLING PLACE,345,192,140,
LONG BEACH,3850216A,1534,396,N,,VBM PORTION,112,73,37,
LONG BEACH,3850216A,1534,396,N,1248,TOTAL,457,265,177,
LONG BEACH,3850220A,1535,370,N,373,POLLING PLACE,38,25,7,
LONG BEACH,3850220A,1535,370,N,,VBM PORTION,8,6,1,
LONG BEACH,3850220A,1535,370,N,373,TOTAL,46,31,8,
LONG BEACH,3850222B,1536,396,N,822,POLLING PLACE,164,117,39,
LONG BEACH,3850222B,1536,396,N,,VBM PORTION,77,44,30,
LONG BEACH,3850222B,1536,396,N,822,TOTAL,241,161,69,
LONG BEACH,3850223A,1537,396,N,936,POLLING PLACE,262,177,79,
LONG BEACH,3850223A,1537,396,N,,VBM PORTION,97,52,40,
LONG BEACH,3850223A,1537,396,N,936,TOTAL,359,229,119,
LONG BEACH,3850226B,6146,352,Y,8,POLLING PLACE,,,,
LONG BEACH,3850226B,6146,352,Y,,VBM PORTION,,,,
LONG BEACH,3850226B,6146,352,Y,8,TOTAL,,,,
LONG BEACH,3850227A,1538,396,N,1098,POLLING PLACE,211,168,36,
LONG BEACH,3850227A,1538,396,N,,VBM PORTION,51,35,13,
LONG BEACH,3850227A,1538,396,N,1098,TOTAL,262,203,49,
LONG BEACH,3850229A,1539,396,N,675,POLLING PLACE,122,86,26,
LONG BEACH,3850229A,1539,396,N,,VBM PORTION,42,27,10,
LONG BEACH,3850229A,1539,396,N,675,TOTAL,164,113,36,
LONG BEACH,3850233A,6147,365,Y,,POLLING PLACE,,,,
LONG BEACH,3850233A,6147,365,Y,,VBM PORTION,,,,
LONG BEACH,3850233A,6147,365,Y,,TOTAL,,,,
LONG BEACH,3850236A,1540,396,N,941,POLLING PLACE,71,60,10,
LONG BEACH,3850236A,1540,396,N,,VBM PORTION,26,19,6,
LONG BEACH,3850236A,1540,396,N,941,TOTAL,97,79,16,
LONG BEACH,3850237B,1541,396,N,618,POLLING PLACE,97,72,21,
LONG BEACH,3850237B,1541,396,N,,VBM PORTION,23,15,8,
LONG BEACH,3850237B,1541,396,N,618,TOTAL,120,87,29,
LONG BEACH,3850238A,1542,396,N,827,POLLING PLACE,107,82,21,
LONG BEACH,3850238A,1542,396,N,,VBM PORTION,29,23,3,
LONG BEACH,3850238A,1542,396,N,827,TOTAL,136,105,24,
LONG BEACH,3850239A,1543,396,N,910,POLLING PLACE,83,72,10,
LONG BEACH,3850239A,1543,396,N,,VBM PORTION,51,37,12,
LONG BEACH,3850239A,1543,396,N,910,TOTAL,134,109,22,
LONG BEACH,3850244A,1544,396,N,753,POLLING PLACE,46,36,6,
LONG BEACH,3850244A,1544,396,N,,VBM PORTION,33,29,4,
LONG BEACH,3850244A,1544,396,N,753,TOTAL,79,65,10,
LONG BEACH,3850248A,1545,396,N,744,POLLING PLACE,126,83,36,
LONG BEACH,3850248A,1545,396,N,,VBM PORTION,47,28,17,
LONG BEACH,3850248A,1545,396,N,744,TOTAL,173,111,53,
LONG BEACH,3850249A,1546,396,N,914,POLLING PLACE,92,68,21,
LONG BEACH,3850249A,1546,396,N,,VBM PORTION,32,25,6,
LONG BEACH,3850249A,1546,396,N,914,TOTAL,124,93,27,
LONG BEACH,3850251A,1547,396,N,828,POLLING PLACE,156,122,30,
LONG BEACH,3850251A,1547,396,N,,VBM PORTION,42,31,11,
LONG BEACH,3850251A,1547,396,N,828,TOTAL,198,153,41,
LONG BEACH,3850254A,1548,392,N,1352,POLLING PLACE,379,160,203,
LONG BEACH,3850254A,1548,392,N,,VBM PORTION,246,71,170,
LONG BEACH,3850254A,1548,392,N,1352,TOTAL,625,231,373,
LONG BEACH,3850255A,1549,392,N,1367,POLLING PLACE,310,126,169,
LONG BEACH,3850255A,1549,392,N,,VBM PORTION,294,117,167,
LONG BEACH,3850255A,1549,392,N,1367,TOTAL,604,243,336,
LONG BEACH,3850256A,1550,392,N,776,POLLING PLACE,186,104,71,
LONG BEACH,3850256A,1550,392,N,,VBM PORTION,99,47,48,
LONG BEACH,3850256A,1550,392,N,776,TOTAL,285,151,119,
LONG BEACH,3850259A,1551,392,N,922,POLLING PLACE,232,111,103,
LONG BEACH,3850259A,1551,392,N,,VBM PORTION,129,53,72,
LONG BEACH,3850259A,1551,392,N,922,TOTAL,361,164,175,
LONG BEACH,3850262A,1552,392,N,1374,POLLING PLACE,370,206,146,
LONG BEACH,3850262A,1552,392,N,,VBM PORTION,165,85,74,
LONG BEACH,3850262A,1552,392,N,1374,TOTAL,535,291,220,
LONG BEACH,3850264A,1553,392,N,730,POLLING PLACE,103,65,34,
LONG BEACH,3850264A,1553,392,N,,VBM PORTION,48,28,18,
LONG BEACH,3850264A,1553,392,N,730,TOTAL,151,93,52,
LONG BEACH,3850270A,1554,392,N,775,POLLING PLACE,114,74,37,
LONG BEACH,3850270A,1554,392,N,,VBM PORTION,65,35,29,
LONG BEACH,3850270A,1554,392,N,775,TOTAL,179,109,66,
LONG BEACH,3850271A,1555,392,N,1034,POLLING PLACE,239,137,92,
LONG BEACH,3850271A,1555,392,N,,VBM PORTION,84,36,42,
LONG BEACH,3850271A,1555,392,N,1034,TOTAL,323,173,134,
LONG BEACH,3850272A,1556,392,N,985,POLLING PLACE,213,114,88,
LONG BEACH,3850272A,1556,392,N,,VBM PORTION,84,35,45,
LONG BEACH,3850272A,1556,392,N,985,TOTAL,297,149,133,
LONG BEACH,3850275A,1557,392,N,1077,POLLING PLACE,245,128,102,
LONG BEACH,3850275A,1557,392,N,,VBM PORTION,144,73,65,
LONG BEACH,3850275A,1557,392,N,1077,TOTAL,389,201,167,
LONG BEACH,3850276A,1558,392,N,1128,POLLING PLACE,272,130,127,
LONG BEACH,3850276A,1558,392,N,,VBM PORTION,146,69,70,
LONG BEACH,3850276A,1558,392,N,1128,TOTAL,418,199,197,
LONG BEACH,3850280A,1559,392,N,1212,POLLING PLACE,300,137,141,
LONG BEACH,3850280A,1559,392,N,,VBM PORTION,229,97,121,
LONG BEACH,3850280A,1559,392,N,1212,TOTAL,529,234,262,
LONG BEACH,3850285A,1560,392,N,1035,POLLING PLACE,238,112,107,
LONG BEACH,3850285A,1560,392,N,,VBM PORTION,152,57,87,
LONG BEACH,3850285A,1560,392,N,1035,TOTAL,390,169,194,
LONG BEACH,3850287A,1561,392,N,835,POLLING PLACE,206,113,77,
LONG BEACH,3850287A,1561,392,N,,VBM PORTION,104,50,50,
LONG BEACH,3850287A,1561,392,N,835,TOTAL,310,163,127,
LONG BEACH,3850290A,1562,392,N,1186,POLLING PLACE,245,110,121,
LONG BEACH,3850290A,1562,392,N,,VBM PORTION,194,75,112,
LONG BEACH,3850290A,1562,392,N,1186,TOTAL,439,185,233,
LONG BEACH,3850293B,1563,392,N,843,POLLING PLACE,190,94,89,
LONG BEACH,3850293B,1563,392,N,,VBM PORTION,126,60,60,
LONG BEACH,3850293B,1563,392,N,843,TOTAL,316,154,149,
LONG BEACH,3850294A,1564,392,N,840,POLLING PLACE,195,95,85,
LONG BEACH,3850294A,1564,392,N,,VBM PORTION,62,27,32,
LONG BEACH,3850294A,1564,392,N,840,TOTAL,257,122,117,
LONG BEACH,3850295A,1565,392,N,1247,POLLING PLACE,260,132,125,
LONG BEACH,3850295A,1565,392,N,,VBM PORTION,136,62,68,
LONG BEACH,3850295A,1565,392,N,1247,TOTAL,396,194,193,
LONG BEACH,3850296B,1566,396,N,1013,POLLING PLACE,39,28,7,
LONG BEACH,3850296B,1566,396,N,,VBM PORTION,12,11,1,
LONG BEACH,3850296B,1566,396,N,1013,TOTAL,51,39,8,
LONG BEACH,3850302A,1567,392,N,1327,POLLING PLACE,378,223,135,
LONG BEACH,3850302A,1567,392,N,,VBM PORTION,169,84,70,
LONG BEACH,3850302A,1567,392,N,1327,TOTAL,547,307,205,
LONG BEACH,3850305A,1568,392,N,1428,POLLING PLACE,354,186,152,
LONG BEACH,3850305A,1568,392,N,,VBM PORTION,159,83,70,
LONG BEACH,3850305A,1568,392,N,1428,TOTAL,513,269,222,
LONG BEACH,3850307A,1569,355,N,421,POLLING PLACE,33,20,12,
LONG BEACH,3850307A,1569,355,N,,VBM PORTION,30,21,8,
LONG BEACH,3850307A,1569,355,N,421,TOTAL,63,41,20,
LONG BEACH,3850308A,1570,396,N,936,POLLING PLACE,212,142,61,
LONG BEACH,3850308A,1570,396,N,,VBM PORTION,63,40,16,
LONG BEACH,3850308A,1570,396,N,936,TOTAL,275,182,77,
LONG BEACH,3850309A,1571,396,N,1339,POLLING PLACE,230,147,58,
LONG BEACH,3850309A,1571,396,N,,VBM PORTION,108,82,21,
LONG BEACH,3850309A,1571,396,N,1339,TOTAL,338,229,79,
LONG BEACH,3850316A,1572,396,N,1239,POLLING PLACE,256,135,107,
LONG BEACH,3850316A,1572,396,N,,VBM PORTION,137,57,75,
LONG BEACH,3850316A,1572,396,N,1239,TOTAL,393,192,182,
LONG BEACH,3850319A,1573,396,N,809,POLLING PLACE,180,93,72,
LONG BEACH,3850319A,1573,396,N,,VBM PORTION,78,36,35,
LONG BEACH,3850319A,1573,396,N,809,TOTAL,258,129,107,
LONG BEACH,3850321A,1574,392,N,1355,POLLING PLACE,334,160,150,
LONG BEACH,3850321A,1574,392,N,,VBM PORTION,146,70,68,
LONG BEACH,3850321A,1574,392,N,1355,TOTAL,480,230,218,
LONG BEACH,3850323A,1575,396,N,525,POLLING PLACE,44,34,9,
LONG BEACH,3850323A,1575,396,N,,VBM PORTION,15,14,1,
LONG BEACH,3850323A,1575,396,N,525,TOTAL,59,48,10,
LONG BEACH,3850324A,1576,392,N,1090,POLLING PLACE,241,153,77,
LONG BEACH,3850324A,1576,392,N,,VBM PORTION,84,49,31,
LONG BEACH,3850324A,1576,392,N,1090,TOTAL,325,202,108,
LONG BEACH,3850328A,1577,392,N,1452,POLLING PLACE,344,154,156,
LONG BEACH,3850328A,1577,392,N,,VBM PORTION,182,68,104,
LONG BEACH,3850328A,1577,392,N,1452,TOTAL,526,222,260,
LONG BEACH,3850333A,1578,396,N,1430,POLLING PLACE,127,89,34,
LONG BEACH,3850333A,1578,396,N,,VBM PORTION,61,47,12,
LONG BEACH,3850333A,1578,396,N,1430,TOTAL,188,136,46,
LONG BEACH,3850335A,1579,396,N,1023,POLLING PLACE,280,148,113,
LONG BEACH,3850335A,1579,396,N,,VBM PORTION,136,67,67,
LONG BEACH,3850335A,1579,396,N,1023,TOTAL,416,215,180,
LONG BEACH,3850337A,1580,396,N,1483,POLLING PLACE,376,220,142,
LONG BEACH,3850337A,1580,396,N,,VBM PORTION,167,93,69,
LONG BEACH,3850337A,1580,396,N,1483,TOTAL,543,313,211,
LONG BEACH,3850345A,1581,355,N,1035,POLLING PLACE,109,82,23,
LONG BEACH,3850345A,1581,355,N,,VBM PORTION,34,22,9,
LONG BEACH,3850345A,1581,355,N,1035,TOTAL,143,104,32,
LONG BEACH,3850346A,1582,396,N,915,POLLING PLACE,222,120,93,
LONG BEACH,3850346A,1582,396,N,,VBM PORTION,72,33,37,
LONG BEACH,3850346A,1582,396,N,915,TOTAL,294,153,130,
LONG BEACH,3850348A,1583,396,N,856,POLLING PLACE,205,95,91,
LONG BEACH,3850348A,1583,396,N,,VBM PORTION,84,36,43,
LONG BEACH,3850348A,1583,396,N,856,TOTAL,289,131,134,
LONG BEACH,3850349A,1584,396,N,1193,POLLING PLACE,271,134,120,
LONG BEACH,3850349A,1584,396,N,,VBM PORTION,114,57,53,
LONG BEACH,3850349A,1584,396,N,1193,TOTAL,385,191,173,
LONG BEACH,3850351A,1585,396,N,965,POLLING PLACE,218,125,77,
LONG BEACH,3850351A,1585,396,N,,VBM PORTION,87,42,43,
LONG BEACH,3850351A,1585,396,N,965,TOTAL,305,167,120,
LONG BEACH,3850356A,1586,396,N,1249,POLLING PLACE,237,141,85,
LONG BEACH,3850356A,1586,396,N,,VBM PORTION,144,61,77,
LONG BEACH,3850356A,1586,396,N,1249,TOTAL,381,202,162,
LONG BEACH,3850360A,1587,396,N,1206,POLLING PLACE,61,48,12,
LONG BEACH,3850360A,1587,396,N,,VBM PORTION,45,26,16,
LONG BEACH,3850360A,1587,396,N,1206,TOTAL,106,74,28,
LONG BEACH,3850361A,1588,396,N,875,POLLING PLACE,148,121,25,
LONG BEACH,3850361A,1588,396,N,,VBM PORTION,62,43,17,
LONG BEACH,3850361A,1588,396,N,875,TOTAL,210,164,42,
LONG BEACH,3850362A,1589,396,N,874,POLLING PLACE,132,106,19,
LONG BEACH,3850362A,1589,396,N,,VBM PORTION,47,35,7,
LONG BEACH,3850362A,1589,396,N,874,TOTAL,179,141,26,
LONG BEACH,3850366A,1590,396,N,912,POLLING PLACE,216,104,103,
LONG BEACH,3850366A,1590,396,N,,VBM PORTION,75,33,39,
LONG BEACH,3850366A,1590,396,N,912,TOTAL,291,137,142,
LONG BEACH,3850367A,1591,396,N,697,POLLING PLACE,141,76,59,
LONG BEACH,3850367A,1591,396,N,,VBM PORTION,63,30,32,
LONG BEACH,3850367A,1591,396,N,697,TOTAL,204,106,91,
LONG BEACH,3850368A,1592,396,N,877,POLLING PLACE,72,59,11,
LONG BEACH,3850368A,1592,396,N,,VBM PORTION,47,33,12,
LONG BEACH,3850368A,1592,396,N,877,TOTAL,119,92,23,
LONG BEACH,3850370C,1593,396,N,1327,POLLING PLACE,284,129,147,
LONG BEACH,3850370C,1593,396,N,,VBM PORTION,116,59,55,
LONG BEACH,3850370C,1593,396,N,1327,TOTAL,400,188,202,
LONG BEACH,3850372A,1594,396,N,714,POLLING PLACE,195,89,84,
LONG BEACH,3850372A,1594,396,N,,VBM PORTION,63,32,30,
LONG BEACH,3850372A,1594,396,N,714,TOTAL,258,121,114,
LONG BEACH,3850373A,1595,396,N,914,POLLING PLACE,228,122,91,
LONG BEACH,3850373A,1595,396,N,,VBM PORTION,76,33,34,
LONG BEACH,3850373A,1595,396,N,914,TOTAL,304,155,125,
LONG BEACH,3850374A,1596,396,N,965,POLLING PLACE,202,111,80,
LONG BEACH,3850374A,1596,396,N,,VBM PORTION,69,24,43,
LONG BEACH,3850374A,1596,396,N,965,TOTAL,271,135,123,
LONG BEACH,3850376A,1597,396,N,812,POLLING PLACE,179,80,92,
LONG BEACH,3850376A,1597,396,N,,VBM PORTION,57,22,33,
LONG BEACH,3850376A,1597,396,N,812,TOTAL,236,102,125,
LONG BEACH,3850377A,1598,396,N,618,POLLING PLACE,91,59,24,
LONG BEACH,3850377A,1598,396,N,,VBM PORTION,51,25,25,
LONG BEACH,3850377A,1598,396,N,618,TOTAL,142,84,49,
LONG BEACH,3850378A,1599,396,N,905,POLLING PLACE,200,96,87,
LONG BEACH,3850378A,1599,396,N,,VBM PORTION,77,44,30,
LONG BEACH,3850378A,1599,396,N,905,TOTAL,277,140,117,
LONG BEACH,3850379A,1600,396,N,852,POLLING PLACE,75,64,10,
LONG BEACH,3850379A,1600,396,N,,VBM PORTION,20,15,5,
LONG BEACH,3850379A,1600,396,N,852,TOTAL,95,79,15,
LONG BEACH,3850384A,1601,396,N,864,POLLING PLACE,91,63,22,
LONG BEACH,3850384A,1601,396,N,,VBM PORTION,27,20,5,
LONG BEACH,3850384A,1601,396,N,864,TOTAL,118,83,27,
LONG BEACH,3850386A,1602,370,N,1155,POLLING PLACE,207,183,15,
LONG BEACH,3850386A,1602,370,N,,VBM PORTION,42,32,8,
LONG BEACH,3850386A,1602,370,N,1155,TOTAL,249,215,23,
LONG BEACH,3850393A,1603,357,N,360,POLLING PLACE,34,24,5,
LONG BEACH,3850393A,1603,357,N,,VBM PORTION,8,7,1,
LONG BEACH,3850393A,1603,357,N,360,TOTAL,42,31,6,
LONG BEACH,3850395A,1604,357,N,428,POLLING PLACE,40,25,10,
LONG BEACH,3850395A,1604,357,N,,VBM PORTION,16,10,4,
LONG BEACH,3850395A,1604,357,N,428,TOTAL,56,35,14,
LONG BEACH,3850399A,1605,396,N,1095,POLLING PLACE,258,126,117,
LONG BEACH,3850399A,1605,396,N,,VBM PORTION,102,43,52,
LONG BEACH,3850399A,1605,396,N,1095,TOTAL,360,169,169,
LONG BEACH,3850400A,1606,396,N,903,POLLING PLACE,83,66,13,
LONG BEACH,3850400A,1606,396,N,,VBM PORTION,52,41,4,
LONG BEACH,3850400A,1606,396,N,903,TOTAL,135,107,17,
LONG BEACH,3850402A,1607,370,N,1209,POLLING PLACE,179,132,43,
LONG BEACH,3850402A,1607,370,N,,VBM PORTION,29,20,9,
LONG BEACH,3850402A,1607,370,N,1209,TOTAL,208,152,52,
LONG BEACH,3850415A,1608,357,N,1055,POLLING PLACE,99,79,14,
LONG BEACH,3850415A,1608,357,N,,VBM PORTION,39,33,6,
LONG BEACH,3850415A,1608,357,N,1055,TOTAL,138,112,20,
LONG BEACH,3850445A,1609,392,N,1228,POLLING PLACE,251,107,129,
LONG BEACH,3850445A,1609,392,N,,VBM PORTION,180,70,104,
LONG BEACH,3850445A,1609,392,N,1228,TOTAL,431,177,233,
LONG BEACH,3850447A,1610,392,N,1533,POLLING PLACE,375,187,171,
LONG BEACH,3850447A,1610,392,N,,VBM PORTION,200,74,115,
LONG BEACH,3850447A,1610,392,N,1533,TOTAL,575,261,286,
LONG BEACH,3850469A,1611,392,N,287,POLLING PLACE,75,33,40,
LONG BEACH,3850469A,1611,392,N,,VBM PORTION,59,27,30,
LONG BEACH,3850469A,1611,392,N,287,TOTAL,134,60,70,
LONG BEACH,3850481A,1612,392,N,764,POLLING PLACE,168,72,88,
LONG BEACH,3850481A,1612,392,N,,VBM PORTION,107,36,68,
LONG BEACH,3850481A,1612,392,N,764,TOTAL,275,108,156,
LONG BEACH,3850517A,1613,396,N,770,POLLING PLACE,110,76,24,
LONG BEACH,3850517A,1613,396,N,,VBM PORTION,48,33,14,
LONG BEACH,3850517A,1613,396,N,770,TOTAL,158,109,38,
LONG BEACH,3850530A,1614,396,N,853,POLLING PLACE,106,63,39,
LONG BEACH,3850530A,1614,396,N,,VBM PORTION,61,40,21,
LONG BEACH,3850530A,1614,396,N,853,TOTAL,167,103,60,
LONG BEACH,3850533A,1615,396,N,860,POLLING PLACE,179,116,50,
LONG BEACH,3850533A,1615,396,N,,VBM PORTION,57,40,16,
LONG BEACH,3850533A,1615,396,N,860,TOTAL,236,156,66,
LONG BEACH,3850535A,1616,392,N,845,POLLING PLACE,218,108,93,
LONG BEACH,3850535A,1616,392,N,,VBM PORTION,87,34,48,
LONG BEACH,3850535A,1616,392,N,845,TOTAL,305,142,141,
LONG BEACH,3850539A,1617,392,N,1160,POLLING PLACE,285,146,124,
LONG BEACH,3850539A,1617,392,N,,VBM PORTION,141,62,74,
LONG BEACH,3850539A,1617,392,N,1160,TOTAL,426,208,198,
LONG BEACH,3850545A,1618,396,N,630,POLLING PLACE,70,56,13,
LONG BEACH,3850545A,1618,396,N,,VBM PORTION,68,39,27,
LONG BEACH,3850545A,1618,396,N,630,TOTAL,138,95,40,
LONG BEACH,3850546A,1619,355,N,497,POLLING PLACE,52,34,12,
LONG BEACH,3850546A,1619,355,N,,VBM PORTION,18,12,5,
LONG BEACH,3850546A,1619,355,N,497,TOTAL,70,46,17,
LONG BEACH,3850547A,1620,355,N,996,POLLING PLACE,130,87,38,
LONG BEACH,3850547A,1620,355,N,,VBM PORTION,35,25,9,
LONG BEACH,3850547A,1620,355,N,996,TOTAL,165,112,47,
LONG BEACH,3850549A,1621,396,N,1509,POLLING PLACE,213,133,60,
LONG BEACH,3850549A,1621,396,N,,VBM PORTION,173,92,68,
LONG BEACH,3850549A,1621,396,N,1509,TOTAL,386,225,128,
LONG BEACH,3850551B,1622,355,N,725,POLLING PLACE,64,49,11,
LONG BEACH,3850551B,1622,355,N,,VBM PORTION,21,13,8,
LONG BEACH,3850551B,1622,355,N,725,TOTAL,85,62,19,
LONG BEACH,3850552A,1623,355,N,629,POLLING PLACE,71,48,20,
LONG BEACH,3850552A,1623,355,N,,VBM PORTION,32,18,13,
LONG BEACH,3850552A,1623,355,N,629,TOTAL,103,66,33,
LONG BEACH,3850552B,1624,355,N,799,POLLING PLACE,103,70,27,
LONG BEACH,3850552B,1624,355,N,,VBM PORTION,26,13,10,
LONG BEACH,3850552B,1624,355,N,799,TOTAL,129,83,37,
LONG BEACH,3850553A,1625,355,N,1004,POLLING PLACE,104,73,26,
LONG BEACH,3850553A,1625,355,N,,VBM PORTION,35,25,6,
LONG BEACH,3850553A,1625,355,N,1004,TOTAL,139,98,32,
LONG BEACH,3850554A,1626,357,N,662,POLLING PLACE,58,37,14,
LONG BEACH,3850554A,1626,357,N,,VBM PORTION,35,21,13,
LONG BEACH,3850554A,1626,357,N,662,TOTAL,93,58,27,
LONG BEACH,3850558B,1627,396,N,875,POLLING PLACE,101,59,33,
LONG BEACH,3850558B,1627,396,N,,VBM PORTION,56,39,16,
LONG BEACH,3850558B,1627,396,N,875,TOTAL,157,98,49,
LONG BEACH,3850559A,1628,396,N,1299,POLLING PLACE,226,139,75,
LONG BEACH,3850559A,1628,396,N,,VBM PORTION,80,36,42,
LONG BEACH,3850559A,1628,396,N,1299,TOTAL,306,175,117,
