LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TED LIEU,ELAN CARR,
BALLOT GROUP 225,9990225A,8225,225,N,,POLLING PLACE,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,VBM PORTION,,,,
BALLOT GROUP 225,9990225A,8225,225,N,,TOTAL,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,POLLING PLACE,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,VBM PORTION,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,TOTAL,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,POLLING PLACE,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,VBM PORTION,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,TOTAL,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,POLLING PLACE,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,VBM PORTION,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,TOTAL,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,POLLING PLACE,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,VBM PORTION,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,TOTAL,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,POLLING PLACE,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,VBM PORTION,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,TOTAL,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,POLLING PLACE,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,VBM PORTION,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,TOTAL,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,POLLING PLACE,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,VBM PORTION,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,TOTAL,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,POLLING PLACE,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,VBM PORTION,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,TOTAL,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,POLLING PLACE,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,VBM PORTION,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,TOTAL,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,POLLING PLACE,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,VBM PORTION,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,TOTAL,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,POLLING PLACE,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,VBM PORTION,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,TOTAL,,,,
BALLOT GROUP 384,9990384A,8384,384,N,,POLLING PLACE,,,,
BALLOT GROUP 384,9990384A,8384,384,N,,VBM PORTION,,,,
BALLOT GROUP 384,9990384A,8384,384,N,,TOTAL,,,,
BALLOT GROUP 389,9990389A,8389,389,N,,POLLING PLACE,,,,
BALLOT GROUP 389,9990389A,8389,389,N,,VBM PORTION,,,,
BALLOT GROUP 389,9990389A,8389,389,N,,TOTAL,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,POLLING PLACE,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,VBM PORTION,,,,
BALLOT GROUP 390,9990390A,8390,390,N,,TOTAL,,,,
