LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JIM MCDONNELL,PAUL TANAKA,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,74,39,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,39,21,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,113,60,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,75,34,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,79,28,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,154,62,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,107,33,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,47,8,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,154,41,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,144,50,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,72,18,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,216,68,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,110,51,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,62,19,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,172,70,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,4,1,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,4,1,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,119,37,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,70,12,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,189,49,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,93,46,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,67,14,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,160,60,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,1,,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,1,,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,124,55,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,66,27,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,190,82,
ARTESIA,0400001A,117,277,N,779,POLLING PLACE,162,102,34,
ARTESIA,0400001A,117,277,N,,VBM PORTION,23,14,7,
ARTESIA,0400001A,117,277,N,779,TOTAL,185,116,41,
ARTESIA,0400002A,118,274,N,1116,POLLING PLACE,180,104,44,
ARTESIA,0400002A,118,274,N,,VBM PORTION,137,86,31,
ARTESIA,0400002A,118,274,N,1116,TOTAL,317,190,75,
ARTESIA,0400004A,119,274,N,911,POLLING PLACE,202,101,48,
ARTESIA,0400004A,119,274,N,,VBM PORTION,69,45,13,
ARTESIA,0400004A,119,274,N,911,TOTAL,271,146,61,
ARTESIA,0400006A,120,274,N,988,POLLING PLACE,188,106,36,
ARTESIA,0400006A,120,274,N,,VBM PORTION,63,34,11,
ARTESIA,0400006A,120,274,N,988,TOTAL,251,140,47,
ARTESIA,0400007A,121,274,N,993,POLLING PLACE,188,117,32,
ARTESIA,0400007A,121,274,N,,VBM PORTION,87,47,28,
ARTESIA,0400007A,121,274,N,993,TOTAL,275,164,60,
ARTESIA,0400008A,122,274,N,1005,POLLING PLACE,173,97,46,
ARTESIA,0400008A,122,274,N,,VBM PORTION,95,60,15,
ARTESIA,0400008A,122,274,N,1005,TOTAL,268,157,61,
ARTESIA,0400010C,123,274,N,1027,POLLING PLACE,139,84,27,
ARTESIA,0400010C,123,274,N,,VBM PORTION,109,63,20,
ARTESIA,0400010C,123,274,N,1027,TOTAL,248,147,47,
ATHENS,0450001A,124,371,N,1168,POLLING PLACE,179,102,53,
ATHENS,0450001A,124,371,N,,VBM PORTION,44,22,15,
ATHENS,0450001A,124,371,N,1168,TOTAL,223,124,68,
ATHENS,0450002B,125,371,N,1203,POLLING PLACE,248,135,88,
ATHENS,0450002B,125,371,N,,VBM PORTION,39,22,10,
ATHENS,0450002B,125,371,N,1203,TOTAL,287,157,98,
ATHENS,0450004A,126,366,N,1286,POLLING PLACE,177,100,53,
ATHENS,0450004A,126,366,N,,VBM PORTION,73,43,22,
ATHENS,0450004A,126,366,N,1286,TOTAL,250,143,75,
ATHENS,0450007A,127,371,N,996,POLLING PLACE,208,116,64,
ATHENS,0450007A,127,371,N,,VBM PORTION,61,37,15,
ATHENS,0450007A,127,371,N,996,TOTAL,269,153,79,
ATHENS,0450008A,128,371,N,582,POLLING PLACE,151,97,41,
ATHENS,0450008A,128,371,N,,VBM PORTION,37,18,4,
ATHENS,0450008A,128,371,N,582,TOTAL,188,115,45,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,73,11,
AVALON,0500001A,129,388,N,,VBM PORTION,56,41,4,
AVALON,0500001A,129,388,N,460,TOTAL,158,114,15,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,162,50,
AVALON,0500003A,130,388,N,,VBM PORTION,135,93,12,
AVALON,0500003A,130,388,N,1161,TOTAL,384,255,62,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,114,61,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,44,17,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,158,78,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,78,39,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,11,7,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,89,46,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,95,33,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,32,19,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,127,52,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,16,9,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,16,9,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,28,15,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,7,5,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,35,20,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,7,4,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,,1,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,7,5,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,82,46,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,34,12,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,116,58,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,49,25,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,6,3,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,55,28,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,72,29,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,26,7,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,98,36,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,72,17,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,18,2,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,90,19,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,36,15,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,10,5,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,46,20,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,3,2,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,2,1,
AZUSA,0550001A,142,133,N,108,TOTAL,13,5,3,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,5,,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,5,,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,89,37,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,11,3,
AZUSA,0550002A,143,129,N,763,TOTAL,170,100,40,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,112,67,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,21,12,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,133,79,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,103,67,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,33,11,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,136,78,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,129,43,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,35,13,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,164,56,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,32,19,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,6,10,
AZUSA,0550010B,147,129,N,518,TOTAL,83,38,29,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,19,5,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,19,5,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,68,19,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,48,16,
AZUSA,0550011A,148,129,N,627,TOTAL,181,116,35,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,54,23,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,10,5,
AZUSA,0550012A,149,129,N,599,TOTAL,102,64,28,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,38,36,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,22,17,
AZUSA,0550012E,150,129,N,738,TOTAL,132,60,53,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,85,38,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,24,16,
AZUSA,0550023B,151,128,N,915,TOTAL,184,109,54,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,54,23,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,12,7,
AZUSA,0550025B,152,129,N,488,TOTAL,107,66,30,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,83,36,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,40,17,
AZUSA,0550073A,153,129,N,830,TOTAL,209,123,53,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,104,56,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,36,13,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,140,69,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,47,24,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,12,7,
AZUSA,0550076A,155,128,N,561,TOTAL,104,59,31,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,96,54,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,35,12,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,131,66,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,118,48,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,104,28,
AZUSA,0550079A,157,128,N,940,TOTAL,369,222,76,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,139,41,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,48,24,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,187,65,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,75,22,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,35,12,
AZUSA,0550081A,159,129,N,569,TOTAL,171,110,34,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,91,53,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,52,10,
AZUSA,0550084B,160,129,N,868,TOTAL,257,143,63,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,115,40,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,46,15,
AZUSA,0550085A,161,129,N,922,TOTAL,256,161,55,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,106,43,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,45,8,
AZUSA,0550086A,162,130,N,759,TOTAL,252,151,51,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,89,46,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,23,5,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,112,51,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,76,45,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,35,14,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,111,59,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,124,44,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,21,2,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,145,46,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,79,51,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,24,4,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,103,55,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,85,50,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,34,13,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,119,63,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,85,38,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,26,7,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,111,45,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,67,33,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,28,16,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,95,49,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,89,43,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,34,9,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,123,52,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,99,41,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,41,23,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,140,64,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,103,47,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,59,15,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,162,62,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,95,34,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,44,15,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,139,49,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,32,24,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,13,9,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,45,33,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,130,42,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,37,9,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,167,51,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,108,40,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,27,16,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,135,56,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,55,28,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,18,10,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,73,38,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,102,54,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,37,23,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,139,77,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,51,34,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,21,7,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,72,41,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,110,42,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,23,6,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,133,48,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,99,47,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,33,15,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,132,62,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,64,29,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,20,20,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,84,49,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,55,30,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,26,9,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,81,39,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,48,23,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,20,6,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,68,29,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,9,1,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,9,1,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,57,35,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,16,10,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,73,45,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,92,46,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,30,7,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,122,53,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,93,44,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,23,24,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,116,68,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,79,49,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,20,15,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,99,64,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,99,50,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,27,7,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,126,57,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,99,47,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,13,9,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,112,56,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,68,34,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,18,6,
BASSETT,0670005A,191,131,N,746,TOTAL,141,86,40,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,103,47,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,28,12,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,131,59,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,58,30,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,17,9,
BASSETT,0670010A,193,131,N,709,TOTAL,132,75,39,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,105,53,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,30,11,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,135,64,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,69,23,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,22,2,
BASSETT,0670142A,195,131,N,593,TOTAL,127,91,25,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,111,42,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,20,11,
BASSETT,0670143A,196,131,N,977,TOTAL,206,131,53,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,117,33,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,16,10,
BASSETT,0670144A,197,131,N,947,TOTAL,206,133,43,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,79,45,
BELL,0700001A,198,347,N,,VBM PORTION,26,16,5,
BELL,0700001A,198,347,N,957,TOTAL,162,95,50,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,81,50,
BELL,0700002A,199,347,N,,VBM PORTION,17,9,7,
BELL,0700002A,199,347,N,967,TOTAL,171,90,57,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,75,31,
BELL,0700005A,200,347,N,,VBM PORTION,41,19,14,
BELL,0700005A,200,347,N,1135,TOTAL,163,94,45,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,94,52,
BELL,0700007B,201,347,N,,VBM PORTION,38,20,13,
BELL,0700007B,201,347,N,1146,TOTAL,203,114,65,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,103,56,
BELL,0700008A,202,347,N,,VBM PORTION,27,18,7,
BELL,0700008A,202,347,N,1081,TOTAL,206,121,63,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,87,41,
BELL,0700010A,203,347,N,,VBM PORTION,51,35,11,
BELL,0700010A,203,347,N,1170,TOTAL,203,122,52,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,132,50,
BELL,0700011A,204,347,N,,VBM PORTION,37,26,8,
BELL,0700011A,204,347,N,1142,TOTAL,238,158,58,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,95,45,
BELL,0700013A,205,347,N,,VBM PORTION,48,25,11,
BELL,0700013A,205,347,N,1002,TOTAL,208,120,56,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,91,34,
BELL,0700017A,206,347,N,,VBM PORTION,29,19,7,
BELL,0700017A,206,347,N,887,TOTAL,176,110,41,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,117,57,
BELL,0700018A,207,347,N,,VBM PORTION,17,12,4,
BELL,0700018A,207,347,N,1047,TOTAL,206,129,61,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,94,28,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,43,12,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,137,40,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,122,50,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,41,12,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,163,62,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,80,30,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,28,14,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,108,44,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,141,40,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,35,8,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,176,48,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,42,16,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,17,2,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,59,18,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,39,15,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,10,7,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,49,22,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,6,3,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,7,,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,13,3,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,81,32,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,29,8,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,110,40,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,90,42,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,49,13,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,139,55,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,68,19,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,26,5,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,94,24,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,80,37,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,31,12,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,111,49,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,88,32,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,42,13,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,130,45,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,120,50,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,39,16,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,159,66,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,100,36,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,35,11,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,135,47,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,75,17,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,31,5,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,106,22,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,75,31,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,41,8,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,116,39,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,100,31,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,34,18,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,134,49,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,57,33,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,16,9,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,73,42,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,116,41,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,40,17,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,156,58,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,66,18,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,37,7,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,103,25,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,79,25,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,23,6,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,102,31,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,63,25,
