LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GERRIE SCHIPSKE,TONIA REYES URANGA,JOHN ALLEN,LARRY S ANDRE,LYNN V DYMALLY,MASON B INOCENTES,
BALLOT GROUP 275,9990275A,8275,275,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 275,9990275A,8275,275,N,,TOTAL,,,,,,,,
BALLOT GROUP 276,9990276A,8276,276,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 276,9990276A,8276,276,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 276,9990276A,8276,276,N,,TOTAL,,,,,,,,
BALLOT GROUP 277,9990277A,8277,277,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 277,9990277A,8277,277,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 277,9990277A,8277,277,N,,TOTAL,,,,,,,,
BALLOT GROUP 278,9990278A,8278,278,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 278,9990278A,8278,278,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 278,9990278A,8278,278,N,,TOTAL,,,,,,,,
BALLOT GROUP 287,9990287A,8287,287,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 287,9990287A,8287,287,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 287,9990287A,8287,287,N,,TOTAL,,,,,,,,
BALLOT GROUP 340,9990340A,8340,340,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 340,9990340A,8340,340,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 340,9990340A,8340,340,N,,TOTAL,,,,,,,,
BALLOT GROUP 341,9990341A,8341,341,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 341,9990341A,8341,341,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 341,9990341A,8341,341,N,,TOTAL,,,,,,,,
BALLOT GROUP 342,9990342A,8342,342,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 342,9990342A,8342,342,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 342,9990342A,8342,342,N,,TOTAL,,,,,,,,
BALLOT GROUP 343,9990343A,8343,343,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 343,9990343A,8343,343,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 343,9990343A,8343,343,N,,TOTAL,,,,,,,,
BALLOT GROUP 344,9990344A,8344,344,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 344,9990344A,8344,344,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 344,9990344A,8344,344,N,,TOTAL,,,,,,,,
BALLOT GROUP 345,9990345A,8345,345,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 345,9990345A,8345,345,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 345,9990345A,8345,345,N,,TOTAL,,,,,,,,
BALLOT GROUP 346,9990346A,8346,346,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 346,9990346A,8346,346,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 346,9990346A,8346,346,N,,TOTAL,,,,,,,,
BALLOT GROUP 352,9990352A,8352,352,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 352,9990352A,8352,352,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 352,9990352A,8352,352,N,,TOTAL,,,,,,,,
BALLOT GROUP 355,9990355A,8355,355,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 355,9990355A,8355,355,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 355,9990355A,8355,355,N,,TOTAL,,,,,,,,
BALLOT GROUP 357,9990357A,8357,357,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 357,9990357A,8357,357,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 357,9990357A,8357,357,N,,TOTAL,,,,,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 365,9990365A,8365,365,N,,TOTAL,,,,,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 370,9990370A,8370,370,N,,TOTAL,,,,,,,,
BALLOT GROUP 391,9990391A,8391,391,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 391,9990391A,8391,391,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 391,9990391A,8391,391,N,,TOTAL,,,,,,,,
BALLOT GROUP 392,9990392A,8392,392,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 392,9990392A,8392,392,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 392,9990392A,8392,392,N,,TOTAL,,,,,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 394,9990394A,8394,394,N,,TOTAL,,,,,,,,
BALLOT GROUP 396,9990396A,8396,396,N,,POLLING PLACE,,,,,,,,
BALLOT GROUP 396,9990396A,8396,396,N,,VBM PORTION,,,,,,,,
BALLOT GROUP 396,9990396A,8396,396,N,,TOTAL,,,,,,,,
