LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON,G RICK MARSHALL,
ATHENS,0450008A,128,371,N,582,TOTAL,188,160,12,
AVALON,0500001A,129,388,N,460,POLLING PLACE,102,50,36,
AVALON,0500001A,129,388,N,,VBM PORTION,56,18,31,
AVALON,0500001A,129,388,N,460,TOTAL,158,68,67,
AVALON,0500003A,130,388,N,1161,POLLING PLACE,249,106,104,
AVALON,0500003A,130,388,N,,VBM PORTION,135,39,82,
AVALON,0500003A,130,388,N,1161,TOTAL,384,145,186,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,130,55,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,44,27,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,174,82,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,93,27,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,14,4,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,107,31,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520003A,6025,245,Y,,TOTAL,,,,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,81,51,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,31,26,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,112,77,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,12,11,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,12,11,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,27,18,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,9,3,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,36,21,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,9,1,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,,1,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,9,2,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,71,64,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,34,14,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,105,78,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,48,24,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,4,7,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,52,31,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,74,33,
AVOCADO HEIGHTS,0520010A,139,239,N,,VBM PORTION,39,27,10,
AVOCADO HEIGHTS,0520010A,139,239,N,711,TOTAL,153,101,43,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,,VBM PORTION,,,,
AVOCADO HEIGHTS,0520010B,6026,240,Y,4,TOTAL,,,,
AVOCADO HEIGHTS,0520012A,140,240,N,474,POLLING PLACE,97,52,35,
AVOCADO HEIGHTS,0520012A,140,240,N,,VBM PORTION,26,9,14,
AVOCADO HEIGHTS,0520012A,140,240,N,474,TOTAL,123,61,49,
AVOCADO HEIGHTS,0520017A,141,239,N,557,POLLING PLACE,64,39,13,
AVOCADO HEIGHTS,0520017A,141,239,N,,VBM PORTION,20,8,12,
AVOCADO HEIGHTS,0520017A,141,239,N,557,TOTAL,84,47,25,
AZUSA,0550001A,142,133,N,108,POLLING PLACE,9,3,4,
AZUSA,0550001A,142,133,N,,VBM PORTION,4,,3,
AZUSA,0550001A,142,133,N,108,TOTAL,13,3,7,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,3,2,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,3,2,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,84,60,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,9,7,
AZUSA,0550002A,143,129,N,763,TOTAL,170,93,67,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,129,57,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,22,13,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,151,70,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,124,51,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,34,15,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,158,66,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,113,59,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,39,7,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,152,66,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,34,20,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,8,7,
AZUSA,0550010B,147,129,N,518,TOTAL,83,42,27,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,20,4,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,20,4,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,40,46,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,25,37,
AZUSA,0550011A,148,129,N,627,TOTAL,181,65,83,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,51,24,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,10,7,
AZUSA,0550012A,149,129,N,599,TOTAL,102,61,31,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,50,29,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,23,15,
AZUSA,0550012E,150,129,N,738,TOTAL,132,73,44,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,86,44,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,31,16,
AZUSA,0550023B,151,128,N,915,TOTAL,184,117,60,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,53,21,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,11,7,
AZUSA,0550025B,152,129,N,488,TOTAL,107,64,28,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,88,43,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,30,26,
AZUSA,0550073A,153,129,N,830,TOTAL,209,118,69,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,102,74,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,31,19,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,133,93,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,49,24,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,14,8,
AZUSA,0550076A,155,128,N,561,TOTAL,104,63,32,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,116,48,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,36,14,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,152,62,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,81,88,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,66,76,
AZUSA,0550079A,157,128,N,940,TOTAL,369,147,164,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,109,82,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,34,36,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,143,118,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,43,60,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,25,28,
AZUSA,0550081A,159,129,N,569,TOTAL,171,68,88,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,99,62,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,20,44,
AZUSA,0550084B,160,129,N,868,TOTAL,257,119,106,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,91,77,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,40,24,
AZUSA,0550085A,161,129,N,922,TOTAL,256,131,101,
AZUSA,0550085C,6029,136,Y,,POLLING PLACE,,,,
AZUSA,0550085C,6029,136,Y,,VBM PORTION,,,,
AZUSA,0550085C,6029,136,Y,,TOTAL,,,,
AZUSA,0550085F,6030,137,Y,,POLLING PLACE,,,,
AZUSA,0550085F,6030,137,Y,,VBM PORTION,,,,
AZUSA,0550085F,6030,137,Y,,TOTAL,,,,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,74,94,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,27,33,
AZUSA,0550086A,162,130,N,759,TOTAL,252,101,127,
BALDWIN PARK,0600001A,163,138,N,999,POLLING PLACE,151,104,35,
BALDWIN PARK,0600001A,163,138,N,,VBM PORTION,33,26,6,
BALDWIN PARK,0600001A,163,138,N,999,TOTAL,184,130,41,
BALDWIN PARK,0600002A,164,138,N,1070,POLLING PLACE,130,99,27,
BALDWIN PARK,0600002A,164,138,N,,VBM PORTION,54,37,13,
BALDWIN PARK,0600002A,164,138,N,1070,TOTAL,184,136,40,
BALDWIN PARK,0600006A,165,138,N,1045,POLLING PLACE,189,123,47,
BALDWIN PARK,0600006A,165,138,N,,VBM PORTION,26,18,6,
BALDWIN PARK,0600006A,165,138,N,1045,TOTAL,215,141,53,
BALDWIN PARK,0600007A,166,138,N,852,POLLING PLACE,154,116,28,
BALDWIN PARK,0600007A,166,138,N,,VBM PORTION,45,25,11,
BALDWIN PARK,0600007A,166,138,N,852,TOTAL,199,141,39,
BALDWIN PARK,0600008A,167,138,N,1004,POLLING PLACE,167,104,45,
BALDWIN PARK,0600008A,167,138,N,,VBM PORTION,55,35,14,
BALDWIN PARK,0600008A,167,138,N,1004,TOTAL,222,139,59,
BALDWIN PARK,0600009A,168,138,N,1111,POLLING PLACE,149,99,37,
BALDWIN PARK,0600009A,168,138,N,,VBM PORTION,45,26,11,
BALDWIN PARK,0600009A,168,138,N,1111,TOTAL,194,125,48,
BALDWIN PARK,0600010A,169,138,N,950,POLLING PLACE,121,87,22,
BALDWIN PARK,0600010A,169,138,N,,VBM PORTION,51,30,14,
BALDWIN PARK,0600010A,169,138,N,950,TOTAL,172,117,36,
BALDWIN PARK,0600012A,170,138,N,1146,POLLING PLACE,151,101,39,
BALDWIN PARK,0600012A,170,138,N,,VBM PORTION,50,23,21,
BALDWIN PARK,0600012A,170,138,N,1146,TOTAL,201,124,60,
BALDWIN PARK,0600013A,171,138,N,1145,POLLING PLACE,168,111,40,
BALDWIN PARK,0600013A,171,138,N,,VBM PORTION,75,37,34,
BALDWIN PARK,0600013A,171,138,N,1145,TOTAL,243,148,74,
BALDWIN PARK,0600014A,172,138,N,1161,POLLING PLACE,168,106,45,
BALDWIN PARK,0600014A,172,138,N,,VBM PORTION,85,56,19,
BALDWIN PARK,0600014A,172,138,N,1161,TOTAL,253,162,64,
BALDWIN PARK,0600016A,173,138,N,1037,POLLING PLACE,151,97,36,
BALDWIN PARK,0600016A,173,138,N,,VBM PORTION,66,45,15,
BALDWIN PARK,0600016A,173,138,N,1037,TOTAL,217,142,51,
BALDWIN PARK,0600017A,174,133,N,464,POLLING PLACE,73,45,21,
BALDWIN PARK,0600017A,174,133,N,,VBM PORTION,28,15,8,
BALDWIN PARK,0600017A,174,133,N,464,TOTAL,101,60,29,
BALDWIN PARK,0600019A,175,138,N,1179,POLLING PLACE,198,112,61,
BALDWIN PARK,0600019A,175,138,N,,VBM PORTION,56,29,21,
BALDWIN PARK,0600019A,175,138,N,1179,TOTAL,254,141,82,
BALDWIN PARK,0600020A,176,138,N,1123,POLLING PLACE,174,99,59,
BALDWIN PARK,0600020A,176,138,N,,VBM PORTION,49,29,15,
BALDWIN PARK,0600020A,176,138,N,1123,TOTAL,223,128,74,
BALDWIN PARK,0600021B,177,138,N,788,POLLING PLACE,94,65,20,
BALDWIN PARK,0600021B,177,138,N,,VBM PORTION,38,25,5,
BALDWIN PARK,0600021B,177,138,N,788,TOTAL,132,90,25,
BALDWIN PARK,0600024E,178,138,N,1176,POLLING PLACE,172,122,44,
BALDWIN PARK,0600024E,178,138,N,,VBM PORTION,72,41,25,
BALDWIN PARK,0600024E,178,138,N,1176,TOTAL,244,163,69,
BALDWIN PARK,0600025A,179,138,N,704,POLLING PLACE,96,68,23,
BALDWIN PARK,0600025A,179,138,N,,VBM PORTION,33,19,9,
BALDWIN PARK,0600025A,179,138,N,704,TOTAL,129,87,32,
BALDWIN PARK,0600026A,180,138,N,909,POLLING PLACE,166,121,35,
BALDWIN PARK,0600026A,180,138,N,,VBM PORTION,34,15,13,
BALDWIN PARK,0600026A,180,138,N,909,TOTAL,200,136,48,
BALDWIN PARK,0600027A,181,138,N,1115,POLLING PLACE,161,119,29,
BALDWIN PARK,0600027A,181,138,N,,VBM PORTION,57,41,13,
BALDWIN PARK,0600027A,181,138,N,1115,TOTAL,218,160,42,
BALDWIN PARK,0600028A,182,138,N,942,POLLING PLACE,109,66,35,
BALDWIN PARK,0600028A,182,138,N,,VBM PORTION,48,32,8,
BALDWIN PARK,0600028A,182,138,N,942,TOTAL,157,98,43,
BALDWIN PARK,0600029A,183,138,N,1033,POLLING PLACE,103,69,21,
BALDWIN PARK,0600029A,183,138,N,,VBM PORTION,41,28,6,
BALDWIN PARK,0600029A,183,138,N,1033,TOTAL,144,97,27,
BALDWIN PARK,0600030A,184,138,N,644,POLLING PLACE,77,48,22,
BALDWIN PARK,0600030A,184,138,N,,VBM PORTION,30,22,6,
BALDWIN PARK,0600030A,184,138,N,644,TOTAL,107,70,28,
BALDWIN PARK,0600030F,6031,132,Y,127,POLLING PLACE,,,,
BALDWIN PARK,0600030F,6031,132,Y,,VBM PORTION,10,10,,
BALDWIN PARK,0600030F,6031,132,Y,127,TOTAL,10,10,,
BALDWIN PARK,0600034A,185,138,N,961,POLLING PLACE,115,71,32,
BALDWIN PARK,0600034A,185,138,N,,VBM PORTION,29,24,4,
BALDWIN PARK,0600034A,185,138,N,961,TOTAL,144,95,36,
BALDWIN PARK,0600035A,186,138,N,1052,POLLING PLACE,162,116,33,
BALDWIN PARK,0600035A,186,138,N,,VBM PORTION,40,27,10,
BALDWIN PARK,0600035A,186,138,N,1052,TOTAL,202,143,43,
BALDWIN PARK,0600036A,187,138,N,899,POLLING PLACE,161,103,43,
BALDWIN PARK,0600036A,187,138,N,,VBM PORTION,57,31,21,
BALDWIN PARK,0600036A,187,138,N,899,TOTAL,218,134,64,
BALDWIN PARK,0600037A,188,138,N,1082,POLLING PLACE,152,105,38,
BALDWIN PARK,0600037A,188,138,N,,VBM PORTION,40,30,9,
BALDWIN PARK,0600037A,188,138,N,1082,TOTAL,192,135,47,
BALDWIN PARK,0600041B,189,138,N,952,POLLING PLACE,178,123,32,
BALDWIN PARK,0600041B,189,138,N,,VBM PORTION,39,24,10,
BALDWIN PARK,0600041B,189,138,N,952,TOTAL,217,147,42,
BALDWIN PARK,0600052C,190,138,N,1016,POLLING PLACE,168,124,31,
BALDWIN PARK,0600052C,190,138,N,,VBM PORTION,25,20,2,
BALDWIN PARK,0600052C,190,138,N,1016,TOTAL,193,144,33,
BASSETT,0670005A,191,131,N,746,POLLING PLACE,113,84,20,
BASSETT,0670005A,191,131,N,,VBM PORTION,28,17,7,
BASSETT,0670005A,191,131,N,746,TOTAL,141,101,27,
BASSETT,0670006A,192,131,N,1027,POLLING PLACE,166,112,38,
BASSETT,0670006A,192,131,N,,VBM PORTION,44,32,8,
BASSETT,0670006A,192,131,N,1027,TOTAL,210,144,46,
BASSETT,0670010A,193,131,N,709,POLLING PLACE,104,78,16,
BASSETT,0670010A,193,131,N,,VBM PORTION,28,19,8,
BASSETT,0670010A,193,131,N,709,TOTAL,132,97,24,
BASSETT,0670141A,194,131,N,1113,POLLING PLACE,182,110,49,
BASSETT,0670141A,194,131,N,,VBM PORTION,43,27,11,
BASSETT,0670141A,194,131,N,1113,TOTAL,225,137,60,
BASSETT,0670142A,195,131,N,593,POLLING PLACE,103,72,23,
BASSETT,0670142A,195,131,N,,VBM PORTION,24,13,10,
BASSETT,0670142A,195,131,N,593,TOTAL,127,85,33,
BASSETT,0670143A,196,131,N,977,POLLING PLACE,171,114,40,
BASSETT,0670143A,196,131,N,,VBM PORTION,35,23,9,
BASSETT,0670143A,196,131,N,977,TOTAL,206,137,49,
BASSETT,0670144A,197,131,N,947,POLLING PLACE,167,119,38,
BASSETT,0670144A,197,131,N,,VBM PORTION,39,21,9,
BASSETT,0670144A,197,131,N,947,TOTAL,206,140,47,
BELL,0700001A,198,347,N,957,POLLING PLACE,136,92,34,
BELL,0700001A,198,347,N,,VBM PORTION,26,21,5,
BELL,0700001A,198,347,N,957,TOTAL,162,113,39,
BELL,0700002A,199,347,N,967,POLLING PLACE,154,105,29,
BELL,0700002A,199,347,N,,VBM PORTION,17,10,5,
BELL,0700002A,199,347,N,967,TOTAL,171,115,34,
BELL,0700005A,200,347,N,1135,POLLING PLACE,122,84,24,
BELL,0700005A,200,347,N,,VBM PORTION,41,27,6,
BELL,0700005A,200,347,N,1135,TOTAL,163,111,30,
BELL,0700007B,201,347,N,1146,POLLING PLACE,165,125,20,
BELL,0700007B,201,347,N,,VBM PORTION,38,24,9,
BELL,0700007B,201,347,N,1146,TOTAL,203,149,29,
BELL,0700008A,202,347,N,1081,POLLING PLACE,179,130,33,
BELL,0700008A,202,347,N,,VBM PORTION,27,11,15,
BELL,0700008A,202,347,N,1081,TOTAL,206,141,48,
BELL,0700010A,203,347,N,1170,POLLING PLACE,152,111,26,
BELL,0700010A,203,347,N,,VBM PORTION,51,36,12,
BELL,0700010A,203,347,N,1170,TOTAL,203,147,38,
BELL,0700011A,204,347,N,1142,POLLING PLACE,201,141,41,
BELL,0700011A,204,347,N,,VBM PORTION,37,18,15,
BELL,0700011A,204,347,N,1142,TOTAL,238,159,56,
BELL,0700013A,205,347,N,1002,POLLING PLACE,160,108,34,
BELL,0700013A,205,347,N,,VBM PORTION,48,28,16,
BELL,0700013A,205,347,N,1002,TOTAL,208,136,50,
BELL,0700017A,206,347,N,887,POLLING PLACE,147,101,30,
BELL,0700017A,206,347,N,,VBM PORTION,29,18,10,
BELL,0700017A,206,347,N,887,TOTAL,176,119,40,
BELL,0700018A,207,347,N,1047,POLLING PLACE,189,123,45,
BELL,0700018A,207,347,N,,VBM PORTION,17,14,3,
BELL,0700018A,207,347,N,1047,TOTAL,206,137,48,
BELLFLOWER,0750006A,208,302,N,825,POLLING PLACE,140,72,58,
BELLFLOWER,0750006A,208,302,N,,VBM PORTION,62,31,29,
BELLFLOWER,0750006A,208,302,N,825,TOTAL,202,103,87,
BELLFLOWER,0750009A,209,301,N,1074,POLLING PLACE,196,98,75,
BELLFLOWER,0750009A,209,301,N,,VBM PORTION,68,22,34,
BELLFLOWER,0750009A,209,301,N,1074,TOTAL,264,120,109,
BELLFLOWER,0750010A,210,301,N,1000,POLLING PLACE,120,70,45,
BELLFLOWER,0750010A,210,301,N,,VBM PORTION,51,27,16,
BELLFLOWER,0750010A,210,301,N,1000,TOTAL,171,97,61,
BELLFLOWER,0750011A,211,292,N,1111,POLLING PLACE,219,94,103,
BELLFLOWER,0750011A,211,292,N,,VBM PORTION,57,23,29,
BELLFLOWER,0750011A,211,292,N,1111,TOTAL,276,117,132,
BELLFLOWER,0750012A,212,284,N,571,POLLING PLACE,62,47,11,
BELLFLOWER,0750012A,212,284,N,,VBM PORTION,23,12,7,
BELLFLOWER,0750012A,212,284,N,571,TOTAL,85,59,18,
BELLFLOWER,0750012D,213,286,N,873,POLLING PLACE,74,42,20,
BELLFLOWER,0750012D,213,286,N,,VBM PORTION,19,5,10,
BELLFLOWER,0750012D,213,286,N,873,TOTAL,93,47,30,
BELLFLOWER,0750013A,214,300,N,140,POLLING PLACE,9,7,2,
BELLFLOWER,0750013A,214,300,N,,VBM PORTION,7,6,1,
BELLFLOWER,0750013A,214,300,N,140,TOTAL,16,13,3,
BELLFLOWER,0750014A,215,292,N,955,POLLING PLACE,134,73,52,
BELLFLOWER,0750014A,215,292,N,,VBM PORTION,46,27,17,
BELLFLOWER,0750014A,215,292,N,955,TOTAL,180,100,69,
BELLFLOWER,0750016A,216,292,N,1146,POLLING PLACE,141,81,50,
BELLFLOWER,0750016A,216,292,N,,VBM PORTION,70,35,28,
BELLFLOWER,0750016A,216,292,N,1146,TOTAL,211,116,78,
BELLFLOWER,0750017B,217,292,N,1153,POLLING PLACE,100,63,29,
BELLFLOWER,0750017B,217,292,N,,VBM PORTION,42,19,15,
BELLFLOWER,0750017B,217,292,N,1153,TOTAL,142,82,44,
BELLFLOWER,0750019A,218,292,N,1077,POLLING PLACE,137,82,39,
BELLFLOWER,0750019A,218,292,N,,VBM PORTION,51,26,21,
BELLFLOWER,0750019A,218,292,N,1077,TOTAL,188,108,60,
BELLFLOWER,0750021A,219,301,N,829,POLLING PLACE,135,76,52,
BELLFLOWER,0750021A,219,301,N,,VBM PORTION,66,31,27,
BELLFLOWER,0750021A,219,301,N,829,TOTAL,201,107,79,
BELLFLOWER,0750022A,220,284,N,1011,POLLING PLACE,204,85,97,
BELLFLOWER,0750022A,220,284,N,,VBM PORTION,66,30,29,
BELLFLOWER,0750022A,220,284,N,1011,TOTAL,270,115,126,
BELLFLOWER,0750024A,221,293,N,1039,POLLING PLACE,167,99,52,
BELLFLOWER,0750024A,221,293,N,,VBM PORTION,54,32,16,
BELLFLOWER,0750024A,221,293,N,1039,TOTAL,221,131,68,
BELLFLOWER,0750025A,222,301,N,565,POLLING PLACE,96,57,33,
BELLFLOWER,0750025A,222,301,N,,VBM PORTION,50,20,18,
BELLFLOWER,0750025A,222,301,N,565,TOTAL,146,77,51,
BELLFLOWER,0750027A,223,284,N,1026,POLLING PLACE,121,77,35,
BELLFLOWER,0750027A,223,284,N,,VBM PORTION,58,28,21,
BELLFLOWER,0750027A,223,284,N,1026,TOTAL,179,105,56,
BELLFLOWER,0750028A,224,292,N,1021,POLLING PLACE,165,88,54,
BELLFLOWER,0750028A,224,292,N,,VBM PORTION,60,22,32,
BELLFLOWER,0750028A,224,292,N,1021,TOTAL,225,110,86,
BELLFLOWER,0750029C,225,285,N,823,POLLING PLACE,98,65,25,
BELLFLOWER,0750029C,225,285,N,,VBM PORTION,31,14,10,
BELLFLOWER,0750029C,225,285,N,823,TOTAL,129,79,35,
BELLFLOWER,0750030A,226,284,N,1060,POLLING PLACE,192,105,65,
BELLFLOWER,0750030A,226,284,N,,VBM PORTION,72,27,35,
BELLFLOWER,0750030A,226,284,N,1060,TOTAL,264,132,100,
BELLFLOWER,0750031C,227,285,N,907,POLLING PLACE,99,59,32,
BELLFLOWER,0750031C,227,285,N,,VBM PORTION,44,27,13,
BELLFLOWER,0750031C,227,285,N,907,TOTAL,143,86,45,
BELLFLOWER,0750032A,228,284,N,827,POLLING PLACE,112,77,30,
BELLFLOWER,0750032A,228,284,N,,VBM PORTION,30,15,14,
BELLFLOWER,0750032A,228,284,N,827,TOTAL,142,92,44,
BELLFLOWER,0750032C,229,284,N,693,POLLING PLACE,100,68,25,
BELLFLOWER,0750032C,229,284,N,,VBM PORTION,37,19,12,
BELLFLOWER,0750032C,229,284,N,693,TOTAL,137,87,37,
BELLFLOWER,0750033A,230,284,N,935,POLLING PLACE,192,84,86,
BELLFLOWER,0750033A,230,284,N,,VBM PORTION,42,16,21,
BELLFLOWER,0750033A,230,284,N,935,TOTAL,234,100,107,
BELLFLOWER,0750034A,231,286,N,871,POLLING PLACE,144,64,74,
BELLFLOWER,0750034A,231,286,N,,VBM PORTION,60,29,24,
BELLFLOWER,0750034A,231,286,N,871,TOTAL,204,93,98,
BELLFLOWER,0750035A,232,286,N,856,POLLING PLACE,128,102,17,
BELLFLOWER,0750035A,232,286,N,,VBM PORTION,71,42,19,
BELLFLOWER,0750035A,232,286,N,856,TOTAL,199,144,36,
BELLFLOWER,0750036A,233,286,N,954,POLLING PLACE,97,52,33,
BELLFLOWER,0750036A,233,286,N,,VBM PORTION,36,18,11,
BELLFLOWER,0750036A,233,286,N,954,TOTAL,133,70,44,
BELLFLOWER,0750037B,234,292,N,548,POLLING PLACE,105,62,25,
BELLFLOWER,0750037B,234,292,N,,VBM PORTION,31,9,21,
BELLFLOWER,0750037B,234,292,N,548,TOTAL,136,71,46,
BELLFLOWER,0750040A,235,285,N,1012,POLLING PLACE,105,84,14,
BELLFLOWER,0750040A,235,285,N,,VBM PORTION,32,19,13,
BELLFLOWER,0750040A,235,285,N,1012,TOTAL,137,103,27,
BELLFLOWER,0750040D,236,286,N,856,POLLING PLACE,127,87,30,
BELLFLOWER,0750040D,236,286,N,,VBM PORTION,26,15,9,
BELLFLOWER,0750040D,236,286,N,856,TOTAL,153,102,39,
BELLFLOWER,0750041A,237,286,N,984,POLLING PLACE,188,103,77,
BELLFLOWER,0750041A,237,286,N,,VBM PORTION,68,28,28,
BELLFLOWER,0750041A,237,286,N,984,TOTAL,256,131,105,
BELLFLOWER,0750042A,238,293,N,1058,POLLING PLACE,217,114,84,
BELLFLOWER,0750042A,238,293,N,,VBM PORTION,36,13,14,
BELLFLOWER,0750042A,238,293,N,1058,TOTAL,253,127,98,
BELLFLOWER,0750043A,239,286,N,729,POLLING PLACE,166,57,95,
BELLFLOWER,0750043A,239,286,N,,VBM PORTION,57,23,29,
BELLFLOWER,0750043A,239,286,N,729,TOTAL,223,80,124,
BELLFLOWER,0750044A,240,292,N,942,POLLING PLACE,172,74,83,
BELLFLOWER,0750044A,240,292,N,,VBM PORTION,42,22,14,
BELLFLOWER,0750044A,240,292,N,942,TOTAL,214,96,97,
BELLFLOWER,0750045A,241,292,N,702,POLLING PLACE,122,69,40,
BELLFLOWER,0750045A,241,292,N,,VBM PORTION,31,19,10,
BELLFLOWER,0750045A,241,292,N,702,TOTAL,153,88,50,
BELLFLOWER,0750048A,242,284,N,999,POLLING PLACE,149,89,47,
BELLFLOWER,0750048A,242,284,N,,VBM PORTION,77,41,27,
BELLFLOWER,0750048A,242,284,N,999,TOTAL,226,130,74,
BELLFLOWER,0750054B,243,284,N,1085,POLLING PLACE,105,80,16,
BELLFLOWER,0750054B,243,284,N,,VBM PORTION,61,32,17,
BELLFLOWER,0750054B,243,284,N,1085,TOTAL,166,112,33,
BELL GARDENS,0800001A,244,306,N,1059,POLLING PLACE,122,90,24,
BELL GARDENS,0800001A,244,306,N,,VBM PORTION,30,18,8,
BELL GARDENS,0800001A,244,306,N,1059,TOTAL,152,108,32,
BELL GARDENS,0800002A,245,306,N,982,POLLING PLACE,131,95,29,
BELL GARDENS,0800002A,245,306,N,,VBM PORTION,19,12,3,
BELL GARDENS,0800002A,245,306,N,982,TOTAL,150,107,32,
BELL GARDENS,0800003A,246,306,N,988,POLLING PLACE,112,73,22,
BELL GARDENS,0800003A,246,306,N,,VBM PORTION,20,10,8,
BELL GARDENS,0800003A,246,306,N,988,TOTAL,132,83,30,
BELL GARDENS,0800004A,247,306,N,1143,POLLING PLACE,139,101,25,
BELL GARDENS,0800004A,247,306,N,,VBM PORTION,18,12,3,
BELL GARDENS,0800004A,247,306,N,1143,TOTAL,157,113,28,
BELL GARDENS,0800005A,248,306,N,1040,POLLING PLACE,95,67,18,
BELL GARDENS,0800005A,248,306,N,,VBM PORTION,24,19,4,
BELL GARDENS,0800005A,248,306,N,1040,TOTAL,119,86,22,
BELL GARDENS,0800006A,249,306,N,1135,POLLING PLACE,172,134,20,
BELL GARDENS,0800006A,249,306,N,,VBM PORTION,30,18,6,
BELL GARDENS,0800006A,249,306,N,1135,TOTAL,202,152,26,
