LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAMALA D HARRIS,RONALD GOLD,
MANHATTAN BEACH,4100005A,1718,375,N,,VBM PORTION,112,50,56,
MANHATTAN BEACH,4100005A,1718,375,N,1016,TOTAL,355,171,168,
MANHATTAN BEACH,4100007B,1719,375,N,1099,POLLING PLACE,228,111,108,
MANHATTAN BEACH,4100007B,1719,375,N,,VBM PORTION,128,39,82,
MANHATTAN BEACH,4100007B,1719,375,N,1099,TOTAL,356,150,190,
MANHATTAN BEACH,4100012A,1720,375,N,947,POLLING PLACE,261,128,112,
MANHATTAN BEACH,4100012A,1720,375,N,,VBM PORTION,101,37,55,
MANHATTAN BEACH,4100012A,1720,375,N,947,TOTAL,362,165,167,
MANHATTAN BEACH,4100012B,1721,375,N,987,POLLING PLACE,238,108,114,
MANHATTAN BEACH,4100012B,1721,375,N,,VBM PORTION,141,50,86,
MANHATTAN BEACH,4100012B,1721,375,N,987,TOTAL,379,158,200,
MANHATTAN BEACH,4100014C,1722,375,N,901,POLLING PLACE,212,95,107,
MANHATTAN BEACH,4100014C,1722,375,N,,VBM PORTION,118,48,64,
MANHATTAN BEACH,4100014C,1722,375,N,901,TOTAL,330,143,171,
MANHATTAN BEACH,4100017A,1723,375,N,1097,POLLING PLACE,306,157,136,
MANHATTAN BEACH,4100017A,1723,375,N,,VBM PORTION,126,47,68,
MANHATTAN BEACH,4100017A,1723,375,N,1097,TOTAL,432,204,204,
MANHATTAN BEACH,4100019A,1724,375,N,1102,POLLING PLACE,294,152,118,
MANHATTAN BEACH,4100019A,1724,375,N,,VBM PORTION,118,49,58,
MANHATTAN BEACH,4100019A,1724,375,N,1102,TOTAL,412,201,176,
MANHATTAN BEACH,4100021A,1725,375,N,926,POLLING PLACE,224,129,87,
MANHATTAN BEACH,4100021A,1725,375,N,,VBM PORTION,125,62,57,
MANHATTAN BEACH,4100021A,1725,375,N,926,TOTAL,349,191,144,
MANHATTAN BEACH,4100025B,1726,375,N,973,POLLING PLACE,315,155,137,
MANHATTAN BEACH,4100025B,1726,375,N,,VBM PORTION,119,51,58,
MANHATTAN BEACH,4100025B,1726,375,N,973,TOTAL,434,206,195,
MANHATTAN BEACH,4100025D,1727,375,N,1042,POLLING PLACE,330,156,158,
MANHATTAN BEACH,4100025D,1727,375,N,,VBM PORTION,112,57,50,
MANHATTAN BEACH,4100025D,1727,375,N,1042,TOTAL,442,213,208,
MANHATTAN BEACH,4100026A,1728,375,N,1020,POLLING PLACE,314,149,150,
MANHATTAN BEACH,4100026A,1728,375,N,,VBM PORTION,104,45,53,
MANHATTAN BEACH,4100026A,1728,375,N,1020,TOTAL,418,194,203,
MANHATTAN BEACH,4100028A,1729,375,N,1092,POLLING PLACE,290,147,131,
MANHATTAN BEACH,4100028A,1729,375,N,,VBM PORTION,151,63,82,
MANHATTAN BEACH,4100028A,1729,375,N,1092,TOTAL,441,210,213,
MANHATTAN BEACH,4100031A,1730,375,N,1083,POLLING PLACE,253,151,87,
MANHATTAN BEACH,4100031A,1730,375,N,,VBM PORTION,175,87,79,
MANHATTAN BEACH,4100031A,1730,375,N,1083,TOTAL,428,238,166,
MANHATTAN BEACH,4100033A,1731,375,N,1230,POLLING PLACE,357,178,159,
MANHATTAN BEACH,4100033A,1731,375,N,,VBM PORTION,141,66,62,
MANHATTAN BEACH,4100033A,1731,375,N,1230,TOTAL,498,244,221,
MANHATTAN BEACH,4100034A,1732,375,N,1240,POLLING PLACE,334,171,150,
MANHATTAN BEACH,4100034A,1732,375,N,,VBM PORTION,138,64,69,
MANHATTAN BEACH,4100034A,1732,375,N,1240,TOTAL,472,235,219,
MANHATTAN BEACH,4100035A,1733,375,N,432,POLLING PLACE,110,46,59,
MANHATTAN BEACH,4100035A,1733,375,N,,VBM PORTION,32,14,18,
MANHATTAN BEACH,4100035A,1733,375,N,432,TOTAL,142,60,77,
MANHATTAN BEACH,4100036A,1734,375,N,1145,POLLING PLACE,304,147,148,
MANHATTAN BEACH,4100036A,1734,375,N,,VBM PORTION,139,57,73,
MANHATTAN BEACH,4100036A,1734,375,N,1145,TOTAL,443,204,221,
MANHATTAN BEACH,4100044A,1735,375,N,930,POLLING PLACE,248,127,115,
MANHATTAN BEACH,4100044A,1735,375,N,,VBM PORTION,125,44,73,
MANHATTAN BEACH,4100044A,1735,375,N,930,TOTAL,373,171,188,
MANHATTAN BEACH,4100047A,1736,375,N,1349,POLLING PLACE,305,142,153,
MANHATTAN BEACH,4100047A,1736,375,N,,VBM PORTION,207,78,109,
MANHATTAN BEACH,4100047A,1736,375,N,1349,TOTAL,512,220,262,
MANHATTAN BEACH,4100048A,1737,375,N,989,POLLING PLACE,293,144,134,
MANHATTAN BEACH,4100048A,1737,375,N,,VBM PORTION,76,30,35,
MANHATTAN BEACH,4100048A,1737,375,N,989,TOTAL,369,174,169,
MANHATTAN BEACH,4100050A,1738,375,N,924,POLLING PLACE,150,79,59,
MANHATTAN BEACH,4100050A,1738,375,N,,VBM PORTION,82,41,37,
MANHATTAN BEACH,4100050A,1738,375,N,924,TOTAL,232,120,96,
MARINA DEL REY,4150041A,1739,323,N,508,POLLING PLACE,76,63,12,
MARINA DEL REY,4150041A,1739,323,N,,VBM PORTION,38,23,14,
MARINA DEL REY,4150041A,1739,323,N,508,TOTAL,114,86,26,
MARINA DEL REY,4150045A,1740,323,N,1206,POLLING PLACE,246,154,75,
MARINA DEL REY,4150045A,1740,323,N,,VBM PORTION,102,57,38,
MARINA DEL REY,4150045A,1740,323,N,1206,TOTAL,348,211,113,
MARINA DEL REY,4150048A,1741,323,N,899,POLLING PLACE,142,96,34,
MARINA DEL REY,4150048A,1741,323,N,,VBM PORTION,52,27,21,
MARINA DEL REY,4150048A,1741,323,N,899,TOTAL,194,123,55,
MARINA DEL REY,4150050A,1742,323,N,723,POLLING PLACE,144,111,27,
MARINA DEL REY,4150050A,1742,323,N,,VBM PORTION,48,25,17,
MARINA DEL REY,4150050A,1742,323,N,723,TOTAL,192,136,44,
MARINA DEL REY,4150051A,1743,323,N,427,POLLING PLACE,36,25,11,
MARINA DEL REY,4150051A,1743,323,N,,VBM PORTION,34,18,15,
MARINA DEL REY,4150051A,1743,323,N,427,TOTAL,70,43,26,
MARINA DEL REY,4150053A,1744,323,N,1237,POLLING PLACE,298,194,94,
MARINA DEL REY,4150053A,1744,323,N,,VBM PORTION,110,52,50,
MARINA DEL REY,4150053A,1744,323,N,1237,TOTAL,408,246,144,
MAYWOOD,4200001D,1745,347,N,1108,POLLING PLACE,188,147,27,
MAYWOOD,4200001D,1745,347,N,,VBM PORTION,22,9,7,
MAYWOOD,4200001D,1745,347,N,1108,TOTAL,210,156,34,
MAYWOOD,4200005A,1746,347,N,1124,POLLING PLACE,192,155,26,
MAYWOOD,4200005A,1746,347,N,,VBM PORTION,20,10,9,
MAYWOOD,4200005A,1746,347,N,1124,TOTAL,212,165,35,
MAYWOOD,4200006A,1747,347,N,1096,POLLING PLACE,174,138,25,
MAYWOOD,4200006A,1747,347,N,,VBM PORTION,24,19,5,
MAYWOOD,4200006A,1747,347,N,1096,TOTAL,198,157,30,
MAYWOOD,4200009A,1748,347,N,1085,POLLING PLACE,200,146,45,
MAYWOOD,4200009A,1748,347,N,,VBM PORTION,19,14,5,
MAYWOOD,4200009A,1748,347,N,1085,TOTAL,219,160,50,
MAYWOOD,4200010B,1749,347,N,647,POLLING PLACE,95,75,12,
MAYWOOD,4200010B,1749,347,N,,VBM PORTION,14,9,3,
MAYWOOD,4200010B,1749,347,N,647,TOTAL,109,84,15,
MAYWOOD,4200013A,1750,347,N,974,POLLING PLACE,114,94,11,
MAYWOOD,4200013A,1750,347,N,,VBM PORTION,28,23,3,
MAYWOOD,4200013A,1750,347,N,974,TOTAL,142,117,14,
MAYWOOD,4200014A,1751,347,N,592,POLLING PLACE,87,66,16,
MAYWOOD,4200014A,1751,347,N,,VBM PORTION,22,16,4,
MAYWOOD,4200014A,1751,347,N,592,TOTAL,109,82,20,
MAYWOOD,4200015B,1752,347,N,705,POLLING PLACE,129,110,15,
MAYWOOD,4200015B,1752,347,N,,VBM PORTION,25,15,3,
MAYWOOD,4200015B,1752,347,N,705,TOTAL,154,125,18,
MAYWOOD,4200030D,1753,347,N,507,POLLING PLACE,70,49,15,
MAYWOOD,4200030D,1753,347,N,,VBM PORTION,14,9,4,
MAYWOOD,4200030D,1753,347,N,507,TOTAL,84,58,19,
MONROVIA,4400001A,1754,93,N,556,POLLING PLACE,147,81,63,
MONROVIA,4400001A,1754,93,N,,VBM PORTION,50,14,33,
MONROVIA,4400001A,1754,93,N,556,TOTAL,197,95,96,
MONROVIA,4400003A,1755,93,N,908,POLLING PLACE,226,114,106,
MONROVIA,4400003A,1755,93,N,,VBM PORTION,93,41,43,
MONROVIA,4400003A,1755,93,N,908,TOTAL,319,155,149,
MONROVIA,4400004A,1756,89,N,1094,POLLING PLACE,288,126,150,
MONROVIA,4400004A,1756,89,N,,VBM PORTION,130,55,67,
MONROVIA,4400004A,1756,89,N,1094,TOTAL,418,181,217,
MONROVIA,4400005A,6153,144,Y,2,POLLING PLACE,,,,
MONROVIA,4400005A,6153,144,Y,,VBM PORTION,,,,
MONROVIA,4400005A,6153,144,Y,2,TOTAL,,,,
MONROVIA,4400007A,1757,93,N,911,POLLING PLACE,250,124,115,
MONROVIA,4400007A,1757,93,N,,VBM PORTION,80,40,34,
MONROVIA,4400007A,1757,93,N,911,TOTAL,330,164,149,
MONROVIA,4400008A,1758,89,N,661,POLLING PLACE,198,87,102,
MONROVIA,4400008A,1758,89,N,,VBM PORTION,72,28,41,
MONROVIA,4400008A,1758,89,N,661,TOTAL,270,115,143,
MONROVIA,4400009A,1759,93,N,957,POLLING PLACE,288,141,129,
MONROVIA,4400009A,1759,93,N,,VBM PORTION,89,40,42,
MONROVIA,4400009A,1759,93,N,957,TOTAL,377,181,171,
MONROVIA,4400010A,1760,89,N,812,POLLING PLACE,279,122,144,
MONROVIA,4400010A,1760,89,N,,VBM PORTION,73,27,43,
MONROVIA,4400010A,1760,89,N,812,TOTAL,352,149,187,
MONROVIA,4400011A,1761,93,N,697,POLLING PLACE,176,101,66,
MONROVIA,4400011A,1761,93,N,,VBM PORTION,54,30,19,
MONROVIA,4400011A,1761,93,N,697,TOTAL,230,131,85,
MONROVIA,4400013A,1762,93,N,989,POLLING PLACE,173,99,67,
MONROVIA,4400013A,1762,93,N,,VBM PORTION,73,38,30,
MONROVIA,4400013A,1762,93,N,989,TOTAL,246,137,97,
MONROVIA,4400014A,1763,93,N,677,POLLING PLACE,146,93,51,
MONROVIA,4400014A,1763,93,N,,VBM PORTION,40,28,11,
MONROVIA,4400014A,1763,93,N,677,TOTAL,186,121,62,
MONROVIA,4400015A,1764,93,N,721,POLLING PLACE,146,93,49,
MONROVIA,4400015A,1764,93,N,,VBM PORTION,49,33,14,
MONROVIA,4400015A,1764,93,N,721,TOTAL,195,126,63,
MONROVIA,4400016A,1765,93,N,1251,POLLING PLACE,210,129,71,
MONROVIA,4400016A,1765,93,N,,VBM PORTION,72,42,24,
MONROVIA,4400016A,1765,93,N,1251,TOTAL,282,171,95,
MONROVIA,4400017A,1766,93,N,912,POLLING PLACE,178,121,48,
MONROVIA,4400017A,1766,93,N,,VBM PORTION,63,38,25,
MONROVIA,4400017A,1766,93,N,912,TOTAL,241,159,73,
MONROVIA,4400019A,6154,146,Y,157,POLLING PLACE,,,,
MONROVIA,4400019A,6154,146,Y,,VBM PORTION,33,15,13,
MONROVIA,4400019A,6154,146,Y,157,TOTAL,33,15,13,
MONROVIA,4400021A,1767,93,N,772,POLLING PLACE,131,71,54,
MONROVIA,4400021A,1767,93,N,,VBM PORTION,66,33,28,
MONROVIA,4400021A,1767,93,N,772,TOTAL,197,104,82,
MONROVIA,4400022A,6155,162,Y,4,POLLING PLACE,,,,
MONROVIA,4400022A,6155,162,Y,,VBM PORTION,,,,
MONROVIA,4400022A,6155,162,Y,4,TOTAL,,,,
MONROVIA,4400023A,1768,93,N,835,POLLING PLACE,198,97,86,
MONROVIA,4400023A,1768,93,N,,VBM PORTION,93,39,51,
MONROVIA,4400023A,1768,93,N,835,TOTAL,291,136,137,
MONROVIA,4400030A,1769,93,N,956,POLLING PLACE,197,103,82,
MONROVIA,4400030A,1769,93,N,,VBM PORTION,77,44,27,
MONROVIA,4400030A,1769,93,N,956,TOTAL,274,147,109,
MONROVIA,4400061A,1770,93,N,852,POLLING PLACE,140,79,53,
MONROVIA,4400061A,1770,93,N,,VBM PORTION,68,32,30,
MONROVIA,4400061A,1770,93,N,852,TOTAL,208,111,83,
MONROVIA,4400063A,1771,93,N,733,POLLING PLACE,119,88,18,
MONROVIA,4400063A,1771,93,N,,VBM PORTION,36,26,8,
MONROVIA,4400063A,1771,93,N,733,TOTAL,155,114,26,
MONROVIA,4400064A,1772,93,N,920,POLLING PLACE,153,91,56,
MONROVIA,4400064A,1772,93,N,,VBM PORTION,75,44,24,
MONROVIA,4400064A,1772,93,N,920,TOTAL,228,135,80,
MONROVIA,4400065A,1773,93,N,884,POLLING PLACE,214,134,63,
MONROVIA,4400065A,1773,93,N,,VBM PORTION,80,52,23,
MONROVIA,4400065A,1773,93,N,884,TOTAL,294,186,86,
MONROVIA,4400066A,1774,93,N,1053,POLLING PLACE,182,129,38,
MONROVIA,4400066A,1774,93,N,,VBM PORTION,59,36,20,
MONROVIA,4400066A,1774,93,N,1053,TOTAL,241,165,58,
MONROVIA,4400067A,1775,93,N,873,POLLING PLACE,135,89,38,
MONROVIA,4400067A,1775,93,N,,VBM PORTION,49,35,8,
MONROVIA,4400067A,1775,93,N,873,TOTAL,184,124,46,
MONTEBELLO,4450001A,1776,288,N,817,POLLING PLACE,141,107,28,
MONTEBELLO,4450001A,1776,288,N,,VBM PORTION,52,36,11,
MONTEBELLO,4450001A,1776,288,N,817,TOTAL,193,143,39,
MONTEBELLO,4450001C,6156,282,Y,35,POLLING PLACE,,,,
MONTEBELLO,4450001C,6156,282,Y,,VBM PORTION,1,1,,
MONTEBELLO,4450001C,6156,282,Y,35,TOTAL,1,1,,
MONTEBELLO,4450002A,1777,288,N,1027,POLLING PLACE,181,134,33,
MONTEBELLO,4450002A,1777,288,N,,VBM PORTION,53,36,13,
MONTEBELLO,4450002A,1777,288,N,1027,TOTAL,234,170,46,
MONTEBELLO,4450003A,1778,288,N,899,POLLING PLACE,103,77,23,
MONTEBELLO,4450003A,1778,288,N,,VBM PORTION,27,20,7,
MONTEBELLO,4450003A,1778,288,N,899,TOTAL,130,97,30,
MONTEBELLO,4450004A,1779,288,N,905,POLLING PLACE,109,85,20,
MONTEBELLO,4450004A,1779,288,N,,VBM PORTION,32,21,5,
MONTEBELLO,4450004A,1779,288,N,905,TOTAL,141,106,25,
MONTEBELLO,4450005A,1780,288,N,1003,POLLING PLACE,137,82,41,
MONTEBELLO,4450005A,1780,288,N,,VBM PORTION,34,20,11,
MONTEBELLO,4450005A,1780,288,N,1003,TOTAL,171,102,52,
MONTEBELLO,4450008A,1781,288,N,948,POLLING PLACE,125,84,32,
MONTEBELLO,4450008A,1781,288,N,,VBM PORTION,72,53,17,
MONTEBELLO,4450008A,1781,288,N,948,TOTAL,197,137,49,
MONTEBELLO,4450010A,1782,176,N,834,POLLING PLACE,162,108,44,
MONTEBELLO,4450010A,1782,176,N,,VBM PORTION,78,39,34,
MONTEBELLO,4450010A,1782,176,N,834,TOTAL,240,147,78,
MONTEBELLO,4450011A,1783,288,N,1178,POLLING PLACE,170,127,35,
MONTEBELLO,4450011A,1783,288,N,,VBM PORTION,41,22,13,
MONTEBELLO,4450011A,1783,288,N,1178,TOTAL,211,149,48,
MONTEBELLO,4450012A,1784,288,N,1070,POLLING PLACE,149,106,29,
MONTEBELLO,4450012A,1784,288,N,,VBM PORTION,27,20,4,
MONTEBELLO,4450012A,1784,288,N,1070,TOTAL,176,126,33,
MONTEBELLO,4450013A,1785,176,N,758,POLLING PLACE,139,94,40,
MONTEBELLO,4450013A,1785,176,N,,VBM PORTION,61,36,18,
MONTEBELLO,4450013A,1785,176,N,758,TOTAL,200,130,58,
MONTEBELLO,4450014A,1786,288,N,871,POLLING PLACE,134,91,37,
MONTEBELLO,4450014A,1786,288,N,,VBM PORTION,36,21,12,
MONTEBELLO,4450014A,1786,288,N,871,TOTAL,170,112,49,
MONTEBELLO,4450015A,1787,288,N,919,POLLING PLACE,156,118,29,
MONTEBELLO,4450015A,1787,288,N,,VBM PORTION,31,22,7,
MONTEBELLO,4450015A,1787,288,N,919,TOTAL,187,140,36,
MONTEBELLO,4450016A,1788,288,N,641,POLLING PLACE,91,65,21,
MONTEBELLO,4450016A,1788,288,N,,VBM PORTION,25,18,7,
MONTEBELLO,4450016A,1788,288,N,641,TOTAL,116,83,28,
MONTEBELLO,4450017A,1789,288,N,772,POLLING PLACE,112,84,20,
MONTEBELLO,4450017A,1789,288,N,,VBM PORTION,44,30,8,
MONTEBELLO,4450017A,1789,288,N,772,TOTAL,156,114,28,
MONTEBELLO,4450018A,1790,288,N,988,POLLING PLACE,232,145,72,
MONTEBELLO,4450018A,1790,288,N,,VBM PORTION,68,38,25,
MONTEBELLO,4450018A,1790,288,N,988,TOTAL,300,183,97,
MONTEBELLO,4450020A,1791,288,N,1019,POLLING PLACE,175,120,43,
MONTEBELLO,4450020A,1791,288,N,,VBM PORTION,42,31,7,
MONTEBELLO,4450020A,1791,288,N,1019,TOTAL,217,151,50,
MONTEBELLO,4450024A,1792,288,N,881,POLLING PLACE,152,109,30,
MONTEBELLO,4450024A,1792,288,N,,VBM PORTION,30,23,5,
MONTEBELLO,4450024A,1792,288,N,881,TOTAL,182,132,35,
MONTEBELLO,4450025A,1793,288,N,1108,POLLING PLACE,218,140,60,
MONTEBELLO,4450025A,1793,288,N,,VBM PORTION,80,44,25,
MONTEBELLO,4450025A,1793,288,N,1108,TOTAL,298,184,85,
MONTEBELLO,4450026A,1794,288,N,965,POLLING PLACE,233,170,44,
MONTEBELLO,4450026A,1794,288,N,,VBM PORTION,26,18,3,
MONTEBELLO,4450026A,1794,288,N,965,TOTAL,259,188,47,
MONTEBELLO,4450028A,1795,286,N,514,POLLING PLACE,93,77,10,
MONTEBELLO,4450028A,1795,286,N,,VBM PORTION,48,31,16,
MONTEBELLO,4450028A,1795,286,N,514,TOTAL,141,108,26,
MONTEBELLO,4450031A,1796,288,N,968,POLLING PLACE,120,86,24,
MONTEBELLO,4450031A,1796,288,N,,VBM PORTION,18,10,6,
MONTEBELLO,4450031A,1796,288,N,968,TOTAL,138,96,30,
MONTEBELLO,4450032A,1797,288,N,803,POLLING PLACE,93,74,16,
MONTEBELLO,4450032A,1797,288,N,,VBM PORTION,33,29,4,
MONTEBELLO,4450032A,1797,288,N,803,TOTAL,126,103,20,
MONTEBELLO,4450032H,6157,282,Y,,POLLING PLACE,,,,
MONTEBELLO,4450032H,6157,282,Y,,VBM PORTION,1,,1,
MONTEBELLO,4450032H,6157,282,Y,,TOTAL,1,,1,
MONTEBELLO,4450033A,1798,288,N,872,POLLING PLACE,106,80,18,
MONTEBELLO,4450033A,1798,288,N,,VBM PORTION,34,21,11,
MONTEBELLO,4450033A,1798,288,N,872,TOTAL,140,101,29,
MONTEBELLO,4450034A,1799,288,N,833,POLLING PLACE,145,103,29,
MONTEBELLO,4450034A,1799,288,N,,VBM PORTION,28,17,10,
MONTEBELLO,4450034A,1799,288,N,833,TOTAL,173,120,39,
MONTEBELLO,4450036A,1800,288,N,626,POLLING PLACE,87,56,24,
MONTEBELLO,4450036A,1800,288,N,,VBM PORTION,21,11,6,
MONTEBELLO,4450036A,1800,288,N,626,TOTAL,108,67,30,
MONTEBELLO,4450038A,1801,288,N,854,POLLING PLACE,121,81,33,
MONTEBELLO,4450038A,1801,288,N,,VBM PORTION,42,28,11,
MONTEBELLO,4450038A,1801,288,N,854,TOTAL,163,109,44,
MONTEBELLO,4450043B,1802,288,N,1086,POLLING PLACE,140,99,27,
MONTEBELLO,4450043B,1802,288,N,,VBM PORTION,27,11,11,
MONTEBELLO,4450043B,1802,288,N,1086,TOTAL,167,110,38,
MONTEBELLO,4450065A,1803,288,N,895,POLLING PLACE,122,101,15,
MONTEBELLO,4450065A,1803,288,N,,VBM PORTION,31,21,5,
MONTEBELLO,4450065A,1803,288,N,895,TOTAL,153,122,20,
MONTEBELLO,4450074A,1804,176,N,1026,POLLING PLACE,154,83,56,
MONTEBELLO,4450074A,1804,176,N,,VBM PORTION,51,27,23,
MONTEBELLO,4450074A,1804,176,N,1026,TOTAL,205,110,79,
MONTEBELLO,4450090B,1805,288,N,693,POLLING PLACE,96,74,17,
MONTEBELLO,4450090B,1805,288,N,,VBM PORTION,14,7,7,
MONTEBELLO,4450090B,1805,288,N,693,TOTAL,110,81,24,
MONTEBELLO,4450092A,1806,175,N,876,POLLING PLACE,128,88,32,
MONTEBELLO,4450092A,1806,175,N,,VBM PORTION,49,39,6,
MONTEBELLO,4450092A,1806,175,N,876,TOTAL,177,127,38,
MONTEREY PARK,4500001A,1807,151,N,864,POLLING PLACE,93,58,21,
MONTEREY PARK,4500001A,1807,151,N,,VBM PORTION,42,35,4,
MONTEREY PARK,4500001A,1807,151,N,864,TOTAL,135,93,25,
MONTEREY PARK,4500002A,1808,151,N,784,POLLING PLACE,110,62,33,
MONTEREY PARK,4500002A,1808,151,N,,VBM PORTION,30,20,8,
MONTEREY PARK,4500002A,1808,151,N,784,TOTAL,140,82,41,
MONTEREY PARK,4500003A,1809,151,N,713,POLLING PLACE,102,65,30,
MONTEREY PARK,4500003A,1809,151,N,,VBM PORTION,79,44,25,
MONTEREY PARK,4500003A,1809,151,N,713,TOTAL,181,109,55,
MONTEREY PARK,4500005A,1810,151,N,1245,POLLING PLACE,202,118,69,
MONTEREY PARK,4500005A,1810,151,N,,VBM PORTION,130,88,29,
MONTEREY PARK,4500005A,1810,151,N,1245,TOTAL,332,206,98,
MONTEREY PARK,4500007A,1811,151,N,870,POLLING PLACE,96,61,27,
MONTEREY PARK,4500007A,1811,151,N,,VBM PORTION,42,32,9,
MONTEREY PARK,4500007A,1811,151,N,870,TOTAL,138,93,36,
MONTEREY PARK,4500009A,1812,151,N,1203,POLLING PLACE,187,114,62,
MONTEREY PARK,4500009A,1812,151,N,,VBM PORTION,97,54,30,
MONTEREY PARK,4500009A,1812,151,N,1203,TOTAL,284,168,92,
MONTEREY PARK,4500010A,1813,151,N,1138,POLLING PLACE,150,98,39,
MONTEREY PARK,4500010A,1813,151,N,,VBM PORTION,101,55,32,
MONTEREY PARK,4500010A,1813,151,N,1138,TOTAL,251,153,71,
MONTEREY PARK,4500011C,6158,148,Y,2,POLLING PLACE,,,,
MONTEREY PARK,4500011C,6158,148,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011C,6158,148,Y,2,TOTAL,,,,
MONTEREY PARK,4500011D,6159,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500011D,6159,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011D,6159,163,Y,,TOTAL,,,,
MONTEREY PARK,4500014A,1814,151,N,1212,POLLING PLACE,121,66,37,
MONTEREY PARK,4500014A,1814,151,N,,VBM PORTION,81,47,25,
MONTEREY PARK,4500014A,1814,151,N,1212,TOTAL,202,113,62,
MONTEREY PARK,4500016A,1815,151,N,1168,POLLING PLACE,155,98,47,
MONTEREY PARK,4500016A,1815,151,N,,VBM PORTION,76,46,22,
MONTEREY PARK,4500016A,1815,151,N,1168,TOTAL,231,144,69,
MONTEREY PARK,4500017A,1816,151,N,1063,POLLING PLACE,196,113,62,
MONTEREY PARK,4500017A,1816,151,N,,VBM PORTION,60,39,13,
MONTEREY PARK,4500017A,1816,151,N,1063,TOTAL,256,152,75,
MONTEREY PARK,4500019A,1817,151,N,875,POLLING PLACE,156,111,39,
MONTEREY PARK,4500019A,1817,151,N,,VBM PORTION,79,48,20,
MONTEREY PARK,4500019A,1817,151,N,875,TOTAL,235,159,59,
MONTEREY PARK,4500021A,1818,151,N,996,POLLING PLACE,99,67,28,
MONTEREY PARK,4500021A,1818,151,N,,VBM PORTION,41,26,10,
MONTEREY PARK,4500021A,1818,151,N,996,TOTAL,140,93,38,
MONTEREY PARK,4500023A,1819,151,N,1145,POLLING PLACE,175,106,55,
MONTEREY PARK,4500023A,1819,151,N,,VBM PORTION,118,64,35,
MONTEREY PARK,4500023A,1819,151,N,1145,TOTAL,293,170,90,
MONTEREY PARK,4500023B,1820,155,N,229,POLLING PLACE,29,22,6,
MONTEREY PARK,4500023B,1820,155,N,,VBM PORTION,24,16,4,
MONTEREY PARK,4500023B,1820,155,N,229,TOTAL,53,38,10,
MONTEREY PARK,4500024C,6160,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500024C,6160,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500024C,6160,163,Y,,TOTAL,,,,
MONTEREY PARK,4500025A,1821,155,N,1206,POLLING PLACE,198,132,53,
MONTEREY PARK,4500025A,1821,155,N,,VBM PORTION,75,52,12,
MONTEREY PARK,4500025A,1821,155,N,1206,TOTAL,273,184,65,
MONTEREY PARK,4500026A,1822,155,N,1094,POLLING PLACE,160,102,44,
MONTEREY PARK,4500026A,1822,155,N,,VBM PORTION,63,42,17,
MONTEREY PARK,4500026A,1822,155,N,1094,TOTAL,223,144,61,
MONTEREY PARK,4500030A,1823,155,N,1177,POLLING PLACE,222,159,49,
MONTEREY PARK,4500030A,1823,155,N,,VBM PORTION,72,44,17,
MONTEREY PARK,4500030A,1823,155,N,1177,TOTAL,294,203,66,
MONTEREY PARK,4500031B,1824,151,N,1045,POLLING PLACE,95,52,30,
MONTEREY PARK,4500031B,1824,151,N,,VBM PORTION,69,48,18,
MONTEREY PARK,4500031B,1824,151,N,1045,TOTAL,164,100,48,
MONTEREY PARK,4500032A,1825,151,N,1142,POLLING PLACE,210,129,59,
MONTEREY PARK,4500032A,1825,151,N,,VBM PORTION,107,63,39,
MONTEREY PARK,4500032A,1825,151,N,1142,TOTAL,317,192,98,
MONTEREY PARK,4500034B,1826,151,N,1036,POLLING PLACE,104,70,25,
MONTEREY PARK,4500034B,1826,151,N,,VBM PORTION,56,30,11,
MONTEREY PARK,4500034B,1826,151,N,1036,TOTAL,160,100,36,
MONTEREY PARK,4500035A,1827,155,N,1221,POLLING PLACE,148,106,34,
MONTEREY PARK,4500035A,1827,155,N,,VBM PORTION,73,37,25,
MONTEREY PARK,4500035A,1827,155,N,1221,TOTAL,221,143,59,
MONTEREY PARK,4500044A,1828,151,N,1263,POLLING PLACE,228,136,69,
MONTEREY PARK,4500044A,1828,151,N,,VBM PORTION,137,82,38,
MONTEREY PARK,4500044A,1828,151,N,1263,TOTAL,365,218,107,
MONTEREY PARK,4500047B,1829,151,N,917,POLLING PLACE,102,54,36,
MONTEREY PARK,4500047B,1829,151,N,,VBM PORTION,44,22,13,
MONTEREY PARK,4500047B,1829,151,N,917,TOTAL,146,76,49,
MONTEREY PARK,4500052A,1830,155,N,1101,POLLING PLACE,190,124,53,
MONTEREY PARK,4500052A,1830,155,N,,VBM PORTION,48,33,7,
MONTEREY PARK,4500052A,1830,155,N,1101,TOTAL,238,157,60,
MONTEREY PARK,4500090A,1831,152,N,1044,POLLING PLACE,129,94,27,
MONTEREY PARK,4500090A,1831,152,N,,VBM PORTION,44,30,7,
MONTEREY PARK,4500090A,1831,152,N,1044,TOTAL,173,124,34,
MONTROSE,4610001A,1832,104,N,690,POLLING PLACE,139,75,55,
MONTROSE,4610001A,1832,104,N,,VBM PORTION,56,33,22,
MONTROSE,4610001A,1832,104,N,690,TOTAL,195,108,77,
