Operator,Date,System,City,State,County,Cause,Sub Cause,Fatalities,Injuries,Property_Damage_(A),Gross_Barrels_Spilled_(Haz Liq)_(B),Net_Barrels_Lost (Haz_Liq)_(B)(C),Value_of_Product_Lost_(D)
"Plains Pipeline, L.P.",9/12/13,HL,COMPTON,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,38060,0,0,
"Plains Pipeline, L.P.",9/9/13,HL,CUSHING,OK,LINCOLN,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,2237,6,0,
"Plains Pipeline, L.P.",8/30/13,HL,HERMEIGH,TX,SCURRY,CORROSION,INTERNAL,0,0,1275,0,0,
"Plains Pipeline, L.P.",8/19/13,HL,MEDICINE BOW,WY,CARBON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,23500,6,0,
"Plains Pipeline, L.P.",7/30/13,HL,BUCKEYE (LOVINGTON),NM,LEA,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,0,0,2000,2,0,
"Plains Pipeline, L.P.",7/23/13,HL,POWDER RIVER,WY,NATRONA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,5000,125,0,
"Plains Pipeline, L.P.",7/19/13,HL,WICHITA FALLS,TX,WICHITA,CORROSION,INTERNAL,0,0,4500,4,0,
"Plains Pipeline, L.P.",6/30/13,HL,CATARINA,TX,DIMMIT,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,42600,220,0,
"Plains Pipeline, L.P.",6/20/13,HL,WICHITA FALLS,TX,WICHITA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,13500,20,0,
"Plains Pipeline, L.P.",4/25/13,HL,MIDLAND,TX,MIDLAND,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,3190,2,0,
"Plains Pipeline, L.P.",4/3/13,HL,MCCAMEY,TX,UPTON,CORROSION,INTERNAL,0,0,10400,1,0,
"Plains Pipeline, L.P.",3/31/13,HL,JONESVILLE,LA,CONCORDIA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,20160,10,0,
"Plains Pipeline, L.P.",2/7/13,HL,WAMSUTTER,WY,SWEETWATER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,26379,15,0,
"Plains Pipeline, L.P.",2/5/13,HL,BAY SPRINGS,MS,JASPER,CORROSION,INTERNAL,0,0,5201153,122,0,
"Plains Pipeline, L.P.",11/24/12,HL,METTLER,CA,KERN,CORROSION,INTERNAL,0,0,147000,600,0,
"Plains Pipeline, L.P.",11/20/12,HL,LYSITE,WY,FREMONT,CORROSION,INTERNAL,0,0,40600,7,0,
"Plains Pipeline, L.P.",11/20/12,HL,HEALDTON,OK,CARTER,CORROSION,EXTERNAL,0,0,13868,35,0,
"Plains Pipeline, L.P.",11/15/12,HL,WHITESBORO,TX,GRAYSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,2000,1,0,
"Plains Pipeline, L.P.",11/11/12,HL,JAL,NM,LEA,CORROSION,INTERNAL,0,0,2460,4,0,
"Plains Pipeline, L.P.",11/2/12,HL,CROWVILLE,LA,FRANKLIN,CORROSION,INTERNAL,0,0,17200,1,0,
"Plains Pipeline, L.P.",9/19/12,HL,HERMLEIGH,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,3600,1,0,
"Plains Pipeline, L.P.",9/18/12,HL,MCCAMEY,TX,UPTON,CORROSION,INTERNAL,0,0,44000,10,0,
"Plains Pipeline, L.P.",9/6/12,HL,TAFT,CA,KERN,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,2000,25,0,
"Plains Pipeline, L.P.",9/5/12,HL,MIDLAND,TX,MIDLAND,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,40750,80,0,
"Plains Pipeline, L.P.",8/31/12,HL,METTLER,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,2375,15,0,
"Plains Pipeline, L.P.",8/25/12,HL,KAYCEE,WY,JOHNSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,16000,20,0,
"Plains Pipeline, L.P.",8/23/12,HL,KAYCEE,WY,JOHNSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,6000,0,0,
"Plains Pipeline, L.P.",8/15/12,HL,HOBBS,NM,LEA,CORROSION,INTERNAL,0,0,7400,4,0,
"Plains Pipeline, L.P.",7/21/12,HL,WAMSUTTER,WY,SWEETWATER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,4300,3,0,
"Plains Pipeline, L.P.",6/13/12,HL,WILSON,OK,CARTER,CORROSION,EXTERNAL,0,0,3250,0,0,
"Plains Pipeline, L.P.",6/12/12,HL,BROWNFIELD,TX,TERRY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,7475,20,0,
"Plains Pipeline, L.P.",6/6/12,HL,WINK,TX,WINKLER,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,7450,15,0,
"Plains Pipeline, L.P.",5/19/12,HL,KERMIT,TX,WINKLER,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,4350,1,0,
"Plains Pipeline, L.P.",5/3/12,HL,EIGHT MILE,AL,MOBILE,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,12000,8,0,
"Plains Pipeline, L.P.",4/29/12,HL,CASHION,OK,KINGFISHER,CORROSION,EXTERNAL,0,0,2800,15,0,
"Plains Pipeline, L.P.",4/16/12,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,9750,5,0,
"Plains Pipeline, L.P.",4/9/12,HL,CARSON,CA,LOS ANGELES,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,15000,4,0,
"Plains Pipeline, L.P.",4/4/12,HL,MIDLAND,TX,MIDLAND,CORROSION,INTERNAL,0,0,10200,3,0,
"Plains Pipeline, L.P.",3/27/12,HL,KIMBALL,NE,KIMBALL,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,188095,222,0,
"Plains Pipeline, L.P.",3/17/12,HL,GRAND ISLE,LA,JEFFERSON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,2801500,204,15,
"Plains Pipeline, L.P.",12/8/11,HL,JAL,NM,LEA,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,194750,0,0,
"Plains Pipeline, L.P.",11/13/11,HL,HERMELEIGH,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,49312,90,0,
"Plains Pipeline, L.P.",11/7/11,HL,ODESSA,TX,ECTOR,CORROSION,INTERNAL,0,0,43400,80,0,
"Plains Pipeline, L.P.",10/15/11,HL,GOLDSMITH,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,41500,73,0,
"Plains Pipeline, L.P.",8/31/11,HL,MIDLAND,TX,MIDLAND,CORROSION,INTERNAL,0,0,7900,4,0,
"Plains Pipeline, L.P.",7/24/11,HL,MCCAMEY,TX,UPTON,CORROSION,INTERNAL,0,0,49916,123,0,
"Plains Pipeline, L.P.",6/20/11,HL,WINK,TX,WINKLER,CORROSION,INTERNAL,0,0,44400,275,0,
"Plains Pipeline, L.P.",4/28/11,HL,MIDLAND,TX,MIDLAND,CORROSION,EXTERNAL,0,0,9450,2,0,
"Plains Pipeline, L.P.",4/4/11,HL,MCCAMEY,TX,UPTON,CORROSION,INTERNAL,0,0,10900,4,0,
"Plains Pipeline, L.P.",4/3/11,HL,WASKOM,TX,HARRISON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,10125,115,0,
"Plains Pipeline, L.P.",2/23/11,HL,EIGHT MILE,AL,MOBILE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,4360,4,0,
"Plains Pipeline, L.P.",2/20/11,HL,COLORADO CITY,TX,SCURRY,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,800,1,0,
"Plains Pipeline, L.P.",12/31/10,HL,MIDLAND,TX,MIDLAND,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,44150,125,0,
"Plains Pipeline, L.P.",12/5/10,HL,HERMLEIGH,TX,SCURRY,CORROSION,INTERNAL,0,0,21500,6,0,
"Plains Pipeline, L.P.",11/4/10,HL,ODESSA,TX,ECTOR,CORROSION,EXTERNAL,0,0,8540,0,0,
"Plains Pipeline, L.P.",8/17/10,HL,DUNCAN,OK,STEPHENS,CORROSION,INTERNAL,0,0,5080,1,0,
"Plains Pipeline, L.P.",8/11/10,HL,MIDLAND,TX,MIDLAND,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,9590,3,0,
"Plains Pipeline, L.P.",5/29/10,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,71000,85,0,
"Plains Pipeline, L.P.",5/23/10,HL,COLORADO CITY,TX,SCURRY,CORROSION,INTERNAL,0,0,9965,4,0,
"Plains Pipeline, L.P.",5/16/10,HL,CRANE,TX,CRANE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,11375,9,0,
"Plains Pipeline, L.P.",4/9/10,HL,HERMLEIGH,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,1780,0,0,
"Plains Pipeline, L.P.",2/21/10,HL,MCCAMEY,TX,UPTON,CORROSION,INTERNAL,0,0,17485,9,0,
"Plains Pipeline, L.P.",1/7/10,HL,SHERMAN,TX,GRAYSON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,29650,700,2,
"Plains Pipeline, L.P.",12/15/09,HL,MIDLAND,TX,MIDLAND,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,3570,2,1,
"Plains Pipeline, L.P.",11/30/09,HL,EIGHT MILE,AL,MOBILE,CORROSION,UNSPECIFIED CORROSION,0,0,9140,2,1,
"Plains Pipeline, L.P.",10/4/09,HL,WICHITA FALLS,TX,WICHITA,CORROSION,UNSPECIFIED CORROSION,0,0,1369,3,1,
"Plains Pipeline, L.P.",9/27/09,HL,ARAPAHOE,CO,CHEYENNE,CORROSION,INTERNAL,0,0,82074,18,13,
"Plains Pipeline, L.P.",8/25/09,HL,MCCAMEY,TX,UPTON,CORROSION,INTERNAL,0,0,33580,40,4,
"Plains Pipeline, L.P.",7/13/09,HL,WINK,TX,WINKLER,CORROSION,UNSPECIFIED CORROSION,0,0,14632,2,2,
"Plains Pipeline, L.P.",6/27/09,HL,EUNICE,NM,LEA,CORROSION,UNSPECIFIED CORROSION,0,0,48420,2,2,
"Plains Pipeline, L.P.",6/18/09,HL,LIBERTY,MS,AMITE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1695,0,0,
"Plains Pipeline, L.P.",6/17/09,HL,ROXIE,MS,FRANKLIN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,35348,20,14,
"Plains Pipeline, L.P.",5/9/09,HL,MONAHANS,TX,WARD,CORROSION,EXTERNAL,0,0,96500,450,150,
"Plains Pipeline, L.P.",4/3/09,HL,HOBBS,NM,LEA,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,7796,3,2,
"Plains Pipeline, L.P.",2/26/09,HL,GOLDSMITH,TX,ECTOR,CORROSION,UNSPECIFIED CORROSION,0,0,12548,1,1,
"Plains Pipeline, L.P.",1/26/09,HL,CASHION,OK,KINGFISHER,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",0,0,10029,10,1,
"Plains Pipeline, L.P.",1/13/09,HL,LAMESA,TX,DAWSON,CORROSION,INTERNAL,0,0,21700,20,5,
"Plains Pipeline, L.P.",12/4/08,HL,BURAS,LA,PLAQUEMINES,CORROSION,INTERNAL,0,0,298875,10,5,
"Plains Pipeline, L.P.",11/24/08,HL,WICHITA FALLS,TX,WICHITA,CORROSION,UNSPECIFIED CORROSION,0,0,463,0,0,
"Plains Pipeline, L.P.",11/17/08,HL,GUTHRIE,OK,LOGAN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,78753,30,5,
"Plains Pipeline, L.P.",10/1/08,HL,JAL,NM,LEA,CORROSION,UNSPECIFIED CORROSION,0,0,9240,4,3,
"Plains Pipeline, L.P.",6/24/08,HL,ODESSA,TX,ECTOR,CORROSION,UNSPECIFIED CORROSION,0,0,2150,0,0,
"Plains Pipeline, L.P.",6/20/08,HL,LUMBERTON,MS,LAMAR,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,2100,0,0,
"Plains Pipeline, L.P.",4/30/08,HL,QUITMAN,TX,WOOD,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,4120,4,1,
"Plains Pipeline, L.P.",4/20/08,HL,GILBERT,LA,FRANKLIN,CORROSION,UNSPECIFIED CORROSION,0,0,5390,0,0,
"Plains Pipeline, L.P.",4/20/08,HL,VERNON,IL,MARION,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,28482,2,1,
"Plains Pipeline, L.P.",1/16/08,HL,MIDKIFF,TX,REAGAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,9560,4,4,
"Plains Pipeline, L.P.",1/4/08,HL,ODESSA,TX,ECTOR,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,29100,90,10,
"Plains Pipeline, L.P.",12/26/07,HL,GUTHRIE,OK,LOGAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,2955,2,1,
"Plains Pipeline, L.P.",11/15/07,HL,BUNKLEY,MS,FRANKLIN,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,13433,400,5,
"Plains Pipeline, L.P.",11/1/07,HL,LUMBERTON,MS,LAMAR,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1481,0,0,
"Plains Pipeline, L.P.",10/23/07,HL,YANTIS,TX,WOOD,EXCAVATION DAMAGE,UNSPECIFIED EXCAVATION DAMAGE,0,0,26390,1,1,
"Plains Pipeline, L.P.",9/20/07,HL,LONGVIEW,TX,GREGG,CORROSION,UNSPECIFIED CORROSION,0,0,2890,0,0,
"Plains Pipeline, L.P.",8/2/07,HL,ODESSA,TX,ECTOR,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,93201,600,44,
"Plains Pipeline, L.P.",7/31/07,HL,RATLIFF CITY,OK,CARTER,CORROSION,UNSPECIFIED CORROSION,0,0,1636,0,0,
"Plains Pipeline, L.P.",7/17/07,HL,LUMBERTON,MS,LAMAR,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,104,0,0,
"Plains Pipeline, L.P.",6/26/07,HL,WILSON,OK,CARTER,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,3500,40,1,
"Plains Pipeline, L.P.",6/12/07,HL,ODESSA,TX,ECTOR,CORROSION,INTERNAL,0,0,39700,20,20,
"Plains Pipeline, L.P.",6/1/07,HL,WICHITA FALLS,TX,WICHITA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,21439,0,0,
"Plains Pipeline, L.P.",5/22/07,HL,MIDLAND,TX,MIDLAND,ALL OTHER CAUSES,UNKNOWN,0,0,4360,1,1,
"Plains Pipeline, L.P.",5/15/07,HL,WILSON,OK,CARTER,CORROSION,INTERNAL,0,0,42352,8,1,
"Plains Pipeline, L.P.",4/25/07,HL,ODESSA,TX,ECTOR,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,8920,20,5,
"Plains Pipeline, L.P.",4/23/07,HL,GEARY,OK,CANADIAN,CORROSION,INTERNAL,0,0,70551,12,1,
"Plains Pipeline, L.P.",4/3/07,HL,ODESSA,TX,ECTOR,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,0,0,9979,3,3,
"Plains Pipeline, L.P.",2/27/07,HL,WICHITA FALLS,TX,WICHITA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,6933,4,1,
"Plains Pipeline, L.P.",1/19/07,HL,WHITE OAK,TX,GREGG,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,7220,30,2,
"Plains Pipeline, L.P.",12/29/06,HL,MIDLAND,TX,MIDLAND,CORROSION,EXTERNAL,0,0,22320,20,15,
"Plains Pipeline, L.P.",12/28/06,HL,MIDLAND,TX,MIDLAND,CORROSION,EXTERNAL,0,0,49220,25,25,
"Plains Pipeline, L.P.",12/27/06,HL,WILSON,OK,CARTER,CORROSION,INTERNAL,0,0,4920,5,2,
"Plains Pipeline, L.P.",12/25/06,HL,MIDLAND,TX,MIDLAND,CORROSION,UNSPECIFIED CORROSION,0,0,3710,2,2,
"Plains Pipeline, L.P.",12/24/06,HL,OFFSHORE,N/A,,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,5405365,568,568,
"Plains Pipeline, L.P.",12/16/06,HL,MIDLAND,TX,MIDLAND,CORROSION,INTERNAL,0,0,26520,65,5,
"Plains Pipeline, L.P.",12/12/06,HL,CRANE,TX,CRANE,CORROSION,UNSPECIFIED CORROSION,0,0,6380,3,3,
"Plains Pipeline, L.P.",12/5/06,HL,CELESTE,TX,HUNT,CORROSION,EXTERNAL,0,0,126085,315,240,
"Plains Pipeline, L.P.",12/2/06,HL,RATLIFF CITY,OK,CARTER,CORROSION,INTERNAL,0,0,97774,30,3,
"Plains Pipeline, L.P.",11/23/06,HL,MIDLAND,TX,MIDLAND,INCORRECT OPERATION,INCORRECT OPERATION,0,0,113726,5205,275,
"Plains Pipeline, L.P.",11/15/06,HL,WILSON,OK,LOVE,ALL OTHER CAUSES,UNKNOWN,0,0,7995,2,2,
"Plains Pipeline, L.P.",11/5/06,HL,NOBLE,OK,CLEVELAND,INCORRECT OPERATION,INCORRECT OPERATION,0,0,34021,25,1,
"Plains Pipeline, L.P.",10/30/06,HL,SEYMOUR,TX,BAYLOR,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1710,1,1,
"Plains Pipeline, L.P.",9/9/06,HL,MIDLAND,TX,MIDLAND,CORROSION,UNSPECIFIED CORROSION,0,0,7020,0,0,
"Plains Pipeline, L.P.",8/31/06,HL,KERMIT,TX,WINKLER,MATERIAL/WELD/EQUIP FAILURE,"THREADS STRIPPED, BROKEN PIPE COUPLING",0,0,36227,1371,10,
"Plains Pipeline, L.P.",8/12/06,HL,WINK,TX,WINKLER,CORROSION,INTERNAL,0,0,44400,150,25,
"Plains Pipeline, L.P.",6/29/06,HL,WINK,TX,WINKLER,CORROSION,UNSPECIFIED CORROSION,0,0,11970,1,1,
"Plains Pipeline, L.P.",6/27/06,HL,MARICOPA,CA,KERN,ALL OTHER CAUSES,MISCELLANEOUS,0,0,1740,140,10,
"Plains Pipeline, L.P.",6/19/06,HL,MAYSVILLE,OK,GARVIN,INCORRECT OPERATION,INCORRECT OPERATION,0,0,11352,20,5,
"Plains Pipeline, L.P.",6/1/06,HL,GILBERT,LA,FRANKLIN,CORROSION,UNSPECIFIED CORROSION,0,0,6060,3,3,
"Plains Pipeline, L.P.",4/3/06,HL,SUNDOWN,TX,HOCKLEY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,1630,2,2,
"Plains Pipeline, L.P.",3/6/06,HL,ODESSA,TX,ECTOR,CORROSION,INTERNAL,0,0,64170,150,62,
"Plains Pipeline, L.P.",3/3/06,HL,HASKELL,TX,HASKELL,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,19880,15,3,
"Plains Pipeline, L.P.",2/12/06,HL,ODESSA,TX,ECTOR,CORROSION,UNSPECIFIED CORROSION,0,0,5020,2,2,
"Plains Pipeline, L.P.",2/9/06,HL,HOBBS,NM,LEA,CORROSION,INTERNAL,0,0,196420,10,7,
"Plains Pipeline, L.P.",2/6/06,HL,GEARY,OK,CANADIAN,CORROSION,INTERNAL,0,0,24460,21,1,
"Praxair, Inc",11/15/10,GT,OFFSHORE,TX,Harris,ALL OTHER CAUSES,UNKNOWN,0,0,20000,0,,
"Praxair, Inc",6/21/08,GT,TEXAS CITY,TX,GALVESTON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,,
"Praxair, Inc",10/20/06,GT,PASADENA,TX,HARRIS,INCORRECT OPERATION,INCORRECT OPERATION,0,0,110000,25000,,
Questar Pipeline Company,12/18/13,GT,MEEKER,CO,RIO BLANCO,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,21565,21165,,
Questar Pipeline Company,4/17/13,GT,,CO,MOFFAT,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,21487,21087,,
Questar Pipeline Company,1/14/13,GT,MYTON,UT,DUCHESNE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,177330,175730,,
Questar Pipeline Company,12/4/11,GT,"NEAR EVANSTON, WY",WY,UINTA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,142240,6240,,
Questar Pipeline Company,11/27/11,GT,NEAR LYMAN,WY,UINTA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,20300,19500,,
Questar Pipeline Company,11/18/11,GT,NEAR GREEN RIVER,WY,SWEETWATER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,25300,25000,,
Questar Pipeline Company,11/13/11,GT,INDIANOLA,UT,UTAH,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,10000,9700,,
Questar Pipeline Company,9/28/11,GT,INDIANOLA,UT,UTAH,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,8900,8600,,
Questar Pipeline Company,7/21/11,GT,ROCK SPRINGS,WY,SWEETWATER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,91450,91350,,
Questar Pipeline Company,5/11/11,GT,VERNAL,UT,UINTAH,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,68600,68100,,
Questar Pipeline Company,4/8/07,GT,PRICE,UT,CARBON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,120000,120000,,
San Diego Gas & Electric Co,5/23/12,GT,SAN DIEGO,CA,SAN DIEGO,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,0,0,69240,240,,
"Sfpp, Lp",5/23/15,HL,ROCKLIN,CA,PLACER,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,5578,0,0,
"Sfpp, Lp",2/23/15,HL,LONG BEACH,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,178131,0,0,
"Sfpp, Lp",1/12/15,HL,RICHMOND,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,550497,58,0,
"Sfpp, Lp",12/9/14,HL,CONCORD,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,150501,0,0,
"Sfpp, Lp",10/6/14,HL,BRISBANE,CA,SAN MATEO,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,16169,0,0,
"Sfpp, Lp",9/14/14,HL,CONCORD,CA,CONTRA COSTA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,80967,12,0,
"Sfpp, Lp",6/21/14,HL,CONCORD,CA,CONTRA COSTA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,34453,7,0,
"Sfpp, Lp",8/8/13,HL,CONCORD,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,427913,1,0,
"Sfpp, Lp",1/8/13,HL,WEST SACRAMENTO,CA,YOLO,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,2429,0,0,
"Sfpp, Lp",10/16/12,HL,LONG BEACH,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,16012,6,0,
"Sfpp, Lp",8/23/11,HL,BRENTWOOD,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,410000,38,14,
"Sfpp, Lp",8/10/11,HL,COLFAX,CA,PLACER,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,2046,0,0,
"Sfpp, Lp",4/25/11,HL,LIVE OAK,CA,SUTTER,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,27301,8,0,
"Sfpp, Lp",11/4/10,HL,POMONA,CA,LOS ANGELES,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,64964,2,0,
"Sfpp, Lp",7/19/10,HL,ROCKLIN,CA,PLACER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,49500,0,0,
"Sfpp, Lp",3/16/10,HL,SACRAMENTO,CA,SACRAMENTO,CORROSION,INTERNAL,0,0,480000,48,42,
"Sfpp, Lp",5/18/09,HL,BLOOMINGTON,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,72147,11,1,
"Sfpp, Lp",5/1/09,HL,PHOENIX,AZ,MARICOPA,ALL OTHER CAUSES,MISCELLANEOUS,0,0,33684,17,0,
"Sfpp, Lp",9/18/08,HL,DEMING,NM,LUNA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,2431,0,0,
